phase,kind,epoch,domain,arm,seed,model,head_mode,n_cases,n_evaluable,background_dice,rim_dice,cup_dice,macro_fg_dice
P2,metrics.csv,20,RIM_ONE_r3,SUP_CE,42,student,raw_linear3_same_geometry,40,40,0.9871943772108592,0.7355054962138594,0.652905498655444,0.6942054974346518
P2,metrics.csv,20,RIM_ONE_r3,SUP_CE,42,ema,raw_linear3_same_geometry,40,40,0.9868486621443523,0.7266190768630949,0.5913738327259629,0.658996454794529
P2,metrics.csv,40,RIM_ONE_r3,SUP_CE,42,student,raw_linear3_same_geometry,40,40,0.9872394275234276,0.7352600465799336,0.6456112585919339,0.6904356525859336
P2,metrics.csv,40,RIM_ONE_r3,SUP_CE,42,ema,raw_linear3_same_geometry,40,40,0.98844514393611,0.756003493748406,0.6835213404126892,0.7197624170805476
P2,metrics.csv,60,RIM_ONE_r3,SUP_CE,42,student,raw_linear3_same_geometry,40,40,0.9880140124345289,0.7466801255844209,0.6784483774199018,0.7125642515021614
P2,metrics.csv,60,RIM_ONE_r3,SUP_CE,42,ema,raw_linear3_same_geometry,40,40,0.9883690246727422,0.7547385413798452,0.6841998154377034,0.7194691784087743
P2,metrics.csv,80,RIM_ONE_r3,SUP_CE,42,student,raw_linear3_same_geometry,40,40,0.9885774644416998,0.7498880393040693,0.6842903695185754,0.7170892044113224
P2,metrics.csv,80,RIM_ONE_r3,SUP_CE,42,ema,raw_linear3_same_geometry,40,40,0.9884533201388139,0.7509294416540696,0.6870490847135903,0.7189892631838299
P2,metrics.csv,100,RIM_ONE_r3,SUP_CE,42,student,raw_linear3_same_geometry,40,40,0.9881861423953119,0.74364882055945,0.6743259385431734,0.7089873795513116
P2,metrics.csv,100,RIM_ONE_r3,SUP_CE,42,ema,raw_linear3_same_geometry,40,40,0.9882081954657902,0.7441165361881346,0.6746004928762167,0.7093585145321756
P2,metrics.csv,20,Drishti_GS,SUP_CE,42,student,raw_linear3_same_geometry,25,25,0.9841593774855758,0.4999066046914309,0.6972156102051622,0.5985611074482966
P2,metrics.csv,20,Drishti_GS,SUP_CE,42,ema,raw_linear3_same_geometry,25,25,0.9846432385626435,0.61532682614593,0.7426287081866271,0.6789777671662786
P2,metrics.csv,40,Drishti_GS,SUP_CE,42,student,raw_linear3_same_geometry,25,25,0.9850428638556709,0.6783033040246551,0.7788483797901526,0.7285758419074039
P2,metrics.csv,40,Drishti_GS,SUP_CE,42,ema,raw_linear3_same_geometry,25,25,0.9849581804051454,0.6216161025257942,0.7515428047103413,0.6865794536180678
P2,metrics.csv,60,Drishti_GS,SUP_CE,42,student,raw_linear3_same_geometry,25,25,0.9841185710805866,0.5848371180726715,0.7433584406106091,0.6640977793416404
P2,metrics.csv,60,Drishti_GS,SUP_CE,42,ema,raw_linear3_same_geometry,25,25,0.9847802626158284,0.6071985807778357,0.7503549230033696,0.6787767518906027
P2,metrics.csv,80,Drishti_GS,SUP_CE,42,student,raw_linear3_same_geometry,25,25,0.9834066373509692,0.6106769389717177,0.7549401880029458,0.6828085634873318
P2,metrics.csv,80,Drishti_GS,SUP_CE,42,ema,raw_linear3_same_geometry,25,25,0.9843731565455465,0.6163993366471144,0.754648231417499,0.6855237840323067
P2,metrics.csv,100,Drishti_GS,SUP_CE,42,student,raw_linear3_same_geometry,25,25,0.9834611867179497,0.6246257348370059,0.7618328080088662,0.6932292714229361
P2,metrics.csv,100,Drishti_GS,SUP_CE,42,ema,raw_linear3_same_geometry,25,25,0.9835269275147478,0.623423364440991,0.7613671028990037,0.6923952336699973
P2,metrics.csv,20,RIM_ONE_r3,SUP_CED,42,student,raw_linear3_same_geometry,40,40,0.9848338513786741,0.7086709667380615,0.6361083825778384,0.6723896746579499
P2,metrics.csv,20,RIM_ONE_r3,SUP_CED,42,ema,raw_linear3_same_geometry,40,40,0.9869308920149985,0.7111266586981883,0.6494998593540245,0.6803132590261065
P2,metrics.csv,40,RIM_ONE_r3,SUP_CED,42,student,raw_linear3_same_geometry,40,40,0.9873859939817866,0.726238694181151,0.6904245216626756,0.7083316079219133
P2,metrics.csv,40,RIM_ONE_r3,SUP_CED,42,ema,raw_linear3_same_geometry,40,40,0.9871905454162583,0.7198797001494422,0.6804727311127188,0.7001762156310806
P2,metrics.csv,60,RIM_ONE_r3,SUP_CED,42,student,raw_linear3_same_geometry,40,40,0.9875302074776533,0.7349303352639595,0.6825485054535734,0.7087394203587664
P2,metrics.csv,60,RIM_ONE_r3,SUP_CED,42,ema,raw_linear3_same_geometry,40,40,0.987446795203564,0.7289692506460284,0.6903496573136415,0.709659453979835
P2,metrics.csv,80,RIM_ONE_r3,SUP_CED,42,student,raw_linear3_same_geometry,40,40,0.9863796799968032,0.7236609564369202,0.6826606671289619,0.7031608117829411
P2,metrics.csv,80,RIM_ONE_r3,SUP_CED,42,ema,raw_linear3_same_geometry,40,40,0.9870410582025058,0.7269549219775009,0.6843947145890577,0.7056748182832793
P2,metrics.csv,100,RIM_ONE_r3,SUP_CED,42,student,raw_linear3_same_geometry,40,40,0.9868532730878574,0.7230336171946832,0.6737768593893644,0.6984052382920238
P2,metrics.csv,100,RIM_ONE_r3,SUP_CED,42,ema,raw_linear3_same_geometry,40,40,0.986894468999996,0.7235069230381904,0.6749174912851978,0.6992122071616942
P2,metrics.csv,20,Drishti_GS,SUP_CED,42,student,raw_linear3_same_geometry,25,25,0.9805428057006282,0.5967396097044259,0.7288369316776432,0.6627882706910344
P2,metrics.csv,20,Drishti_GS,SUP_CED,42,ema,raw_linear3_same_geometry,25,25,0.9845970579041239,0.6547141947703952,0.7512612373834417,0.7029877160769183
P2,metrics.csv,40,Drishti_GS,SUP_CED,42,student,raw_linear3_same_geometry,25,25,0.9850796453510382,0.6516889890870378,0.7305836001290075,0.6911362946080226
P2,metrics.csv,40,Drishti_GS,SUP_CED,42,ema,raw_linear3_same_geometry,25,25,0.9858212880106747,0.6566792417793927,0.7485249537657345,0.7026020977725637
P2,metrics.csv,60,Drishti_GS,SUP_CED,42,student,raw_linear3_same_geometry,25,25,0.9860414900006146,0.6606083229322058,0.7508783853638694,0.7057433541480376
P2,metrics.csv,60,Drishti_GS,SUP_CED,42,ema,raw_linear3_same_geometry,25,25,0.9856282152289783,0.6578067674595104,0.7472229215538896,0.7025148445066999
P2,metrics.csv,80,Drishti_GS,SUP_CED,42,student,raw_linear3_same_geometry,25,25,0.9840576580539393,0.6588858945332349,0.749838193782153,0.7043620441576941
P2,metrics.csv,80,Drishti_GS,SUP_CED,42,ema,raw_linear3_same_geometry,25,25,0.9851214434570374,0.6645816881868725,0.7520176062319739,0.7082996472094233
P2,metrics.csv,100,Drishti_GS,SUP_CED,42,student,raw_linear3_same_geometry,25,25,0.982650633023134,0.6581772220093376,0.7506244933535963,0.7044008576814672
P2,metrics.csv,100,Drishti_GS,SUP_CED,42,ema,raw_linear3_same_geometry,25,25,0.983024573381422,0.6600197321608127,0.7520900388237811,0.7060548854922968
P2,metrics.csv,20,RIM_ONE_r3,MIX_CTX,42,student,raw_linear3_same_geometry,40,40,0.9848338513786741,0.7086709667380615,0.6361083825778384,0.6723896746579499
P2,metrics.csv,20,RIM_ONE_r3,MIX_CTX,42,ema,raw_linear3_same_geometry,40,40,0.9869308920149985,0.7111266586981883,0.6494998593540245,0.6803132590261065
P2,metrics.csv,40,RIM_ONE_r3,MIX_CTX,42,student,raw_linear3_same_geometry,40,40,0.9867625565355198,0.7166454574505863,0.719320942944213,0.7179832001973997
P2,metrics.csv,40,RIM_ONE_r3,MIX_CTX,42,ema,raw_linear3_same_geometry,40,40,0.9863985597918254,0.7234911202196991,0.7178163376644979,0.7206537289420986
P2,metrics.csv,60,RIM_ONE_r3,MIX_CTX,42,student,raw_linear3_same_geometry,40,40,0.987477673733618,0.7215568774321012,0.6841500717082343,0.7028534745701677
P2,metrics.csv,60,RIM_ONE_r3,MIX_CTX,42,ema,raw_linear3_same_geometry,40,40,0.9880560882258862,0.7396671789039727,0.7276412530680039,0.7336542159859883
P2,metrics.csv,80,RIM_ONE_r3,MIX_CTX,42,student,raw_linear3_same_geometry,40,40,0.9867209859089232,0.6906728707177321,0.7119855200795702,0.7013291953986511
P2,metrics.csv,80,RIM_ONE_r3,MIX_CTX,42,ema,raw_linear3_same_geometry,40,40,0.988595045122689,0.7332278062497588,0.7228681267051539,0.7280479664774564
P2,metrics.csv,100,RIM_ONE_r3,MIX_CTX,42,student,raw_linear3_same_geometry,40,40,0.9884134976838279,0.7263812990689074,0.7071978978416862,0.7167895984552967
P2,metrics.csv,100,RIM_ONE_r3,MIX_CTX,42,ema,raw_linear3_same_geometry,40,40,0.9884535064358522,0.7279858740533452,0.7096437451299324,0.7188148095916388
P2,metrics.csv,20,Drishti_GS,MIX_CTX,42,student,raw_linear3_same_geometry,25,25,0.9805428057006282,0.5967396097044259,0.7288369316776432,0.6627882706910344
P2,metrics.csv,20,Drishti_GS,MIX_CTX,42,ema,raw_linear3_same_geometry,25,25,0.9845970579041239,0.6547141947703952,0.7512612373834417,0.7029877160769183
P2,metrics.csv,40,Drishti_GS,MIX_CTX,42,student,raw_linear3_same_geometry,25,25,0.9877724006271855,0.7421528564886244,0.7603915838759211,0.7512722201822726
P2,metrics.csv,40,Drishti_GS,MIX_CTX,42,ema,raw_linear3_same_geometry,25,25,0.987561347427672,0.736359953095064,0.7712066008024199,0.753783276948742
P2,metrics.csv,60,Drishti_GS,MIX_CTX,42,student,raw_linear3_same_geometry,25,25,0.9863869802742351,0.7524173721920029,0.7428766291331667,0.7476470006625848
P2,metrics.csv,60,Drishti_GS,MIX_CTX,42,ema,raw_linear3_same_geometry,25,25,0.9880054493674115,0.7370038371188001,0.7717988042709415,0.7544013206948708
P2,metrics.csv,80,Drishti_GS,MIX_CTX,42,student,raw_linear3_same_geometry,25,25,0.9880874182523633,0.7244979276916891,0.7614840409112279,0.7429909843014585
P2,metrics.csv,80,Drishti_GS,MIX_CTX,42,ema,raw_linear3_same_geometry,25,25,0.9881336500637238,0.7358008790842376,0.7653556993563889,0.7505782892203133
P2,metrics.csv,100,Drishti_GS,MIX_CTX,42,student,raw_linear3_same_geometry,25,25,0.9874301051198858,0.7364862538532093,0.7617301306354376,0.7491081922443235
P2,metrics.csv,100,Drishti_GS,MIX_CTX,42,ema,raw_linear3_same_geometry,25,25,0.9876079080877156,0.7407978621412564,0.761710874780729,0.7512543684609926
P2,metrics.csv,20,RIM_ONE_r3,MIX_CED,42,student,raw_linear3_same_geometry,40,40,0.9848338513786741,0.7086709667380615,0.6361083825778384,0.6723896746579499
P2,metrics.csv,20,RIM_ONE_r3,MIX_CED,42,ema,raw_linear3_same_geometry,40,40,0.9869308920149985,0.7111266586981883,0.6494998593540245,0.6803132590261065
P2,metrics.csv,40,RIM_ONE_r3,MIX_CED,42,student,raw_linear3_same_geometry,40,40,0.9878185769891136,0.7309785685687387,0.721458626121415,0.7262185973450768
P2,metrics.csv,40,RIM_ONE_r3,MIX_CED,42,ema,raw_linear3_same_geometry,40,40,0.9879200760353664,0.7368475098843085,0.7187365325136996,0.7277920211990041
P2,metrics.csv,60,RIM_ONE_r3,MIX_CED,42,student,raw_linear3_same_geometry,40,40,0.9875754325333329,0.7328543974471159,0.662939304588978,0.697896851018047
P2,metrics.csv,60,RIM_ONE_r3,MIX_CED,42,ema,raw_linear3_same_geometry,40,40,0.9886346344385621,0.7477309165300314,0.7249409694357071,0.7363359429828693
P2,metrics.csv,80,RIM_ONE_r3,MIX_CED,42,student,raw_linear3_same_geometry,40,40,0.9874466234749303,0.7245691158131338,0.7222006676785676,0.7233848917458506
P2,metrics.csv,80,RIM_ONE_r3,MIX_CED,42,ema,raw_linear3_same_geometry,40,40,0.9888346840995823,0.7454508495811192,0.7275706481112042,0.7365107488461617
P2,metrics.csv,100,RIM_ONE_r3,MIX_CED,42,student,raw_linear3_same_geometry,40,40,0.9894003923494015,0.7450064260870908,0.7268045581826874,0.7359054921348892
P2,metrics.csv,100,RIM_ONE_r3,MIX_CED,42,ema,raw_linear3_same_geometry,40,40,0.9894753717886262,0.7461496430901743,0.726532587482757,0.7363411152864656
P2,metrics.csv,20,Drishti_GS,MIX_CED,42,student,raw_linear3_same_geometry,25,25,0.9805428057006282,0.5967396097044259,0.7288369316776432,0.6627882706910344
P2,metrics.csv,20,Drishti_GS,MIX_CED,42,ema,raw_linear3_same_geometry,25,25,0.9845970579041239,0.6547141947703952,0.7512612373834417,0.7029877160769183
P2,metrics.csv,40,Drishti_GS,MIX_CED,42,student,raw_linear3_same_geometry,25,25,0.9890370994369543,0.7544650464327997,0.7714349722810334,0.7629500093569165
P2,metrics.csv,40,Drishti_GS,MIX_CED,42,ema,raw_linear3_same_geometry,25,25,0.9879351573420588,0.7390126154766885,0.7718032142773688,0.7554079148770286
P2,metrics.csv,60,Drishti_GS,MIX_CED,42,student,raw_linear3_same_geometry,25,25,0.9883463315865998,0.7483315952113475,0.771107492319575,0.7597195437654612
P2,metrics.csv,60,Drishti_GS,MIX_CED,42,ema,raw_linear3_same_geometry,25,25,0.9884624223809331,0.7383448683835856,0.7673363146247294,0.7528405915041576
P2,metrics.csv,80,Drishti_GS,MIX_CED,42,student,raw_linear3_same_geometry,25,25,0.9876464334601962,0.7147567615679712,0.7539876110621904,0.7343721863150808
P2,metrics.csv,80,Drishti_GS,MIX_CED,42,ema,raw_linear3_same_geometry,25,25,0.9882110792106036,0.734444138136628,0.7606992274078808,0.7475716827722543
P2,metrics.csv,100,Drishti_GS,MIX_CED,42,student,raw_linear3_same_geometry,25,25,0.9880059556617508,0.7345778299492519,0.7617714192601605,0.7481746246047064
P2,metrics.csv,100,Drishti_GS,MIX_CED,42,ema,raw_linear3_same_geometry,25,25,0.9880035593296546,0.7374266844952357,0.7631676432738509,0.7502971638845434
