variant,site,epoch,steps,relation_ess_ratio_mean,relation_ess_ratio_min,rejected_fraction_mean,rejected_fraction_max
R2,Drishti_GS,33,11,0.9829108708936268,0.9726952439392277,0.06974847569871273,0.11268648530057043
R2,Drishti_GS,34,11,0.9808371072966313,0.9529708059210527,0.0788184658620994,0.1998638838475499
R2,Drishti_GS,35,11,0.9829265573765895,0.9725132750110914,0.06965466299914548,0.11346495119787045
R2,Drishti_GS,36,11,0.9830446357664311,0.9754453879168495,0.06917103886873105,0.10097630539710399
R2,Drishti_GS,37,11,0.9825109247799851,0.9732473724084028,0.07139118518389513,0.11032799473453268
R2,Drishti_GS,38,11,0.9817651609990986,0.9708103603786893,0.07451762394166091,0.12076822916666667
R2,Drishti_GS,39,11,0.9831128731096039,0.9769486899750439,0.0688699376126817,0.09461386573058359
R2,Drishti_GS,40,11,0.9822343182351642,0.9780945946893226,0.0724936267057519,0.08978241363840288
R2,Drishti_GS,41,11,0.9813536310331298,0.9635533715332918,0.07638732764153146,0.1523366606170599
R2,Drishti_GS,42,11,0.9826612744557292,0.9771205357142857,0.07073482680267479,0.09388864241348713
R2,Drishti_GS,43,11,0.9831331947681534,0.9772021505800241,0.06879050934619661,0.09354431768319438
R2,Drishti_GS,44,11,0.9831548933406552,0.9739163836431696,0.06873601076383233,0.10747532525796322
R2,Drishti_GS,45,11,0.9827949952965264,0.9768707487318251,0.07015518108022775,0.0949435763888889
R2,Drishti_GS,46,11,0.9826168125394663,0.9759231779595671,0.0709202876060596,0.09895132346343652
R2,Drishti_GS,47,11,0.9829122633943922,0.9750508644354481,0.06970879472781977,0.102650842945874
R2,Drishti_GS,48,11,0.9827423683106399,0.9763669903474091,0.0703983955059815,0.09707267833109018
R2,Drishti_GS,49,11,0.9826320174309567,0.9734025361163487,0.07089494855425232,0.10966614906832298
R2,Drishti_GS,50,11,0.9829078329854675,0.9747896101375333,0.06972625381125334,0.10375998225377107
R2,Drishti_GS,51,11,0.9827827916539879,0.9762151357655834,0.07021834420983365,0.09771517302573203
R2,Drishti_GS,52,11,0.9830995708961734,0.9708849181727183,0.06900772664946743,0.12044756472136903
R2,Drishti_GS,53,11,0.9830806554636881,0.975572465406292,0.06898916960755481,0.10043741588156124
R2,Drishti_GS,54,11,0.9830453734700613,0.9739549410034555,0.0691552195672006,0.10731132075471699
R2,Drishti_GS,55,11,0.9830061435781204,0.9754242109516787,0.06931535160842275,0.10106624319419237
R2,Drishti_GS,56,11,0.9808378094280639,0.9550074527138158,0.07872596131338516,0.19056261343012704
R2,Drishti_GS,57,11,0.9830136728374935,0.9744631534951211,0.06930804674240984,0.10514804845222073
R2,Drishti_GS,58,11,0.9828917337257663,0.9744699743858141,0.06980253880069186,0.105118677905945
R2,Drishti_GS,59,11,0.9828834121780191,0.9786280003907964,0.06979359263443888,0.08753839403247038
R2,Drishti_GS,60,11,0.9828756993078894,0.9768645741762138,0.06981373468454634,0.09496937386569873
R2,Drishti_GS,61,11,0.9829388580300215,0.9756391198632985,0.06956996864256959,0.10015527950310558
R2,Drishti_GS,62,11,0.9819289039749702,0.971398197411956,0.07390313850821317,0.11824248541947062
R2,Drishti_GS,63,11,0.9832731046564736,0.9726259443495009,0.06823846845462499,0.11298285590277778
R2,Drishti_GS,64,11,0.9828274655577668,0.9772931007294866,0.07003533379445114,0.09316037735849056
R2,Drishti_GS,65,11,0.9826991839486275,0.9750107995808098,0.07058698579592658,0.10282077164647824
R2,Drishti_GS,66,11,0.9830696288498957,0.974946341053405,0.06905763407550729,0.10309449866903284
R2,Drishti_GS,67,11,0.9833771414800629,0.9767449756757515,0.06777143765256771,0.09547442799461642
R2,Drishti_GS,68,11,0.9829832373666509,0.9748288199450976,0.06941329990234281,0.10359361135758652
R2,Drishti_GS,69,11,0.9816665850264298,0.9695384723088702,0.07499318144963361,0.12624773139745918
R2,Drishti_GS,70,11,0.9827288002813099,0.9744113763032387,0.07046636103542837,0.10536823425022183
R2,Drishti_GS,71,11,0.9823107299178702,0.9752207013919698,0.07219519696525067,0.1019299023957409
R2,Drishti_GS,72,11,0.9806776068590992,0.9541857489224138,0.07943506919344454,0.19430580762250454
R2,Drishti_GS,73,11,0.9822211668215868,0.9747763078139179,0.07259284345227877,0.10381692377495463
R2,Drishti_GS,74,11,0.9829399475115935,0.9709934075532387,0.06962800464303234,0.11998114463176575
R2,Drishti_GS,75,11,0.9831457816472476,0.971457014601559,0.06875874515798731,0.11799013010318528
R2,Drishti_GS,76,11,0.9828511965626536,0.9777647896794588,0.06991070366556335,0.0911712511091393
R2,Drishti_GS,77,11,0.9829087136135715,0.9782191685267857,0.06967855272365514,0.08925798580301686
R2,Drishti_GS,78,11,0.9818318066897416,0.9710627661810981,0.07426891253821673,0.11968315972222222
R2,Drishti_GS,79,11,0.9826630919712759,0.9754583501878565,0.07073343311522341,0.10092145677928917
R2,Drishti_GS,80,11,0.982566316365816,0.9748768691380539,0.07113341984696742,0.10338964458095656
R2,Drishti_GS,81,11,0.9834534851937863,0.9746346762491588,0.06748236260513038,0.104419021982952
R2,Drishti_GS,82,11,0.9830694476058901,0.9753382225002772,0.069068174388942,0.10143078970718722
R2,Drishti_GS,83,11,0.9819564885552766,0.9710594772643489,0.07377356814980562,0.11969714156079855
R2,Drishti_GS,84,11,0.98191860948277,0.966820270907276,0.07396937680235757,0.1380323868677906
R2,Drishti_GS,85,11,0.9820558102046931,0.9698013333356965,0.07334936449112245,0.12511343012704174
R2,Drishti_GS,86,11,0.981746985990225,0.9717796034908122,0.07464401786785184,0.11660617059891107
R2,Drishti_GS,87,11,0.9827344729620303,0.973219339705305,0.07045272846396504,0.11044751009421265
R2,Drishti_GS,88,11,0.9825352726910913,0.9731555793173248,0.07127215838100795,0.1107198314108252
R2,Drishti_GS,89,11,0.9828354630827392,0.9714020163723124,0.0700553762002256,0.11822619569986836
R2,Drishti_GS,90,11,0.9833856723534968,0.973903240137113,0.06776739419431975,0.10753140421713774
R2,Drishti_GS,91,11,0.9825061599127518,0.9779501057549912,0.07136677656781992,0.0903905221588416
R2,Drishti_GS,92,11,0.9833922685814862,0.9734033487900965,0.06774593324750393,0.1096624046657694
R2,Drishti_GS,93,11,0.9831543336073146,0.9760290927125392,0.06870324850837724,0.09850269179004038
R2,Drishti_GS,94,11,0.9827124613311601,0.9765100758374001,0.07052068842926745,0.09646739130434782
R2,Drishti_GS,95,11,0.9829577317292233,0.9734559228143226,0.06955249730226627,0.10943808882907133
R2,Drishti_GS,96,11,0.9828692024763075,0.9698470446388515,0.06993047281884929,0.12491588156123823
R2,Drishti_GS,97,11,0.983005716740957,0.9734609175701531,0.06933579660868022,0.10941659272404614
R2,Drishti_GS,98,11,0.9830613852398656,0.9739099078708224,0.06910555596580577,0.10750325520833333
R2,Drishti_GS,99,11,0.9828656755124936,0.9770786340637341,0.0698745207479114,0.09406537955243528
R2,Drishti_GS,100,11,0.9829712837208205,0.9747137563439322,0.06945938006942655,0.10408254822790489
R2,Drishti_GS,101,11,0.9832375259360703,0.9703806709847466,0.06840056153452846,0.12261664423508299
R2,Drishti_GS,102,11,0.9831012939591631,0.9777028584699978,0.06890388601515186,0.09143264589732339
R2,Drishti_GS,103,11,0.9826918438620857,0.9765166830149179,0.07059713409526064,0.0964396628216504
R2,Drishti_GS,104,11,0.9830540364115256,0.9737847295241701,0.06910454270191063,0.10803611484970839
R2,Drishti_GS,105,11,0.9830538139403223,0.9757294125027127,0.0691262873735221,0.09977213541666667
R2,Drishti_GS,106,11,0.9828222909178387,0.9735650076946539,0.07009569620866733,0.10897293700088731
R2,Drishti_GS,107,11,0.982994944347012,0.9779162131904392,0.06933480816109472,0.0905334960070985
R2,Drishti_GS,108,11,0.9831370812052029,0.9769563311058119,0.06874302800614691,0.09458185448092281
R2,Drishti_GS,109,11,0.9830999082318137,0.9740334674121007,0.06892038584931756,0.10697648624667258
R2,Drishti_GS,110,11,0.9826433787636873,0.977476033454798,0.07078842583510737,0.0923888384754991
R2,Drishti_GS,111,11,0.9833875927183356,0.9770351839784827,0.06772544626059741,0.09424911268855368
R2,Drishti_GS,112,11,0.982594442927862,0.9788746617737775,0.07098969164482243,0.08650179452669358
R2,Drishti_GS,113,11,0.9828579791758557,0.9742940718237023,0.06994588750192832,0.10586734693877552
R2,Drishti_GS,114,11,0.9830483513713926,0.9756653180191421,0.06913246040074743,0.10004387889425187
R2,Drishti_GS,115,11,0.981937427549743,0.970903073355701,0.07385687173826959,0.12036934338952973
R2,Drishti_GS,116,11,0.9829316981097208,0.9727335685826906,0.06964470431140271,0.11252268602540835
R2,Drishti_GS,117,11,0.9829982437438262,0.9718202795724268,0.06938262881936318,0.11643189884649512
R2,Drishti_GS,118,11,0.9824325350531509,0.9757235946755705,0.07170700127502669,0.09979706011408512
R2,Drishti_GS,119,11,0.9830899112916498,0.9761184618733545,0.0689697970979818,0.09812417727073278
R2,Drishti_GS,120,11,0.983029979465683,0.9758635940654441,0.06920020363265582,0.09920367877972185
R2,Drishti_GS,121,11,0.9826607823419777,0.9772736037598727,0.07072561955595681,0.09324265028521281
R2,Drishti_GS,122,11,0.9828663333974618,0.9711805748114463,0.06995382905914084,0.11917701863354037
R2,Drishti_GS,123,11,0.9835579490315183,0.9787145300583221,0.06700032689814735,0.0871747420367878
R2,Drishti_GS,124,11,0.9817198845720431,0.9695647251800703,0.07478671934999091,0.12613430127041741
R2,Drishti_GS,125,11,0.9832040901001027,0.9748810274789264,0.06851313769993164,0.1033717834960071
R2,Drishti_GS,126,11,0.9829946589779976,0.9777709113226997,0.06934982264086836,0.09114583333333333
R2,Drishti_GS,127,11,0.9829772787194024,0.9728976523945716,0.06951158565258188,0.11182144459398834
R2,Drishti_GS,128,11,0.9828766391210142,0.9749842935102625,0.06983294811665365,0.10293292956482727
R2,Drishti_GS,129,11,0.982602503763509,0.975975984018484,0.07098825726490704,0.09872751206669592
R2,Drishti_GS,130,11,0.9833468040913383,0.975371041759095,0.06791150565529781,0.10129214729370009
R2,Drishti_GS,131,11,0.9829573532306891,0.9722273166684949,0.0695378268741832,0.11468845985081176
R2,Drishti_GS,132,11,0.9827615887143382,0.9760841836734694,0.07030703168942677,0.09826974267968057
R2,Drishti_GS,133,11,0.9830251029409648,0.97671021355523,0.06920583357248376,0.09562174479166667
R2,Drishti_GS,134,11,0.9819908165109905,0.9733710591892581,0.07357308836481956,0.10980036297640654
R2,Drishti_GS,135,11,0.9824921625078747,0.973061836691061,0.07146688562577076,0.11112045760430686
R2,Drishti_GS,136,11,0.9827505945369256,0.9769242750042059,0.07035934880939941,0.09471736204576044
R2,Drishti_GS,137,11,0.9832101704353202,0.9769102974919588,0.06846340892986119,0.09477595385980479
R2,Drishti_GS,138,11,0.9834261393343607,0.9735455111052573,0.06759554273459173,0.1090561224489796
R2,Drishti_GS,139,11,0.9830784467475474,0.9763790154309007,0.06898869719205912,0.09702196095829636
R2,Drishti_GS,140,11,0.9817876937731088,0.968908403400068,0.07448028028120267,0.12897005444646098
R2,Drishti_GS,141,11,0.9826490310393563,0.9717216809730145,0.07084270184582274,0.11685498025449759
R2,Drishti_GS,142,11,0.9825307547677262,0.9757175394784272,0.07128172187460159,0.09982253771073647
R2,Drishti_GS,143,11,0.9827174919791054,0.9729126862735368,0.0705334655801915,0.1117570326678766
R2,Drishti_GS,144,11,0.9829791109981159,0.9767345446879113,0.06940339718045972,0.09551886792452831
R2,Drishti_GS,145,11,0.9827453013992004,0.9774025890954464,0.07038213990669212,0.09269851951547779
R2,Drishti_GS,146,11,0.9820496332741189,0.9708103603786893,0.07334513403188823,0.12076822916666667
R2,Drishti_GS,147,11,0.9829663709245211,0.9779746601965568,0.06944738307467231,0.09028712427097353
R2,Drishti_GS,148,11,0.9834793387313546,0.9776924356699201,0.06733953232079425,0.091476264418811
R2,Drishti_GS,149,11,0.9830822455305213,0.972895949735193,0.06902664566101745,0.11182897071872228
R2,Drishti_GS,150,11,0.9819784152741383,0.9758456969217899,0.0735939774530081,0.09927971869328493
R2,Drishti_GS,151,11,0.982869329820872,0.9732780110381692,0.0699176237539355,0.11019736842105263
R2,Drishti_GS,152,11,0.9827534975581234,0.9745221819196429,0.07036188630588627,0.10489685004436557
R2,Drishti_GS,153,11,0.9831771414849986,0.9763842419921018,0.06859530217431233,0.09699978060552875
R2,Drishti_GS,154,11,0.9827871261141697,0.9716448714828324,0.07024342978735997,0.11718407196138657
R2,Drishti_GS,155,11,0.9829496229710418,0.9735910031471828,0.06956180699548613,0.10886202307009761
R2,Drishti_GS,156,11,0.9827494694429002,0.9771566219421896,0.070346953806941,0.09373628784554629
R2,Drishti_GS,157,11,0.9831627444994915,0.975606300604481,0.06866735311227795,0.10029392191659273
R2,Drishti_GS,158,11,0.9826980787591363,0.9725828654245178,0.07059686525933882,0.11316733961417676
R2,Drishti_GS,159,11,0.9826112472473659,0.9706902355881211,0.07099306335879585,0.12128438331854481
R2,Drishti_GS,160,11,0.9830528051640474,0.9748810274789264,0.0691309535404438,0.1033717834960071
R2,Drishti_GS,161,11,0.9828405038089018,0.973929123587648,0.07002973802317021,0.10742101799034665
R2,Drishti_GS,162,11,0.9820967590453286,0.9711188508464723,0.07318428702316199,0.11944192377495463
R2,Drishti_GS,163,11,0.9830253890050001,0.9773766992360803,0.06921795362157336,0.09280723158828749
R2,Drishti_GS,164,11,0.9830845273247277,0.9773320946687144,0.06899782630940049,0.09299583150504608
R2,Drishti_GS,165,11,0.9828797904678791,0.9739163836431696,0.06985457003792604,0.10747532525796322
R2,Drishti_GS,166,11,0.9822552155432195,0.973830841324585,0.07246263992641878,0.10783983849259758
R2,Drishti_GS,167,11,0.9825442743436926,0.9778996573554145,0.07119882432805417,0.0906032986111111
R2,Drishti_GS,168,11,0.983143099330868,0.9765166830149179,0.06877404643499839,0.0964396628216504
R2,Drishti_GS,169,11,0.9830035761008914,0.9745547845496895,0.06933665843390173,0.10475820763087844
R2,Drishti_GS,170,11,0.9823236539438881,0.9679876833545918,0.07226505629013345,0.1329580745341615
R2,Drishti_GS,171,11,0.9808662278969219,0.9529695510864258,0.07870960414959127,0.19986979166666666
R2,Drishti_GS,172,11,0.9820456527589937,0.9731319032866379,0.07332089022507503,0.11082123411978222
R2,Drishti_GS,173,11,0.9831459513215488,0.9695512015098159,0.06879390374854155,0.12619232475598935
R2,Drishti_GS,174,11,0.9828836006340549,0.9747495010846756,0.06981045397045214,0.10393035390199637
R2,Drishti_GS,175,11,0.9829990062537458,0.9731361910423136,0.06937900784088082,0.11080301685891748
R2,Drishti_GS,176,11,0.9823892054066635,0.9731767762382075,0.07191593683635476,0.11062966213251427
R2,Drishti_GS,177,11,0.981927301760715,0.9689346562712682,0.07387955840595865,0.12885662431941924
R2,Drishti_GS,178,11,0.98203735725597,0.9710627661810981,0.07339000176676802,0.11968315972222222
R2,Drishti_GS,179,11,0.9830905040825108,0.9708849181727183,0.06901144805017267,0.12044756472136903
R2,Drishti_GS,180,11,0.9824852308538735,0.9733836335310116,0.07150714566903514,0.10974652310453117
R2,Drishti_GS,181,11,0.9831123591347398,0.9737926845330523,0.0688980349674273,0.10800244010647737
R2,Drishti_GS,182,11,0.9829834206806113,0.9716263968223159,0.06950038678594732,0.11726375332741792
R2,Drishti_GS,183,11,0.9832013358162658,0.9729738277783939,0.06858317884908335,0.11149622892635315
R2,Drishti_GS,184,11,0.9830503237012064,0.9763272312415882,0.069135251107226,0.09724091520861373
R2,Drishti_GS,185,11,0.9832611127529165,0.9739748693295253,0.06831821497459482,0.10722604259094942
R2,Drishti_GS,186,11,0.9830701598446571,0.9745817736372813,0.06903954415238273,0.10464333781965007
R2,Drishti_GS,187,11,0.9809355746627485,0.9529695510864258,0.07843319558960826,0.19986979166666666
R2,Drishti_GS,188,11,0.9824198596137174,0.9755374060736762,0.07173701816032883,0.1005859375
R2,Drishti_GS,189,11,0.9827542079406548,0.9760821048536339,0.07035581594830895,0.09827837595334231
R2,Drishti_GS,190,11,0.9828610810487473,0.9766347456951531,0.0699128765073979,0.09594055013309671
R2,Drishti_GS,191,11,0.9829915927026083,0.9694906705929136,0.06942588477887332,0.12645348837209303
R2,Drishti_GS,192,11,0.9826608030873523,0.9748060894739794,0.07074807776748084,0.10368999551368327
R2,Drishti_GS,193,11,0.9826016528149409,0.9765690697564019,0.07096433154641504,0.0962185329861111
R2,Drishti_GS,194,11,0.9829058864019536,0.9749230801950998,0.06973733762890778,0.10319305807622504
R2,Drishti_GS,195,11,0.9828462864706246,0.9765176773071289,0.0699595694873021,0.096435546875
R2,Drishti_GS,196,11,0.9813632714050491,0.9636010064019097,0.076359820811449,0.1521267361111111
R2,Drishti_GS,197,11,0.9831632716202112,0.9781976744186046,0.06864336100548728,0.08934839842035981
R2,Drishti_GS,198,11,0.9832861001053655,0.97325956112744,0.06817992955365927,0.11027617568766637
R2,Drishti_GS,199,11,0.9829390423959329,0.9741572707547693,0.06959098522498641,0.10644964507542147
R2,RIM_ONE_r3,0,16,0.9946021435889993,0.9932730098521829,0.021712914277303146,0.027095217200526548
R2,RIM_ONE_r3,1,16,0.9944147661089374,0.9933288086804015,0.022471258178580308,0.026868899733806566
R2,RIM_ONE_r3,2,16,0.9945093308352698,0.9935033840146927,0.022087899538815826,0.026160834454912518
R2,RIM_ONE_r3,3,16,0.9944709397896813,0.9936639333892524,0.022242553549085282,0.025510204081632654
R2,RIM_ONE_r3,4,16,0.9945029780592473,0.9935298984957767,0.022113374751538534,0.026053093462044756
R2,RIM_ONE_r3,5,16,0.9945309284510754,0.9936160584308452,0.022000365265524523,0.02570430346051464
R2,RIM_ONE_r3,6,16,0.9944278932395986,0.9938487177309783,0.022416670610581717,0.02476153504880213
R2,RIM_ONE_r3,7,16,0.9946323296760574,0.9934014541739798,0.02159109509104335,0.02657415533128565
R2,RIM_ONE_r3,8,16,0.9944505243822751,0.9938010730962644,0.02232549907605177,0.0249546279491833
R2,RIM_ONE_r3,9,16,0.9945640666664054,0.9935298984957767,0.021866345778866116,0.026053093462044756
R2,RIM_ONE_r3,10,16,0.994590332886761,0.9933789571126302,0.02175985665053783,0.026665581597222224
R2,RIM_ONE_r3,11,16,0.9944826236351614,0.9936707571955412,0.022195650335440877,0.025482475598935225
R2,RIM_ONE_r3,12,16,0.9943987185869507,0.993643461970386,0.02253531871406237,0.025593389529724935
R2,RIM_ONE_r3,13,16,0.9944688187440143,0.9937396516084357,0.022251908799087047,0.025202939885914873
R2,RIM_ONE_r3,14,16,0.9944851284288821,0.9933927595053835,0.022186211428942768,0.026609466128308657
R2,RIM_ONE_r3,15,16,0.9945849095331479,0.9937178422218483,0.02178170589912812,0.025291610587707493
R2,RIM_ONE_r3,16,16,0.9945396514024298,0.9935795068206034,0.021965653470205116,0.02585240017945267
R2,RIM_ONE_r3,17,16,0.9944947724142303,0.9933903312513864,0.022146933230606295,0.026619343389529725
R2,RIM_ONE_r3,18,16,0.9944810216054728,0.9938075582644743,0.0222020086042971,0.02492790594498669
R2,RIM_ONE_r3,19,16,0.9944743431686746,0.9933014051408607,0.02222932023487676,0.026979813664596272
R2,RIM_ONE_r3,20,16,0.9944916959425352,0.9932331670779725,0.022160342968650593,0.02725709849157054
R2,RIM_ONE_r3,21,16,0.9945282104266948,0.9935841043563515,0.022011229802214708,0.02583369899078543
R2,RIM_ONE_r3,22,16,0.9945158082188515,0.9934450300160825,0.022061592081785663,0.026397515527950312
R2,RIM_ONE_r3,23,16,0.9945476786572008,0.9936160584308452,0.02193294636162367,0.02570430346051464
R2,RIM_ONE_r3,24,16,0.9944224663453737,0.9934284499780606,0.02243942568802431,0.02646445809565599
R2,RIM_ONE_r3,25,16,0.99475496581913,0.9934382062097937,0.02109515028550546,0.026425244010647737
R2,RIM_ONE_r3,26,16,0.9946147677746772,0.9935704993281045,0.021662131049068455,0.025888547608600262
R2,RIM_ONE_r3,27,16,0.9945762056948039,0.993465953403049,0.02181722621142936,0.026312934027777776
R2,RIM_ONE_r3,28,16,0.9945628124105169,0.9935976022583919,0.02187196160549216,0.0257788503729706
R2,RIM_ONE_r3,29,16,0.9945453854864137,0.993622882237134,0.021942060635754636,0.025676574977817213
R2,RIM_ONE_r3,30,16,0.9944690351245021,0.9936934577094184,0.022250541342658223,0.025390625
R2,RIM_ONE_r3,31,16,0.9946355225476596,0.9932822445252916,0.021577288283558163,0.0270580978017048
R2,RIM_ONE_r3,32,16,0.994597306238806,0.9938700878336698,0.0217320730494895,0.024674742036787798
R2,RIM_ONE_r3,33,16,0.9944256606519003,0.9938965926893856,0.022426203404096345,0.024567435669920142
R2,RIM_ONE_r3,34,16,0.9944388339005414,0.9934450300160825,0.02237369000550389,0.026397515527950312
R2,RIM_ONE_r3,35,16,0.9944711615829696,0.9935367545730035,0.022242244172603075,0.02602566915313734
R2,RIM_ONE_r3,36,16,0.9946012986007957,0.9937186321539485,0.021715404310211153,0.025288376220053237
R2,RIM_ONE_r3,37,16,0.9944719215046961,0.9934177347909272,0.022239103464007516,0.026508429458740018
R2,RIM_ONE_r3,38,16,0.9943854847291218,0.9930749057172499,0.022589499674125584,0.027899282189322566
R2,RIM_ONE_r3,39,16,0.9945426733578994,0.9936901313299125,0.021952618604077337,0.025403768506056527
R2,RIM_ONE_r3,40,16,0.9944234166965146,0.9933029455473307,0.02243595109125786,0.026973979362943025
R2,RIM_ONE_r3,41,16,0.9944982665375037,0.9935102843553724,0.022132546126084007,0.02613279497532526
R2,RIM_ONE_r3,42,16,0.9944816929385389,0.9934618724413975,0.022199688496989584,0.02632907133243607
R2,RIM_ONE_r3,43,16,0.9946746966283925,0.9938077657091184,0.021418311655868407,0.02492709735307313
R2,RIM_ONE_r3,44,16,0.9944329026115192,0.9935631726052064,0.02239721937382669,0.025918784029038112
R2,RIM_ONE_r3,45,16,0.9944658749847478,0.9938499602994555,0.022263065316293906,0.024756125226860253
R2,RIM_ONE_r3,46,16,0.9944549074448771,0.993665306021007,0.02230853961409943,0.025504607283896447
R2,RIM_ONE_r3,47,16,0.994511336576344,0.9925706079816438,0.02208161428138955,0.02994676131322094
R2,RIM_ONE_r3,48,16,0.9945674214033122,0.9933236465693697,0.021854333698866066,0.026889860924181247
R2,RIM_ONE_r3,49,16,0.9945696430387523,0.993937643841504,0.021843909473246773,0.024401064773735583
R2,RIM_ONE_r3,50,16,0.9945159674377565,0.9936639333892524,0.02206119331611793,0.025510204081632654
R2,RIM_ONE_r3,51,16,0.9945099039684164,0.9932662609011628,0.022085897059683827,0.027122641509433963
R2,RIM_ONE_r3,52,16,0.9945098764300714,0.9930622469775954,0.022085866954796935,0.027950310559006212
R2,RIM_ONE_r3,53,16,0.9944555584449243,0.9934149520760202,0.02230559836453093,0.02651930671347082
R2,RIM_ONE_r3,54,16,0.9945150403125526,0.9934353060552874,0.022064421547006812,0.026437033786748575
R2,RIM_ONE_r3,55,16,0.9944807552557019,0.9931101219360027,0.02220418418864234,0.027756211180124224
R2,RIM_ONE_r3,56,16,0.994429622673372,0.9933598260345277,0.022410530298142703,0.026743146603098927
R2,RIM_ONE_r3,57,16,0.9944748396619884,0.9933424562929791,0.022227201325794744,0.026813442768411713
R2,RIM_ONE_r3,58,16,0.9945916856738729,0.9936639333892524,0.021754617958055212,0.025510204081632654
R2,RIM_ONE_r3,59,16,0.994484891791901,0.9932134666373639,0.02218717893476358,0.02733666061705989
R2,RIM_ONE_r3,60,16,0.9944802779535543,0.9934549721007178,0.022205094124003465,0.02635711081202333
R2,RIM_ONE_r3,61,16,0.9945281955837821,0.9935165077199429,0.022011615347525385,0.026107942079859586
R2,RIM_ONE_r3,62,16,0.9943894570588119,0.9933203596355309,0.02257344536045515,0.02690324703817464
R2,RIM_ONE_r3,63,16,0.9946446148524618,0.9937323880809117,0.021540871161304775,0.025232919254658384
R2,RIM_ONE_r3,64,16,0.9944449248632943,0.9928607882089184,0.0223488727746486,0.028768100043878895
R2,RIM_ONE_r3,65,16,0.994517262314215,0.9933744583698991,0.022055637550974207,0.026683852566915314
R2,RIM_ONE_r3,66,16,0.9944433220937687,0.9935165077199429,0.022354848267551203,0.026107942079859586
R2,RIM_ONE_r3,67,16,0.9945556404502031,0.9938281379977263,0.02190016851143217,0.024844720496894408
R2,RIM_ONE_r3,68,16,0.9944661431589247,0.9937118083476597,0.022262596631763006,0.025316104702750666
