row_type,level,key,policy,cases,foreground_dice,rim_dice,cup_dice,mean_iou
metric,seed,1,C8,18,0.8462407919930648,0.8816804027855368,0.8108011812005925,0.8331138445340357
metric,seed,2,C0,17,0.6985045484660835,0.696788179751484,0.7002209171806832,0.7093376504611683
metric,seed,2,C1,17,0.8769873822926809,0.8755484900479494,0.8784262745374124,0.8542769356488401
metric,seed,2,C2,17,0.8718336895181159,0.8770088603634806,0.8666585186727508,0.8493081508200189
metric,seed,2,C3,17,0.8554510924611806,0.847121633802205,0.8637805511201563,0.8330249946511105
metric,seed,2,C4,17,0.7677025997888984,0.7528116233051693,0.7825935762726276,0.7635648334954787
metric,seed,2,C5,17,0.6985045484660835,0.696788179751484,0.7002209171806832,0.7093376504611683
metric,seed,2,C6,17,0.6985045484660835,0.696788179751484,0.7002209171806832,0.7093376504611683
metric,seed,2,C7,17,0.8769873822926809,0.8755484900479494,0.8784262745374124,0.8542769356488401
metric,seed,2,C8,17,0.8769873822926809,0.8755484900479494,0.8784262745374124,0.8542769356488401
metric,domain,Drishti_GS,C0,8,0.9026733524907611,0.8761536148103666,0.9291930901711556,0.8799976958010705
metric,domain,Drishti_GS,C1,8,0.8260965335283786,0.7770455146078148,0.8751475524489424,0.818468851562096
metric,domain,Drishti_GS,C2,8,0.8360727719804668,0.799164444729661,0.8729810992312728,0.8176673652777574
metric,domain,Drishti_GS,C3,8,0.9026733524907611,0.8761536148103666,0.9291930901711556,0.8799976958010705
metric,domain,Drishti_GS,C4,8,0.9026733524907611,0.8761536148103666,0.9291930901711556,0.8799976958010705
metric,domain,Drishti_GS,C5,8,0.9026733524907611,0.8761536148103666,0.9291930901711556,0.8799976958010705
metric,domain,Drishti_GS,C6,8,0.9026733524907611,0.8761536148103666,0.9291930901711556,0.8799976958010705
metric,domain,Drishti_GS,C7,8,0.9026733524907611,0.8761536148103666,0.9291930901711556,0.8799976958010705
metric,domain,Drishti_GS,C8,8,0.9026733524907611,0.8761536148103666,0.9291930901711556,0.8799976958010705
metric,domain,REFUGE,C0,28,0.5308425043830299,0.5132238430836272,0.5484611656824326,0.5743592827663617
metric,domain,REFUGE,C1,28,0.8707675944692252,0.8841889880000872,0.8573462009383633,0.8475516204899041
metric,domain,REFUGE,C2,28,0.8676590676194403,0.8840387500108066,0.8512793852280741,0.8444877000538588
metric,domain,REFUGE,C3,28,0.8707675944692252,0.8841889880000872,0.8573462009383633,0.8475516204899041
metric,domain,REFUGE,C4,28,0.8707675944692252,0.8841889880000872,0.8573462009383633,0.8475516204899041
metric,domain,REFUGE,C5,28,0.5472974976776381,0.531382792166061,0.5632122031892153,0.5872824093649046
metric,domain,REFUGE,C6,28,0.5308425043830299,0.5132238430836272,0.5484611656824326,0.5743592827663617
metric,domain,REFUGE,C7,28,0.8707675944692252,0.8841889880000872,0.8573462009383633,0.8475516204899041
metric,domain,REFUGE,C8,28,0.8707675944692252,0.8841889880000872,0.8573462009383633,0.8475516204899041
metric,domain,RIM_ONE_r3,C0,13,0.37218898878138357,0.3384788348775385,0.4058991426852287,0.4803812086444698
metric,domain,RIM_ONE_r3,C1,13,0.7720676534018519,0.878999506588241,0.6651358002154626,0.7790086880076651
metric,domain,RIM_ONE_r3,C2,13,0.7662098077716352,0.8654327415923553,0.6669868739509148,0.7693949664483464
metric,domain,RIM_ONE_r3,C3,13,0.6835104412730656,0.772203231488532,0.594817651057599,0.7100058641030054
metric,domain,RIM_ONE_r3,C4,13,0.37218898878138357,0.3384788348775385,0.4058991426852287,0.4803812086444698
metric,domain,RIM_ONE_r3,C5,13,0.4179768787060478,0.4285447005397896,0.40740905687230594,0.5098010105449555
metric,domain,RIM_ONE_r3,C6,13,0.37218898878138357,0.3384788348775385,0.4058991426852287,0.4803812086444698
metric,domain,RIM_ONE_r3,C7,13,0.7720676534018519,0.878999506588241,0.6651358002154626,0.7790086880076651
metric,domain,RIM_ONE_r3,C8,13,0.778322453629465,0.8772988415485944,0.6793460657103355,0.7807818172958808
metric,seed_domain,0:Drishti_GS,C0,2,0.9050202978581594,0.8821946714953889,0.9278459242209298,0.8826805005840908
metric,seed_domain,0:Drishti_GS,C1,2,0.9050202978581594,0.8821946714953889,0.9278459242209298,0.8826805005840908
metric,seed_domain,0:Drishti_GS,C2,2,0.882486893605466,0.861374653482549,0.9035991337283829,0.8580934687189018
metric,seed_domain,0:Drishti_GS,C3,2,0.9050202978581594,0.8821946714953889,0.9278459242209298,0.8826805005840908
metric,seed_domain,0:Drishti_GS,C4,2,0.9050202978581594,0.8821946714953889,0.9278459242209298,0.8826805005840908
metric,seed_domain,0:Drishti_GS,C5,2,0.9050202978581594,0.8821946714953889,0.9278459242209298,0.8826805005840908
metric,seed_domain,0:Drishti_GS,C6,2,0.9050202978581594,0.8821946714953889,0.9278459242209298,0.8826805005840908
metric,seed_domain,0:Drishti_GS,C7,2,0.9050202978581594,0.8821946714953889,0.9278459242209298,0.8826805005840908
metric,seed_domain,0:Drishti_GS,C8,2,0.9050202978581594,0.8821946714953889,0.9278459242209298,0.8826805005840908
metric,seed_domain,0:REFUGE,C0,7,0.5543373017856789,0.5134654381664105,0.5952091654049472,0.5783558814728755
metric,seed_domain,0:REFUGE,C1,7,0.8526509984303335,0.8738056961029823,0.8314963007576847,0.8290100515482907
metric,seed_domain,0:REFUGE,C2,7,0.8516199498662483,0.8742909922325927,0.8289489074999042,0.8281539096170931
metric,seed_domain,0:REFUGE,C3,7,0.8526509984303335,0.8738056961029823,0.8314963007576847,0.8290100515482907
metric,seed_domain,0:REFUGE,C4,7,0.8526509984303335,0.8738056961029823,0.8314963007576847,0.8290100515482907
metric,seed_domain,0:REFUGE,C5,7,0.5543373017856789,0.5134654381664105,0.5952091654049472,0.5783558814728755
metric,seed_domain,0:REFUGE,C6,7,0.5543373017856789,0.5134654381664105,0.5952091654049472,0.5783558814728755
metric,seed_domain,0:REFUGE,C7,7,0.8526509984303335,0.8738056961029823,0.8314963007576847,0.8290100515482907
metric,seed_domain,0:REFUGE,C8,7,0.8526509984303335,0.8738056961029823,0.8314963007576847,0.8290100515482907
metric,seed_domain,0:RIM_ONE_r3,C0,5,0.3379788192832036,0.3272763011599359,0.34868133740647134,0.4533784453581175
metric,seed_domain,0:RIM_ONE_r3,C1,5,0.727934382622624,0.8852372869783144,0.5706314782669336,0.7511305080795572
metric,seed_domain,0:RIM_ONE_r3,C2,5,0.7351690211784625,0.8763610291116258,0.5939770132452991,0.7514182133316798
metric,seed_domain,0:RIM_ONE_r3,C3,5,0.727934382622624,0.8852372869783144,0.5706314782669336,0.7511305080795572
metric,seed_domain,0:RIM_ONE_r3,C4,5,0.3379788192832036,0.3272763011599359,0.34868133740647134,0.4533784453581175
metric,seed_domain,0:RIM_ONE_r3,C5,5,0.3379788192832036,0.3272763011599359,0.34868133740647134,0.4533784453581175
metric,seed_domain,0:RIM_ONE_r3,C6,5,0.3379788192832036,0.3272763011599359,0.34868133740647134,0.4533784453581175
metric,seed_domain,0:RIM_ONE_r3,C7,5,0.727934382622624,0.8852372869783144,0.5706314782669336,0.7511305080795572
metric,seed_domain,0:RIM_ONE_r3,C8,5,0.727934382622624,0.8852372869783144,0.5706314782669336,0.7511305080795572
metric,seed_domain,1:Drishti_GS,C0,2,0.9024127080257451,0.8771795815696342,0.9276458344818561,0.878371184646474
metric,seed_domain,1:Drishti_GS,C1,2,0.6726822511385979,0.5798552809619785,0.7655092213152173,0.6937846519295507
metric,seed_domain,1:Drishti_GS,C2,2,0.7270485172029635,0.661603837710206,0.7924931966957209,0.7181657596486395
metric,seed_domain,1:Drishti_GS,C3,2,0.9024127080257451,0.8771795815696342,0.9276458344818561,0.878371184646474
metric,seed_domain,1:Drishti_GS,C4,2,0.9024127080257451,0.8771795815696342,0.9276458344818561,0.878371184646474
metric,seed_domain,1:Drishti_GS,C5,2,0.9024127080257451,0.8771795815696342,0.9276458344818561,0.878371184646474
metric,seed_domain,1:Drishti_GS,C6,2,0.9024127080257451,0.8771795815696342,0.9276458344818561,0.878371184646474
metric,seed_domain,1:Drishti_GS,C7,2,0.9024127080257451,0.8771795815696342,0.9276458344818561,0.878371184646474
metric,seed_domain,1:Drishti_GS,C8,2,0.9024127080257451,0.8771795815696342,0.9276458344818561,0.878371184646474
metric,seed_domain,1:REFUGE,C0,11,0.3922128752042067,0.33777804250287163,0.4466477079055418,0.47740571599472664
metric,seed_domain,1:REFUGE,C1,11,0.9060802948496935,0.9222628886546235,0.8898977010447634,0.8836470099870077
metric,seed_domain,1:REFUGE,C2,11,0.9020391543861294,0.9197608136795119,0.8843174950927467,0.8792776429443362
metric,seed_domain,1:REFUGE,C3,11,0.9060802948496935,0.9222628886546235,0.8898977010447634,0.8836470099870077
metric,seed_domain,1:REFUGE,C4,11,0.9060802948496935,0.9222628886546235,0.8898977010447634,0.8836470099870077
metric,seed_domain,1:REFUGE,C5,11,0.4415778550880315,0.3922548897501729,0.4909008204258898,0.5161750957903556
metric,seed_domain,1:REFUGE,C6,11,0.3922128752042067,0.33777804250287163,0.4466477079055418,0.47740571599472664
metric,seed_domain,1:REFUGE,C7,11,0.9060802948496935,0.9222628886546235,0.8898977010447634,0.8836470099870077
metric,seed_domain,1:REFUGE,C8,11,0.9060802948496935,0.9222628886546235,0.8898977010447634,0.8836470099870077
metric,seed_domain,1:RIM_ONE_r3,C0,5,0.22963888941027938,0.1553103041659041,0.30396747465465473,0.40600988219591666
metric,seed_domain,1:RIM_ONE_r3,C1,5,0.7114649724209162,0.8507007332512927,0.5722292115905396,0.7320039511039785
metric,seed_domain,1:RIM_ONE_r3,C2,5,0.6959603373210098,0.8214899016915409,0.5704307729504788,0.7116166486191805
metric,seed_domain,1:RIM_ONE_r3,C3,5,0.5104022055290581,0.6155924766893992,0.40521193436871716,0.5887513023831885
metric,seed_domain,1:RIM_ONE_r3,C4,5,0.22963888941027938,0.1553103041659041,0.30396747465465473,0.40600988219591666
metric,seed_domain,1:RIM_ONE_r3,C5,5,0.36700255918427205,0.4255079011526576,0.3084972172158865,0.4942692878973739
metric,seed_domain,1:RIM_ONE_r3,C6,5,0.22963888941027938,0.1553103041659041,0.30396747465465473,0.40600988219591666
metric,seed_domain,1:RIM_ONE_r3,C7,5,0.7114649724209162,0.8507007332512927,0.5722292115905396,0.7320039511039785
metric,seed_domain,1:RIM_ONE_r3,C8,5,0.7302293731037557,0.845598738132353,0.6148600080751583,0.7373233389686256
metric,seed_domain,2:Drishti_GS,C0,4,0.9005870515883787,0.8690865913660769,0.9320875118106805,0.8789414021726467
metric,seed_domain,2:Drishti_GS,C1,4,0.9005870515883787,0.8690865913660769,0.9320875118106805,0.8789414021726467
metric,seed_domain,2:Drishti_GS,C2,4,0.8986829051329711,0.874514842996228,0.9228509672697145,0.8767428674657309
metric,seed_domain,2:Drishti_GS,C3,4,0.9005870515883787,0.8690865913660769,0.9320875118106805,0.8789414021726467
metric,seed_domain,2:Drishti_GS,C4,4,0.9005870515883787,0.8690865913660769,0.9320875118106805,0.8789414021726467
metric,seed_domain,2:Drishti_GS,C5,4,0.9005870515883787,0.8690865913660769,0.9320875118106805,0.8789414021726467
metric,seed_domain,2:Drishti_GS,C6,4,0.9005870515883787,0.8690865913660769,0.9320875118106805,0.8789414021726467
metric,seed_domain,2:Drishti_GS,C7,4,0.9005870515883787,0.8690865913660769,0.9320875118106805,0.8789414021726467
metric,seed_domain,2:Drishti_GS,C8,4,0.9005870515883787,0.8690865913660769,0.9320875118106805,0.8789414021726467
metric,seed_domain,2:REFUGE,C0,10,0.645977336159204,0.6884280485815993,0.6035266237368089,0.6673162508314829
metric,seed_domain,2:REFUGE,C1,10,0.8535714901276487,0.8564983792426556,0.8506446010126419,0.829997799934414
metric,seed_domain,2:REFUGE,C2,10,0.8493180986059432,0.858064444120315,0.8405717530915713,0.826031547600147
metric,seed_domain,2:REFUGE,C3,10,0.8535714901276487,0.8564983792426556,0.8506446010126419,0.829997799934414
metric,seed_domain,2:REFUGE,C4,10,0.8535714901276487,0.8564983792426556,0.8506446010126419,0.829997799934414
metric,seed_domain,2:REFUGE,C5,10,0.645977336159204,0.6884280485815993,0.6035266237368089,0.6673162508314829
metric,seed_domain,2:REFUGE,C6,10,0.645977336159204,0.6884280485815993,0.6035266237368089,0.6673162508314829
metric,seed_domain,2:REFUGE,C7,10,0.8535714901276487,0.8564983792426556,0.8506446010126419,0.829997799934414
metric,seed_domain,2:REFUGE,C8,10,0.8535714901276487,0.8564983792426556,0.8506446010126419,0.829997799934414
metric,seed_domain,2:RIM_ONE_r3,C0,3,0.5489492576506677,0.5328498993067754,0.56504861599456,0.5817552983793752
metric,seed_domain,2:RIM_ONE_r3,C1,3,0.8768036051620153,0.9010604995351157,0.8525467107889148,0.8538916048394595
metric,seed_domain,2:RIM_ONE_r3,C2,3,0.8675000648154331,0.8984472939738991,0.8365528356569666,0.8451500373941786
metric,seed_domain,2:RIM_ONE_r3,C3,3,0.8121947356675143,0.8157799307978824,0.8086095405371463,0.7901357818462705
metric,seed_domain,2:RIM_ONE_r3,C4,3,0.5489492576506677,0.5328498993067754,0.56504861599456,0.5817552983793752
metric,seed_domain,2:RIM_ONE_r3,C5,3,0.5489492576506677,0.5328498993067754,0.56504861599456,0.5817552983793752
metric,seed_domain,2:RIM_ONE_r3,C6,3,0.5489492576506677,0.5328498993067754,0.56504861599456,0.5817552983793752
metric,seed_domain,2:RIM_ONE_r3,C7,3,0.8768036051620153,0.9010604995351157,0.8525467107889148,0.8538916048394595
metric,seed_domain,2:RIM_ONE_r3,C8,3,0.8768036051620153,0.9010604995351157,0.8525467107889148,0.8538916048394595
metric,foreground_class,rim,C0,49,,0.5142994819725782,,
metric,foreground_class,rim,C1,49,,0.8695884349077697,,
metric,foreground_class,rim,C2,49,,0.8682992495431405,,
metric,foreground_class,rim,C3,49,,0.8525122229117317,,
metric,foreground_class,rim,C4,49,,0.7312876129896361,,
metric,foreground_class,rim,C5,49,,0.5541001616593962,,
metric,foreground_class,rim,C6,49,,0.5142994819725782,,
metric,foreground_class,rim,C7,49,,0.8817241206468577,,
metric,foreground_class,rim,C8,49,,0.8812035089000271,,
metric,foreground_class,cup,C0,49,,,0.5614811970428834,
metric,foreground_class,cup,C1,49,,,0.8061795662630966,
metric,foreground_class,cup,C2,49,,,0.803084455047186,
metric,foreground_class,cup,C3,49,,,0.7930647770685837,
metric,foreground_class,cup,C4,49,,,0.7451738428542902,
metric,foreground_class,cup,C5,49,,,0.5718777878700259,
metric,foreground_class,cup,C6,49,,,0.5614811970428834,
metric,foreground_class,cup,C7,49,,,0.8127973872086738,
metric,foreground_class,cup,C8,49,,,0.8171474684826145,
metric,consensus_decile,9,C6,49,0.5378903395077308,,,
metric,utility_LCB_decile,9,C6,49,0.5378903395077308,,,
metric,support_size_bin,4,C6,23,0.5567755268033193,,,
metric,support_size_bin,9,C6,26,0.52118421228471,,,
