phase,family,candidate_id,seed,order,sequence_id,stage,domain,parent_checkpoint,status,resolved
D_REPLICATION,F4,F4__SELECTED_AFTER_C,162,2,D_REPLICATION__F4__SELECTED_AFTER_C__S162__O2,2,RIM_ONE_r3,D_REPLICATION__F4__SELECTED_AFTER_C__S162__O2__STAGE1_OWN_CHECKPOINT,PLANNED_NOT_LAUNCHED,False
D_REPLICATION,F4,F4__SELECTED_AFTER_C,163,1,D_REPLICATION__F4__SELECTED_AFTER_C__S163__O1,1,RIM_ONE_r3,COMMON_SOURCE_S163,PLANNED_NOT_LAUNCHED,False
D_REPLICATION,F4,F4__SELECTED_AFTER_C,163,1,D_REPLICATION__F4__SELECTED_AFTER_C__S163__O1,2,Drishti_GS,D_REPLICATION__F4__SELECTED_AFTER_C__S163__O1__STAGE1_OWN_CHECKPOINT,PLANNED_NOT_LAUNCHED,False
D_REPLICATION,F4,F4__SELECTED_AFTER_C,163,2,D_REPLICATION__F4__SELECTED_AFTER_C__S163__O2,1,Drishti_GS,COMMON_SOURCE_S163,PLANNED_NOT_LAUNCHED,False
D_REPLICATION,F4,F4__SELECTED_AFTER_C,163,2,D_REPLICATION__F4__SELECTED_AFTER_C__S163__O2,2,RIM_ONE_r3,D_REPLICATION__F4__SELECTED_AFTER_C__S163__O2__STAGE1_OWN_CHECKPOINT,PLANNED_NOT_LAUNCHED,False
D_REPLICATION,F4,F4__SELECTED_AFTER_C,164,1,D_REPLICATION__F4__SELECTED_AFTER_C__S164__O1,1,RIM_ONE_r3,COMMON_SOURCE_S164,PLANNED_NOT_LAUNCHED,False
D_REPLICATION,F4,F4__SELECTED_AFTER_C,164,1,D_REPLICATION__F4__SELECTED_AFTER_C__S164__O1,2,Drishti_GS,D_REPLICATION__F4__SELECTED_AFTER_C__S164__O1__STAGE1_OWN_CHECKPOINT,PLANNED_NOT_LAUNCHED,False
D_REPLICATION,F4,F4__SELECTED_AFTER_C,164,2,D_REPLICATION__F4__SELECTED_AFTER_C__S164__O2,1,Drishti_GS,COMMON_SOURCE_S164,PLANNED_NOT_LAUNCHED,False
D_REPLICATION,F4,F4__SELECTED_AFTER_C,164,2,D_REPLICATION__F4__SELECTED_AFTER_C__S164__O2,2,RIM_ONE_r3,D_REPLICATION__F4__SELECTED_AFTER_C__S164__O2__STAGE1_OWN_CHECKPOINT,PLANNED_NOT_LAUNCHED,False
D_REPLICATION,F5,F5__SELECTED_AFTER_C,162,1,D_REPLICATION__F5__SELECTED_AFTER_C__S162__O1,1,RIM_ONE_r3,COMMON_SOURCE_S162,PLANNED_NOT_LAUNCHED,False
D_REPLICATION,F5,F5__SELECTED_AFTER_C,162,1,D_REPLICATION__F5__SELECTED_AFTER_C__S162__O1,2,Drishti_GS,D_REPLICATION__F5__SELECTED_AFTER_C__S162__O1__STAGE1_OWN_CHECKPOINT,PLANNED_NOT_LAUNCHED,False
D_REPLICATION,F5,F5__SELECTED_AFTER_C,162,2,D_REPLICATION__F5__SELECTED_AFTER_C__S162__O2,1,Drishti_GS,COMMON_SOURCE_S162,PLANNED_NOT_LAUNCHED,False
D_REPLICATION,F5,F5__SELECTED_AFTER_C,162,2,D_REPLICATION__F5__SELECTED_AFTER_C__S162__O2,2,RIM_ONE_r3,D_REPLICATION__F5__SELECTED_AFTER_C__S162__O2__STAGE1_OWN_CHECKPOINT,PLANNED_NOT_LAUNCHED,False
D_REPLICATION,F5,F5__SELECTED_AFTER_C,163,1,D_REPLICATION__F5__SELECTED_AFTER_C__S163__O1,1,RIM_ONE_r3,COMMON_SOURCE_S163,PLANNED_NOT_LAUNCHED,False
D_REPLICATION,F5,F5__SELECTED_AFTER_C,163,1,D_REPLICATION__F5__SELECTED_AFTER_C__S163__O1,2,Drishti_GS,D_REPLICATION__F5__SELECTED_AFTER_C__S163__O1__STAGE1_OWN_CHECKPOINT,PLANNED_NOT_LAUNCHED,False
D_REPLICATION,F5,F5__SELECTED_AFTER_C,163,2,D_REPLICATION__F5__SELECTED_AFTER_C__S163__O2,1,Drishti_GS,COMMON_SOURCE_S163,PLANNED_NOT_LAUNCHED,False
D_REPLICATION,F5,F5__SELECTED_AFTER_C,163,2,D_REPLICATION__F5__SELECTED_AFTER_C__S163__O2,2,RIM_ONE_r3,D_REPLICATION__F5__SELECTED_AFTER_C__S163__O2__STAGE1_OWN_CHECKPOINT,PLANNED_NOT_LAUNCHED,False
D_REPLICATION,F5,F5__SELECTED_AFTER_C,164,1,D_REPLICATION__F5__SELECTED_AFTER_C__S164__O1,1,RIM_ONE_r3,COMMON_SOURCE_S164,PLANNED_NOT_LAUNCHED,False
D_REPLICATION,F5,F5__SELECTED_AFTER_C,164,1,D_REPLICATION__F5__SELECTED_AFTER_C__S164__O1,2,Drishti_GS,D_REPLICATION__F5__SELECTED_AFTER_C__S164__O1__STAGE1_OWN_CHECKPOINT,PLANNED_NOT_LAUNCHED,False
D_REPLICATION,F5,F5__SELECTED_AFTER_C,164,2,D_REPLICATION__F5__SELECTED_AFTER_C__S164__O2,1,Drishti_GS,COMMON_SOURCE_S164,PLANNED_NOT_LAUNCHED,False
D_REPLICATION,F5,F5__SELECTED_AFTER_C,164,2,D_REPLICATION__F5__SELECTED_AFTER_C__S164__O2,2,RIM_ONE_r3,D_REPLICATION__F5__SELECTED_AFTER_C__S164__O2__STAGE1_OWN_CHECKPOINT,PLANNED_NOT_LAUNCHED,False
D_REPLICATION,BASELINE,B0_PARENT_LCTX__SELECTED_AFTER_C,162,1,D_REPLICATION__B0_PARENT_LCTX__SELECTED_AFTER_C__S162__O1,1,RIM_ONE_r3,COMMON_SOURCE_S162,PLANNED_NOT_LAUNCHED,False
D_REPLICATION,BASELINE,B0_PARENT_LCTX__SELECTED_AFTER_C,162,1,D_REPLICATION__B0_PARENT_LCTX__SELECTED_AFTER_C__S162__O1,2,Drishti_GS,D_REPLICATION__B0_PARENT_LCTX__SELECTED_AFTER_C__S162__O1__STAGE1_OWN_CHECKPOINT,PLANNED_NOT_LAUNCHED,False
D_REPLICATION,BASELINE,B0_PARENT_LCTX__SELECTED_AFTER_C,162,2,D_REPLICATION__B0_PARENT_LCTX__SELECTED_AFTER_C__S162__O2,1,Drishti_GS,COMMON_SOURCE_S162,PLANNED_NOT_LAUNCHED,False
D_REPLICATION,BASELINE,B0_PARENT_LCTX__SELECTED_AFTER_C,162,2,D_REPLICATION__B0_PARENT_LCTX__SELECTED_AFTER_C__S162__O2,2,RIM_ONE_r3,D_REPLICATION__B0_PARENT_LCTX__SELECTED_AFTER_C__S162__O2__STAGE1_OWN_CHECKPOINT,PLANNED_NOT_LAUNCHED,False
D_REPLICATION,BASELINE,B0_PARENT_LCTX__SELECTED_AFTER_C,163,1,D_REPLICATION__B0_PARENT_LCTX__SELECTED_AFTER_C__S163__O1,1,RIM_ONE_r3,COMMON_SOURCE_S163,PLANNED_NOT_LAUNCHED,False
D_REPLICATION,BASELINE,B0_PARENT_LCTX__SELECTED_AFTER_C,163,1,D_REPLICATION__B0_PARENT_LCTX__SELECTED_AFTER_C__S163__O1,2,Drishti_GS,D_REPLICATION__B0_PARENT_LCTX__SELECTED_AFTER_C__S163__O1__STAGE1_OWN_CHECKPOINT,PLANNED_NOT_LAUNCHED,False
D_REPLICATION,BASELINE,B0_PARENT_LCTX__SELECTED_AFTER_C,163,2,D_REPLICATION__B0_PARENT_LCTX__SELECTED_AFTER_C__S163__O2,1,Drishti_GS,COMMON_SOURCE_S163,PLANNED_NOT_LAUNCHED,False
D_REPLICATION,BASELINE,B0_PARENT_LCTX__SELECTED_AFTER_C,163,2,D_REPLICATION__B0_PARENT_LCTX__SELECTED_AFTER_C__S163__O2,2,RIM_ONE_r3,D_REPLICATION__B0_PARENT_LCTX__SELECTED_AFTER_C__S163__O2__STAGE1_OWN_CHECKPOINT,PLANNED_NOT_LAUNCHED,False
D_REPLICATION,BASELINE,B0_PARENT_LCTX__SELECTED_AFTER_C,164,1,D_REPLICATION__B0_PARENT_LCTX__SELECTED_AFTER_C__S164__O1,1,RIM_ONE_r3,COMMON_SOURCE_S164,PLANNED_NOT_LAUNCHED,False
D_REPLICATION,BASELINE,B0_PARENT_LCTX__SELECTED_AFTER_C,164,1,D_REPLICATION__B0_PARENT_LCTX__SELECTED_AFTER_C__S164__O1,2,Drishti_GS,D_REPLICATION__B0_PARENT_LCTX__SELECTED_AFTER_C__S164__O1__STAGE1_OWN_CHECKPOINT,PLANNED_NOT_LAUNCHED,False
D_REPLICATION,BASELINE,B0_PARENT_LCTX__SELECTED_AFTER_C,164,2,D_REPLICATION__B0_PARENT_LCTX__SELECTED_AFTER_C__S164__O2,1,Drishti_GS,COMMON_SOURCE_S164,PLANNED_NOT_LAUNCHED,False
D_REPLICATION,BASELINE,B0_PARENT_LCTX__SELECTED_AFTER_C,164,2,D_REPLICATION__B0_PARENT_LCTX__SELECTED_AFTER_C__S164__O2,2,RIM_ONE_r3,D_REPLICATION__B0_PARENT_LCTX__SELECTED_AFTER_C__S164__O2__STAGE1_OWN_CHECKPOINT,PLANNED_NOT_LAUNCHED,False
D_REPLICATION,BASELINE,B1_PARENT_CONF_KL__SELECTED_AFTER_C,162,1,D_REPLICATION__B1_PARENT_CONF_KL__SELECTED_AFTER_C__S162__O1,1,RIM_ONE_r3,COMMON_SOURCE_S162,PLANNED_NOT_LAUNCHED,False
D_REPLICATION,BASELINE,B1_PARENT_CONF_KL__SELECTED_AFTER_C,162,1,D_REPLICATION__B1_PARENT_CONF_KL__SELECTED_AFTER_C__S162__O1,2,Drishti_GS,D_REPLICATION__B1_PARENT_CONF_KL__SELECTED_AFTER_C__S162__O1__STAGE1_OWN_CHECKPOINT,PLANNED_NOT_LAUNCHED,False
D_REPLICATION,BASELINE,B1_PARENT_CONF_KL__SELECTED_AFTER_C,162,2,D_REPLICATION__B1_PARENT_CONF_KL__SELECTED_AFTER_C__S162__O2,1,Drishti_GS,COMMON_SOURCE_S162,PLANNED_NOT_LAUNCHED,False
D_REPLICATION,BASELINE,B1_PARENT_CONF_KL__SELECTED_AFTER_C,162,2,D_REPLICATION__B1_PARENT_CONF_KL__SELECTED_AFTER_C__S162__O2,2,RIM_ONE_r3,D_REPLICATION__B1_PARENT_CONF_KL__SELECTED_AFTER_C__S162__O2__STAGE1_OWN_CHECKPOINT,PLANNED_NOT_LAUNCHED,False
D_REPLICATION,BASELINE,B1_PARENT_CONF_KL__SELECTED_AFTER_C,163,1,D_REPLICATION__B1_PARENT_CONF_KL__SELECTED_AFTER_C__S163__O1,1,RIM_ONE_r3,COMMON_SOURCE_S163,PLANNED_NOT_LAUNCHED,False
D_REPLICATION,BASELINE,B1_PARENT_CONF_KL__SELECTED_AFTER_C,163,1,D_REPLICATION__B1_PARENT_CONF_KL__SELECTED_AFTER_C__S163__O1,2,Drishti_GS,D_REPLICATION__B1_PARENT_CONF_KL__SELECTED_AFTER_C__S163__O1__STAGE1_OWN_CHECKPOINT,PLANNED_NOT_LAUNCHED,False
D_REPLICATION,BASELINE,B1_PARENT_CONF_KL__SELECTED_AFTER_C,163,2,D_REPLICATION__B1_PARENT_CONF_KL__SELECTED_AFTER_C__S163__O2,1,Drishti_GS,COMMON_SOURCE_S163,PLANNED_NOT_LAUNCHED,False
D_REPLICATION,BASELINE,B1_PARENT_CONF_KL__SELECTED_AFTER_C,163,2,D_REPLICATION__B1_PARENT_CONF_KL__SELECTED_AFTER_C__S163__O2,2,RIM_ONE_r3,D_REPLICATION__B1_PARENT_CONF_KL__SELECTED_AFTER_C__S163__O2__STAGE1_OWN_CHECKPOINT,PLANNED_NOT_LAUNCHED,False
D_REPLICATION,BASELINE,B1_PARENT_CONF_KL__SELECTED_AFTER_C,164,1,D_REPLICATION__B1_PARENT_CONF_KL__SELECTED_AFTER_C__S164__O1,1,RIM_ONE_r3,COMMON_SOURCE_S164,PLANNED_NOT_LAUNCHED,False
D_REPLICATION,BASELINE,B1_PARENT_CONF_KL__SELECTED_AFTER_C,164,1,D_REPLICATION__B1_PARENT_CONF_KL__SELECTED_AFTER_C__S164__O1,2,Drishti_GS,D_REPLICATION__B1_PARENT_CONF_KL__SELECTED_AFTER_C__S164__O1__STAGE1_OWN_CHECKPOINT,PLANNED_NOT_LAUNCHED,False
D_REPLICATION,BASELINE,B1_PARENT_CONF_KL__SELECTED_AFTER_C,164,2,D_REPLICATION__B1_PARENT_CONF_KL__SELECTED_AFTER_C__S164__O2,1,Drishti_GS,COMMON_SOURCE_S164,PLANNED_NOT_LAUNCHED,False
D_REPLICATION,BASELINE,B1_PARENT_CONF_KL__SELECTED_AFTER_C,164,2,D_REPLICATION__B1_PARENT_CONF_KL__SELECTED_AFTER_C__S164__O2,2,RIM_ONE_r3,D_REPLICATION__B1_PARENT_CONF_KL__SELECTED_AFTER_C__S164__O2__STAGE1_OWN_CHECKPOINT,PLANNED_NOT_LAUNCHED,False
D_REPLICATION,BASELINE,B2_PARENT_PAS_KL__SELECTED_AFTER_C,162,1,D_REPLICATION__B2_PARENT_PAS_KL__SELECTED_AFTER_C__S162__O1,1,RIM_ONE_r3,COMMON_SOURCE_S162,PLANNED_NOT_LAUNCHED,False
D_REPLICATION,BASELINE,B2_PARENT_PAS_KL__SELECTED_AFTER_C,162,1,D_REPLICATION__B2_PARENT_PAS_KL__SELECTED_AFTER_C__S162__O1,2,Drishti_GS,D_REPLICATION__B2_PARENT_PAS_KL__SELECTED_AFTER_C__S162__O1__STAGE1_OWN_CHECKPOINT,PLANNED_NOT_LAUNCHED,False
D_REPLICATION,BASELINE,B2_PARENT_PAS_KL__SELECTED_AFTER_C,162,2,D_REPLICATION__B2_PARENT_PAS_KL__SELECTED_AFTER_C__S162__O2,1,Drishti_GS,COMMON_SOURCE_S162,PLANNED_NOT_LAUNCHED,False
D_REPLICATION,BASELINE,B2_PARENT_PAS_KL__SELECTED_AFTER_C,162,2,D_REPLICATION__B2_PARENT_PAS_KL__SELECTED_AFTER_C__S162__O2,2,RIM_ONE_r3,D_REPLICATION__B2_PARENT_PAS_KL__SELECTED_AFTER_C__S162__O2__STAGE1_OWN_CHECKPOINT,PLANNED_NOT_LAUNCHED,False
D_REPLICATION,BASELINE,B2_PARENT_PAS_KL__SELECTED_AFTER_C,163,1,D_REPLICATION__B2_PARENT_PAS_KL__SELECTED_AFTER_C__S163__O1,1,RIM_ONE_r3,COMMON_SOURCE_S163,PLANNED_NOT_LAUNCHED,False
D_REPLICATION,BASELINE,B2_PARENT_PAS_KL__SELECTED_AFTER_C,163,1,D_REPLICATION__B2_PARENT_PAS_KL__SELECTED_AFTER_C__S163__O1,2,Drishti_GS,D_REPLICATION__B2_PARENT_PAS_KL__SELECTED_AFTER_C__S163__O1__STAGE1_OWN_CHECKPOINT,PLANNED_NOT_LAUNCHED,False
D_REPLICATION,BASELINE,B2_PARENT_PAS_KL__SELECTED_AFTER_C,163,2,D_REPLICATION__B2_PARENT_PAS_KL__SELECTED_AFTER_C__S163__O2,1,Drishti_GS,COMMON_SOURCE_S163,PLANNED_NOT_LAUNCHED,False
D_REPLICATION,BASELINE,B2_PARENT_PAS_KL__SELECTED_AFTER_C,163,2,D_REPLICATION__B2_PARENT_PAS_KL__SELECTED_AFTER_C__S163__O2,2,RIM_ONE_r3,D_REPLICATION__B2_PARENT_PAS_KL__SELECTED_AFTER_C__S163__O2__STAGE1_OWN_CHECKPOINT,PLANNED_NOT_LAUNCHED,False
D_REPLICATION,BASELINE,B2_PARENT_PAS_KL__SELECTED_AFTER_C,164,1,D_REPLICATION__B2_PARENT_PAS_KL__SELECTED_AFTER_C__S164__O1,1,RIM_ONE_r3,COMMON_SOURCE_S164,PLANNED_NOT_LAUNCHED,False
D_REPLICATION,BASELINE,B2_PARENT_PAS_KL__SELECTED_AFTER_C,164,1,D_REPLICATION__B2_PARENT_PAS_KL__SELECTED_AFTER_C__S164__O1,2,Drishti_GS,D_REPLICATION__B2_PARENT_PAS_KL__SELECTED_AFTER_C__S164__O1__STAGE1_OWN_CHECKPOINT,PLANNED_NOT_LAUNCHED,False
D_REPLICATION,BASELINE,B2_PARENT_PAS_KL__SELECTED_AFTER_C,164,2,D_REPLICATION__B2_PARENT_PAS_KL__SELECTED_AFTER_C__S164__O2,1,Drishti_GS,COMMON_SOURCE_S164,PLANNED_NOT_LAUNCHED,False
D_REPLICATION,BASELINE,B2_PARENT_PAS_KL__SELECTED_AFTER_C,164,2,D_REPLICATION__B2_PARENT_PAS_KL__SELECTED_AFTER_C__S164__O2,2,RIM_ONE_r3,D_REPLICATION__B2_PARENT_PAS_KL__SELECTED_AFTER_C__S164__O2__STAGE1_OWN_CHECKPOINT,PLANNED_NOT_LAUNCHED,False
D_REPLICATION,BASELINE,B3_PARENT_LCTX_DENSEG__SELECTED_AFTER_C,162,1,D_REPLICATION__B3_PARENT_LCTX_DENSEG__SELECTED_AFTER_C__S162__O1,1,RIM_ONE_r3,COMMON_SOURCE_S162,PLANNED_NOT_LAUNCHED,False
D_REPLICATION,BASELINE,B3_PARENT_LCTX_DENSEG__SELECTED_AFTER_C,162,1,D_REPLICATION__B3_PARENT_LCTX_DENSEG__SELECTED_AFTER_C__S162__O1,2,Drishti_GS,D_REPLICATION__B3_PARENT_LCTX_DENSEG__SELECTED_AFTER_C__S162__O1__STAGE1_OWN_CHECKPOINT,PLANNED_NOT_LAUNCHED,False
D_REPLICATION,BASELINE,B3_PARENT_LCTX_DENSEG__SELECTED_AFTER_C,162,2,D_REPLICATION__B3_PARENT_LCTX_DENSEG__SELECTED_AFTER_C__S162__O2,1,Drishti_GS,COMMON_SOURCE_S162,PLANNED_NOT_LAUNCHED,False
D_REPLICATION,BASELINE,B3_PARENT_LCTX_DENSEG__SELECTED_AFTER_C,162,2,D_REPLICATION__B3_PARENT_LCTX_DENSEG__SELECTED_AFTER_C__S162__O2,2,RIM_ONE_r3,D_REPLICATION__B3_PARENT_LCTX_DENSEG__SELECTED_AFTER_C__S162__O2__STAGE1_OWN_CHECKPOINT,PLANNED_NOT_LAUNCHED,False
D_REPLICATION,BASELINE,B3_PARENT_LCTX_DENSEG__SELECTED_AFTER_C,163,1,D_REPLICATION__B3_PARENT_LCTX_DENSEG__SELECTED_AFTER_C__S163__O1,1,RIM_ONE_r3,COMMON_SOURCE_S163,PLANNED_NOT_LAUNCHED,False
D_REPLICATION,BASELINE,B3_PARENT_LCTX_DENSEG__SELECTED_AFTER_C,163,1,D_REPLICATION__B3_PARENT_LCTX_DENSEG__SELECTED_AFTER_C__S163__O1,2,Drishti_GS,D_REPLICATION__B3_PARENT_LCTX_DENSEG__SELECTED_AFTER_C__S163__O1__STAGE1_OWN_CHECKPOINT,PLANNED_NOT_LAUNCHED,False
D_REPLICATION,BASELINE,B3_PARENT_LCTX_DENSEG__SELECTED_AFTER_C,163,2,D_REPLICATION__B3_PARENT_LCTX_DENSEG__SELECTED_AFTER_C__S163__O2,1,Drishti_GS,COMMON_SOURCE_S163,PLANNED_NOT_LAUNCHED,False
D_REPLICATION,BASELINE,B3_PARENT_LCTX_DENSEG__SELECTED_AFTER_C,163,2,D_REPLICATION__B3_PARENT_LCTX_DENSEG__SELECTED_AFTER_C__S163__O2,2,RIM_ONE_r3,D_REPLICATION__B3_PARENT_LCTX_DENSEG__SELECTED_AFTER_C__S163__O2__STAGE1_OWN_CHECKPOINT,PLANNED_NOT_LAUNCHED,False
D_REPLICATION,BASELINE,B3_PARENT_LCTX_DENSEG__SELECTED_AFTER_C,164,1,D_REPLICATION__B3_PARENT_LCTX_DENSEG__SELECTED_AFTER_C__S164__O1,1,RIM_ONE_r3,COMMON_SOURCE_S164,PLANNED_NOT_LAUNCHED,False
D_REPLICATION,BASELINE,B3_PARENT_LCTX_DENSEG__SELECTED_AFTER_C,164,1,D_REPLICATION__B3_PARENT_LCTX_DENSEG__SELECTED_AFTER_C__S164__O1,2,Drishti_GS,D_REPLICATION__B3_PARENT_LCTX_DENSEG__SELECTED_AFTER_C__S164__O1__STAGE1_OWN_CHECKPOINT,PLANNED_NOT_LAUNCHED,False
D_REPLICATION,BASELINE,B3_PARENT_LCTX_DENSEG__SELECTED_AFTER_C,164,2,D_REPLICATION__B3_PARENT_LCTX_DENSEG__SELECTED_AFTER_C__S164__O2,1,Drishti_GS,COMMON_SOURCE_S164,PLANNED_NOT_LAUNCHED,False
D_REPLICATION,BASELINE,B3_PARENT_LCTX_DENSEG__SELECTED_AFTER_C,164,2,D_REPLICATION__B3_PARENT_LCTX_DENSEG__SELECTED_AFTER_C__S164__O2,2,RIM_ONE_r3,D_REPLICATION__B3_PARENT_LCTX_DENSEG__SELECTED_AFTER_C__S164__O2__STAGE1_OWN_CHECKPOINT,PLANNED_NOT_LAUNCHED,False
D_REPLICATION,BASELINE,B4_PARENT_PAS_KL_DENSEG_JOINT__SELECTED_AFTER_C,162,1,D_REPLICATION__B4_PARENT_PAS_KL_DENSEG_JOINT__SELECTED_AFTER_C__S162__O1,1,RIM_ONE_r3,COMMON_SOURCE_S162,PLANNED_NOT_LAUNCHED,False
D_REPLICATION,BASELINE,B4_PARENT_PAS_KL_DENSEG_JOINT__SELECTED_AFTER_C,162,1,D_REPLICATION__B4_PARENT_PAS_KL_DENSEG_JOINT__SELECTED_AFTER_C__S162__O1,2,Drishti_GS,D_REPLICATION__B4_PARENT_PAS_KL_DENSEG_JOINT__SELECTED_AFTER_C__S162__O1__STAGE1_OWN_CHECKPOINT,PLANNED_NOT_LAUNCHED,False
D_REPLICATION,BASELINE,B4_PARENT_PAS_KL_DENSEG_JOINT__SELECTED_AFTER_C,162,2,D_REPLICATION__B4_PARENT_PAS_KL_DENSEG_JOINT__SELECTED_AFTER_C__S162__O2,1,Drishti_GS,COMMON_SOURCE_S162,PLANNED_NOT_LAUNCHED,False
D_REPLICATION,BASELINE,B4_PARENT_PAS_KL_DENSEG_JOINT__SELECTED_AFTER_C,162,2,D_REPLICATION__B4_PARENT_PAS_KL_DENSEG_JOINT__SELECTED_AFTER_C__S162__O2,2,RIM_ONE_r3,D_REPLICATION__B4_PARENT_PAS_KL_DENSEG_JOINT__SELECTED_AFTER_C__S162__O2__STAGE1_OWN_CHECKPOINT,PLANNED_NOT_LAUNCHED,False
D_REPLICATION,BASELINE,B4_PARENT_PAS_KL_DENSEG_JOINT__SELECTED_AFTER_C,163,1,D_REPLICATION__B4_PARENT_PAS_KL_DENSEG_JOINT__SELECTED_AFTER_C__S163__O1,1,RIM_ONE_r3,COMMON_SOURCE_S163,PLANNED_NOT_LAUNCHED,False
D_REPLICATION,BASELINE,B4_PARENT_PAS_KL_DENSEG_JOINT__SELECTED_AFTER_C,163,1,D_REPLICATION__B4_PARENT_PAS_KL_DENSEG_JOINT__SELECTED_AFTER_C__S163__O1,2,Drishti_GS,D_REPLICATION__B4_PARENT_PAS_KL_DENSEG_JOINT__SELECTED_AFTER_C__S163__O1__STAGE1_OWN_CHECKPOINT,PLANNED_NOT_LAUNCHED,False
D_REPLICATION,BASELINE,B4_PARENT_PAS_KL_DENSEG_JOINT__SELECTED_AFTER_C,163,2,D_REPLICATION__B4_PARENT_PAS_KL_DENSEG_JOINT__SELECTED_AFTER_C__S163__O2,1,Drishti_GS,COMMON_SOURCE_S163,PLANNED_NOT_LAUNCHED,False
D_REPLICATION,BASELINE,B4_PARENT_PAS_KL_DENSEG_JOINT__SELECTED_AFTER_C,163,2,D_REPLICATION__B4_PARENT_PAS_KL_DENSEG_JOINT__SELECTED_AFTER_C__S163__O2,2,RIM_ONE_r3,D_REPLICATION__B4_PARENT_PAS_KL_DENSEG_JOINT__SELECTED_AFTER_C__S163__O2__STAGE1_OWN_CHECKPOINT,PLANNED_NOT_LAUNCHED,False
D_REPLICATION,BASELINE,B4_PARENT_PAS_KL_DENSEG_JOINT__SELECTED_AFTER_C,164,1,D_REPLICATION__B4_PARENT_PAS_KL_DENSEG_JOINT__SELECTED_AFTER_C__S164__O1,1,RIM_ONE_r3,COMMON_SOURCE_S164,PLANNED_NOT_LAUNCHED,False
D_REPLICATION,BASELINE,B4_PARENT_PAS_KL_DENSEG_JOINT__SELECTED_AFTER_C,164,1,D_REPLICATION__B4_PARENT_PAS_KL_DENSEG_JOINT__SELECTED_AFTER_C__S164__O1,2,Drishti_GS,D_REPLICATION__B4_PARENT_PAS_KL_DENSEG_JOINT__SELECTED_AFTER_C__S164__O1__STAGE1_OWN_CHECKPOINT,PLANNED_NOT_LAUNCHED,False
D_REPLICATION,BASELINE,B4_PARENT_PAS_KL_DENSEG_JOINT__SELECTED_AFTER_C,164,2,D_REPLICATION__B4_PARENT_PAS_KL_DENSEG_JOINT__SELECTED_AFTER_C__S164__O2,1,Drishti_GS,COMMON_SOURCE_S164,PLANNED_NOT_LAUNCHED,False
D_REPLICATION,BASELINE,B4_PARENT_PAS_KL_DENSEG_JOINT__SELECTED_AFTER_C,164,2,D_REPLICATION__B4_PARENT_PAS_KL_DENSEG_JOINT__SELECTED_AFTER_C__S164__O2,2,RIM_ONE_r3,D_REPLICATION__B4_PARENT_PAS_KL_DENSEG_JOINT__SELECTED_AFTER_C__S164__O2__STAGE1_OWN_CHECKPOINT,PLANNED_NOT_LAUNCHED,False
