batch_id,seed,stage_index,domain,pair_index,candidate,primary,CE_before,CE_after,CE_delta,foreground_Dice_delta,FG_class_CE_deltas,FG_class_Dice_deltas
B0/seed1/stage2/Drishti_GS/pair03,1,2,Drishti_GS,3,P2,False,0.48902879529412363,0.49043005994403965,0.001401264649916023,-0.0005234384000190051,"[0.021987772121818683, 0.0025153655901860583]","[-0.0006662291301375856, -0.00038064766990042465]"
B0/seed1/stage2/Drishti_GS/pair03,1,2,Drishti_GS,3,P3,False,0.48902879529412363,0.4901230249271287,0.001094229633005095,0.00018305171694332767,"[0.014629974614134511, 0.003129421558349943]","[0.0003190041779769781, 4.709925590967723e-05]"
B0/seed1/stage2/Drishti_GS/pair03,1,2,Drishti_GS,3,P4,True,0.48902879529412363,0.4897112489318608,0.0006824536377371682,0.0002752471899725717,"[0.012611808285460047, 0.0037854967695034603]","[0.0004319003456157433, 0.00011859403432934457]"
B0/seed1/stage2/Drishti_GS/pair04,1,2,Drishti_GS,4,P0,False,0.48902879529412363,0.491973361033306,0.002944565739182392,-0.0036502186332708075,"[0.04672327473836679, -0.00477492958813952]","[-0.004967783624380551, -0.0023326536421610644]"
B0/seed1/stage2/Drishti_GS/pair04,1,2,Drishti_GS,4,P1,False,0.48902879529412363,0.491973361033306,0.002944565739182392,-0.0036502186332708075,"[0.04672327473836679, -0.00477492958813952]","[-0.004967783624380551, -0.0023326536421610644]"
B0/seed1/stage2/Drishti_GS/pair04,1,2,Drishti_GS,4,P2,False,0.48902879529412363,0.4905617376342806,0.0015329423401569953,-0.0010753242147315545,"[0.022831874585991674, 0.0011842800295958078]","[-0.001392655642472762, -0.0007579927869903469]"
B0/seed1/stage2/Drishti_GS/pair04,1,2,Drishti_GS,4,P3,False,0.48902879529412363,0.4902928783681077,0.001264083073984068,-0.00043719794288837877,"[0.015574445885709665, 0.0014254885131872452]","[-0.00048695404503196205, -0.000387441840744851]"
B0/seed1/stage2/Drishti_GS/pair04,1,2,Drishti_GS,4,P4,True,0.48902879529412363,0.4899297363115039,0.0009009410173802523,-0.0003771708869621526,"[0.013933396353722483, 0.001995505810399534]","[-0.0004118905402847872, -0.0003424512336394625]"
B0/seed1/stage2/Drishti_GS/pair05,1,2,Drishti_GS,5,P0,False,0.48902879529412363,0.488666744684368,-0.0003620506097556375,-0.0006625000646451329,"[0.01894952223676416, -0.003668248017995035]","[-0.0007649586546128462, -0.0005600414746774196]"
B0/seed1/stage2/Drishti_GS/pair05,1,2,Drishti_GS,5,P1,False,0.48902879529412363,0.488666744684368,-0.0003620506097556375,-0.0006625000646451329,"[0.01894952223676416, -0.003668248017995035]","[-0.0007649586546128462, -0.0005600414746774196]"
