seed,transition,variant,class_id,region,pixel_count,top1_top2_margin_abs_error,all_pair_margin_abs_error,margin_agreement,hidden_gt_usage
2,RIM_ONE_r3->Drishti_GS,static,1,interior,18255,0.33991063958290535,0.8061166120208932,0.6600893537301424,post_hoc_visible_previous_val_only
2,RIM_ONE_r3->Drishti_GS,static,2,all,10715,0.2331268125419243,1.1596033050921606,0.766873176065606,post_hoc_visible_previous_val_only
2,RIM_ONE_r3->Drishti_GS,static,2,boundary,2624,0.2679710402721312,1.124923950288354,0.7320289669967279,post_hoc_visible_previous_val_only
2,RIM_ONE_r3->Drishti_GS,static,2,interior,8091,0.2218264479702563,1.170850218896768,0.7781735708887093,post_hoc_visible_previous_val_only
2,RIM_ONE_r3->Drishti_GS,global,ALL,all,368640,0.07631652222739325,1.2560467825995552,0.9236834632025824,post_hoc_visible_previous_val_only
2,RIM_ONE_r3->Drishti_GS,global,ALL,boundary,16449,0.27516668100430686,0.9101725542419942,0.7248333004428461,post_hoc_visible_previous_val_only
2,RIM_ONE_r3->Drishti_GS,global,ALL,interior,352191,0.06702927162014893,1.2722007554139658,0.9329707193681838,post_hoc_visible_previous_val_only
2,RIM_ONE_r3->Drishti_GS,global,0,all,331483,0.05853867118621562,1.299738339711237,0.9414613173978756,post_hoc_visible_previous_val_only
2,RIM_ONE_r3->Drishti_GS,global,0,boundary,5638,0.29564214234827424,0.9264028440260981,0.704357865770982,post_hoc_visible_previous_val_only
2,RIM_ONE_r3->Drishti_GS,global,0,interior,325845,0.054436139939402745,1.3061980557281836,0.9455638596859703,post_hoc_visible_previous_val_only
2,RIM_ONE_r3->Drishti_GS,global,1,all,26442,0.25177723516919104,0.7333875101711411,0.7482227740638709,post_hoc_visible_previous_val_only
2,RIM_ONE_r3->Drishti_GS,global,1,boundary,8187,0.27599271254995533,0.824197264312897,0.7240072986327409,post_hoc_visible_previous_val_only
2,RIM_ONE_r3->Drishti_GS,global,1,interior,18255,0.2409170810570948,0.6926611769463845,0.7590829373320238,post_hoc_visible_previous_val_only
2,RIM_ONE_r3->Drishti_GS,global,2,all,10715,0.19330421550998161,1.1941848049973751,0.8066957759456661,post_hoc_visible_previous_val_only
2,RIM_ONE_r3->Drishti_GS,global,2,boundary,2624,0.22859530187234645,1.1435465405626994,0.7714046908587944,post_hoc_visible_previous_val_only
2,RIM_ONE_r3->Drishti_GS,global,2,interior,8091,0.1818589260132907,1.2106073323175441,0.8181410598424851,post_hoc_visible_previous_val_only
2,RIM_ONE_r3->Drishti_GS,class,ALL,all,368640,0.036959521306885616,0.07748572892612882,0.9630404790242513,post_hoc_visible_previous_val_only
2,RIM_ONE_r3->Drishti_GS,class,ALL,boundary,16449,0.2407158621974075,0.5745279406173532,0.7592841192497454,post_hoc_visible_previous_val_only
2,RIM_ONE_r3->Drishti_GS,class,ALL,interior,352191,0.02744312841428506,0.05427148712286533,0.9725569053794674,post_hoc_visible_previous_val_only
2,RIM_ONE_r3->Drishti_GS,class,0,all,331483,0.017641550776436168,0.0319556042481463,0.9823584526299237,post_hoc_visible_previous_val_only
2,RIM_ONE_r3->Drishti_GS,class,0,boundary,5638,0.2498054775036409,0.5562127023015558,0.7501945103174746,post_hoc_visible_previous_val_only
2,RIM_ONE_r3->Drishti_GS,class,0,interior,325845,0.013624486425812718,0.022884538567363076,0.98637551980236,post_hoc_visible_previous_val_only
2,RIM_ONE_r3->Drishti_GS,class,1,all,26442,0.21231884686220667,0.4777429469747466,0.7876811369799348,post_hoc_visible_previous_val_only
2,RIM_ONE_r3->Drishti_GS,class,1,boundary,8187,0.23735918637027928,0.5599377535340899,0.7626407931281108,post_hoc_visible_previous_val_only
2,RIM_ONE_r3->Drishti_GS,class,1,interior,18255,0.2010887628710456,0.44088024263739817,0.7989112438159066,post_hoc_visible_previous_val_only
2,RIM_ONE_r3->Drishti_GS,class,2,all,10715,0.2018431200249085,0.4982846985005687,0.7981568721427686,post_hoc_visible_previous_val_only
2,RIM_ONE_r3->Drishti_GS,class,2,boundary,2624,0.23165866768941645,0.6594026350393528,0.7683413261320533,post_hoc_visible_previous_val_only
2,RIM_ONE_r3->Drishti_GS,class,2,interior,8091,0.19217361140908276,0.44603237500519,0.8078263786899603,post_hoc_visible_previous_val_only
