arm,stage,attempt,epoch,supervised_ce,ssl,kd,seconds
common,0,accepted_complete,43,0.05392521061003208,0.0,0.0,28.829678094945848
common,0,accepted_complete,44,0.06952563414815813,0.0,0.0,29.874783036997542
common,0,accepted_complete,45,0.05468674411531538,0.0,0.0,32.5609391030157
common,0,accepted_complete,46,0.04869095811154693,0.0,0.0,31.96430282993242
common,0,accepted_complete,47,0.06263591924216598,0.0,0.0,31.49263765697833
common,0,accepted_complete,48,0.05195060728583485,0.0,0.0,30.234016502974555
common,0,accepted_complete,49,0.048603091924451294,0.0,0.0,28.22195674700197
common,0,accepted_complete,50,0.07027645625639707,0.0,0.0,31.93783758499194
common,0,accepted_complete,51,0.051080812537111345,0.0,0.0,31.270429923082702
common,0,accepted_complete,52,0.04791500240098685,0.0,0.0,31.43652311596088
common,0,accepted_complete,53,0.053350432263687256,0.0,0.0,30.86723759304732
common,0,accepted_complete,54,0.046384120569564403,0.0,0.0,30.814801207976416
common,0,accepted_complete,55,0.04661491184961051,0.0,0.0,25.425803723046556
common,0,accepted_complete,56,0.05327752938028425,0.0,0.0,32.03128041897435
common,0,accepted_complete,57,0.09876289775129407,0.0,0.0,32.04643546999432
common,0,accepted_complete,58,0.0589385284576565,0.0,0.0,32.07519469491672
common,0,accepted_complete,59,0.04814785828348249,0.0,0.0,29.499027846031822
common,0,accepted_complete,60,0.0479800712550059,0.0,0.0,28.445516200037673
common,0,accepted_complete,61,0.04402696636971086,0.0,0.0,32.09914911095984
common,0,accepted_complete,62,0.055135570303536954,0.0,0.0,32.07007162005175
common,0,accepted_complete,63,0.04419548506848514,0.0,0.0,31.83545888995286
common,0,accepted_complete,64,0.049239485943689945,0.0,0.0,30.840469160932116
common,0,accepted_complete,65,0.059511226043105124,0.0,0.0,30.515035987016745
common,0,accepted_complete,66,0.048006947780959305,0.0,0.0,31.519996913033538
common,0,accepted_complete,67,0.04323982547502965,0.0,0.0,31.20196797407698
common,0,accepted_complete,68,0.060193892451934516,0.0,0.0,32.17167365003843
common,0,accepted_complete,69,0.05036696398165077,0.0,0.0,31.853385963011533
common,0,accepted_complete,70,0.04537352139595896,0.0,0.0,30.763267506030388
common,0,accepted_complete,71,0.058806581003591415,0.0,0.0,29.40150522592012
common,0,accepted_complete,72,0.04976479623001069,0.0,0.0,32.0561586630065
common,0,accepted_complete,73,0.041857512295246126,0.0,0.0,32.33583164808806
common,0,accepted_complete,74,0.04396993569098413,0.0,0.0,32.098425764008425
common,0,accepted_complete,75,0.05210774603765458,0.0,0.0,27.877050651004538
common,0,accepted_complete,76,0.04825650816783309,0.0,0.0,25.141532788053155
common,0,accepted_complete,77,0.05233256749343127,0.0,0.0,30.40801164205186
common,0,accepted_complete,78,0.04174000674393028,0.0,0.0,32.06096612906549
common,0,accepted_complete,79,0.04891315191052854,0.0,0.0,31.037966944044456
common,0,accepted_complete,80,0.040798197383992374,0.0,0.0,28.658199583995156
common,0,accepted_complete,81,0.0402702565304935,0.0,0.0,31.776888986933045
common,0,accepted_complete,82,0.036522401962429285,0.0,0.0,28.759140037931502
common,0,accepted_complete,83,0.051710696704685685,0.0,0.0,31.114420678000897
common,0,accepted_complete,84,0.04358880617655814,0.0,0.0,32.09733992104884
common,0,accepted_complete,85,0.04992254942189902,0.0,0.0,31.773269316996448
common,0,accepted_complete,86,0.04609472204465419,0.0,0.0,30.28662250400521
common,0,accepted_complete,87,0.04305410168599337,0.0,0.0,28.582111404044554
common,0,accepted_complete,88,0.09462562499102205,0.0,0.0,32.065236502094194
common,0,accepted_complete,89,0.06413015415892005,0.0,0.0,32.21265421900898
common,0,accepted_complete,90,0.03405337841250002,0.0,0.0,32.37110873509664
common,0,accepted_complete,91,0.036312194517813624,0.0,0.0,30.175058669992723
common,0,accepted_complete,92,0.03561843514908105,0.0,0.0,30.44597291504033
common,0,accepted_complete,93,0.035758556239306925,0.0,0.0,31.971362655982375
common,0,accepted_complete,94,0.047590040741488336,0.0,0.0,31.43241499294527
common,0,accepted_complete,95,0.03661237512715161,0.0,0.0,31.83351532102097
common,0,accepted_complete,96,0.03745634860824794,0.0,0.0,30.49924390099477
common,0,accepted_complete,97,0.03169465910177678,0.0,0.0,31.823575893999077
common,0,accepted_complete,98,0.057073117583058774,0.0,0.0,29.193199640023522
common,0,accepted_complete,99,0.04077864501159638,0.0,0.0,31.64137088798452
common,0,accepted_complete,100,0.03892132183536887,0.0,0.0,31.777138381963596
S,1,accepted_complete,1,0.1587880727602169,0.0,0.0,8.692338593071327
S,1,accepted_complete,2,0.06798669067211449,0.0,0.0,7.213525641942397
S,1,accepted_complete,3,0.05055841361172497,0.0,0.0,5.81336979905609
S,1,accepted_complete,4,0.04803454817738384,0.0,0.0,7.181726675014943
S,1,accepted_complete,5,0.05270549590932205,0.0,0.0,4.3372232390102
S,1,accepted_complete,6,0.048790131346322596,0.0,0.0,3.049834483070299
S,1,accepted_complete,7,0.04695585853187367,0.0,0.0,5.019604242988862
S,1,accepted_complete,8,0.04535316157853231,0.0,0.0,7.356186504941434
S,1,accepted_complete,9,0.043620389711577445,0.0,0.0,7.264235659036785
S,1,accepted_complete,10,0.045714405830949545,0.0,0.0,7.221953351981938
S,1,accepted_complete,11,0.04732929414603859,0.0,0.0,7.226430730894208
S,1,accepted_complete,12,0.043413477833382785,0.0,0.0,7.2446478880010545
S,1,accepted_complete,13,0.04303503379924223,0.0,0.0,7.225886309053749
S,1,accepted_complete,14,0.03815771150402725,0.0,0.0,5.489518575952388
S,1,accepted_complete,15,0.043011536879930645,0.0,0.0,7.167990086018108
S,1,accepted_complete,16,0.03628911543637514,0.0,0.0,7.281829728977755
S,1,accepted_complete,17,0.036336483783088624,0.0,0.0,7.190409819013439
S,1,accepted_complete,18,0.05283881525974721,0.0,0.0,7.2428845999529585
S,1,accepted_complete,19,0.05138065607752651,0.0,0.0,7.239448214997537
S,1,accepted_complete,20,0.03294133202871308,0.0,0.0,3.520000393036753
S,1,accepted_complete,21,0.04597502923570573,0.0,0.0,2.572543303016573
S,1,accepted_complete,22,0.033062903967220336,0.0,0.0,2.7118759730365127
S,1,accepted_complete,23,0.04249129816889763,0.0,0.0,7.2218293430050835
S,1,accepted_complete,24,0.029633871687110513,0.0,0.0,7.273916980018839
S,1,accepted_complete,25,0.029758229211438447,0.0,0.0,7.262242697994225
S,1,accepted_complete,26,0.025908835465088487,0.0,0.0,5.7670538439415395
S,1,accepted_complete,27,0.036598973791114986,0.0,0.0,7.08195891790092
S,1,accepted_complete,28,0.03826584492344409,0.0,0.0,7.206419283989817
S,1,accepted_complete,29,0.027695762750227004,0.0,0.0,7.256276843021624
S,1,accepted_complete,30,0.026258537836838514,0.0,0.0,7.206479705986567
S,1,accepted_complete,31,0.023412304581142962,0.0,0.0,7.159701496944763
S,1,accepted_complete,32,0.034567299066111445,0.0,0.0,7.311257846071385
S,1,accepted_complete,33,0.03510899405227974,0.0,0.0,7.277269156998955
S,1,accepted_complete,34,0.02964837203035131,0.0,0.0,7.25980853906367
S,1,accepted_complete,35,0.024094959197100252,0.0,0.0,5.221292230999097
S,1,accepted_complete,36,0.038281806075247005,0.0,0.0,2.958549457951449
S,1,accepted_complete,37,0.03518997580977157,0.0,0.0,5.238943082978949
S,1,accepted_complete,38,0.02914938985486515,0.0,0.0,7.221788957947865
S,1,accepted_complete,39,0.032107978768181056,0.0,0.0,7.243376392987557
S,1,accepted_complete,40,0.0253463345579803,0.0,0.0,7.27494917192962
S,1,accepted_complete,41,0.020952047663740814,0.0,0.0,7.4315636600367725
S,1,accepted_complete,42,0.01882544468389824,0.0,0.0,7.243571873987094
S,1,accepted_complete,43,0.02767354153911583,0.0,0.0,7.186121609993279
S,1,accepted_complete,44,0.030490794859360904,0.0,0.0,7.318079548073001
S,1,accepted_complete,45,0.03199266380397603,0.0,0.0,7.22349707596004
S,1,accepted_complete,46,0.02325433457735926,0.0,0.0,6.304516519070603
S,1,accepted_complete,47,0.03196338098496199,0.0,0.0,6.994731465005316
S,1,accepted_complete,48,0.09428306767949834,0.0,0.0,7.178250438999385
S,1,accepted_complete,49,0.029133931529941037,0.0,0.0,6.857325442018919
S,1,accepted_complete,50,0.03073752878117375,0.0,0.0,3.0489466179860756
S,1,accepted_complete,51,0.019840748922433704,0.0,0.0,6.230865924037062
S,1,accepted_complete,52,0.03040448945830576,0.0,0.0,7.211473440984264
S,1,accepted_complete,53,0.048211694112978876,0.0,0.0,7.281386848073453
S,1,accepted_complete,54,0.03163789870450273,0.0,0.0,7.1941121409181505
S,1,accepted_complete,55,0.025657287740614265,0.0,0.0,7.292973246076144
S,1,accepted_complete,56,0.033696068509016186,0.0,0.0,7.220983291044831
S,1,accepted_complete,57,0.027853593841427937,0.0,0.0,5.383251201943494
S,1,accepted_complete,58,0.02692345346440561,0.0,0.0,7.2431927130091935
S,1,accepted_complete,59,0.024709029676159844,0.0,0.0,7.217963810893707
S,1,accepted_complete,60,0.02997335698455572,0.0,0.0,7.228000369039364
S,1,accepted_complete,61,0.028470034972997382,0.0,0.0,7.249708428047597
S,1,accepted_complete,62,0.03125340450787917,0.0,0.0,7.206055894028395
S,1,accepted_complete,63,0.022970975027419627,0.0,0.0,6.8404416010016575
S,1,accepted_complete,64,0.01935104510630481,0.0,0.0,3.11655635596253
S,1,accepted_complete,65,0.021769299142761156,0.0,0.0,6.218941767001525
S,1,accepted_complete,66,0.04599435318959877,0.0,0.0,7.220052727963775
S,1,accepted_complete,67,0.02382508502341807,0.0,0.0,7.160163796041161
S,1,accepted_complete,68,0.025140074372757226,0.0,0.0,5.415995710995048
S,1,accepted_complete,69,0.02056681551039219,0.0,0.0,7.210041910060681
S,1,accepted_complete,70,0.02991544926771894,0.0,0.0,7.251437274971977
S,1,accepted_complete,71,0.037214138807030395,0.0,0.0,7.172857954981737
S,1,accepted_complete,72,0.019578162115067244,0.0,0.0,7.149774621939287
S,1,accepted_complete,73,0.02411481470335275,0.0,0.0,7.178367223939858
S,1,accepted_complete,74,0.020193473406834528,0.0,0.0,7.144162351964042
S,1,accepted_complete,75,0.029361217457335442,0.0,0.0,7.222763338009827
S,1,accepted_complete,76,0.01930489781079814,0.0,0.0,7.263468269025907
S,1,accepted_complete,77,0.016800916549982503,0.0,0.0,5.34147759701591
S,1,accepted_complete,78,0.03876135576865636,0.0,0.0,4.429984944988973
S,1,accepted_complete,79,0.021252357284538448,0.0,0.0,4.429597049951553
S,1,accepted_complete,80,0.01680354875861667,0.0,0.0,7.112848931923509
S,1,accepted_complete,81,0.015106942009879276,0.0,0.0,7.242085320991464
S,1,accepted_complete,82,0.013891305716242641,0.0,0.0,7.228942601941526
S,1,accepted_complete,83,0.04412443039473146,0.0,0.0,7.239787747035734
S,1,accepted_complete,84,0.014573723048670217,0.0,0.0,7.15616318793036
S,1,accepted_complete,85,0.015704187157098204,0.0,0.0,7.170951144071296
S,1,accepted_complete,86,0.014298290683655068,0.0,0.0,7.1782957459799945
S,1,accepted_complete,87,0.01686668084585108,0.0,0.0,7.305846387986094
S,1,accepted_complete,88,0.023456554394215345,0.0,0.0,5.233752037049271
S,1,accepted_complete,89,0.017705486272461712,0.0,0.0,7.253450727905147
S,1,accepted_complete,90,0.012272905762074515,0.0,0.0,7.22683895600494
S,1,accepted_complete,91,0.011744315823307261,0.0,0.0,7.140002515981905
S,1,accepted_complete,92,0.031019389280118048,0.0,0.0,4.85087383701466
S,1,accepted_complete,93,0.012983279419131577,0.0,0.0,2.9409098809119314
S,1,accepted_complete,94,0.014244459482142702,0.0,0.0,7.253971633967012
S,1,accepted_complete,95,0.018345769931329414,0.0,0.0,7.209975208970718
S,1,accepted_complete,96,0.021916358338785358,0.0,0.0,7.225985498051159
S,1,accepted_complete,97,0.03797971672611311,0.0,0.0,7.254537446075119
S,1,accepted_complete,98,0.014446269153268076,0.0,0.0,7.162784141022712
S,1,accepted_complete,99,0.015076755284098908,0.0,0.0,5.6067526179831475
S,1,accepted_complete,100,0.018848067193175666,0.0,0.0,7.224743419908918
S,2,accepted_complete,1,0.9984117483808881,0.0,0.0,6.216330570052378
S,2,accepted_complete,2,0.22277514601037615,0.0,0.0,4.797389378072694
S,2,accepted_complete,3,0.1277941476021494,0.0,0.0,4.8235157650196925
S,2,accepted_complete,4,0.0842602157167026,0.0,0.0,4.7525376750854775
S,2,accepted_complete,5,0.06979140798960413,0.0,0.0,4.763163652969524
S,2,accepted_complete,6,0.06810528891427177,0.0,0.0,3.275212139938958
S,2,accepted_complete,7,0.06367269282539685,0.0,0.0,2.2340264229569584
S,2,accepted_complete,8,0.07038803203474908,0.0,0.0,4.235666184918955
S,2,accepted_complete,9,0.05756403594499543,0.0,0.0,4.728301309980452
S,2,accepted_complete,10,0.051524189433881214,0.0,0.0,4.78621562407352
S,2,accepted_complete,11,0.06788161929164614,0.0,0.0,3.276460300083272
S,2,accepted_complete,12,0.0510702972256002,0.0,0.0,4.764193804003298
S,2,accepted_complete,13,0.06991164474969819,0.0,0.0,4.766870044986717
S,2,accepted_complete,14,0.05790504901891663,0.0,0.0,4.76051697100047
S,2,accepted_complete,15,0.04908590231622968,0.0,0.0,4.8093371170107275
S,2,accepted_complete,16,0.04213266500404903,0.0,0.0,4.777068053022958
S,2,accepted_complete,17,0.062913654815583,0.0,0.0,4.795518217026256
S,2,accepted_complete,18,0.057296324166513625,0.0,0.0,4.748872571974061
S,2,accepted_complete,19,0.06359190795393217,0.0,0.0,4.816601403988898
S,2,accepted_complete,20,0.06640690565109253,0.0,0.0,4.683092511026189
S,2,accepted_complete,21,0.04251661985403016,0.0,0.0,4.740119697991759
S,2,accepted_complete,22,0.04048281065410092,0.0,0.0,4.805065561085939
S,2,accepted_complete,23,0.04107965919233504,0.0,0.0,4.771634980919771
S,2,accepted_complete,24,0.061097697665294014,0.0,0.0,4.790046937065199
S,2,accepted_complete,25,0.04820836867604937,0.0,0.0,3.175953116035089
S,2,accepted_complete,26,0.041749692743732816,0.0,0.0,4.763427080935799
S,2,accepted_complete,27,0.04605274239466304,0.0,0.0,4.1363823369611055
S,2,accepted_complete,28,0.03694276245576995,0.0,0.0,2.090221042977646
S,2,accepted_complete,29,0.04659121270690646,0.0,0.0,2.499174125958234
S,2,accepted_complete,30,0.03467642977124169,0.0,0.0,4.751749809016474
S,2,accepted_complete,31,0.03798991530424073,0.0,0.0,4.832037115935236
S,2,accepted_complete,32,0.04730383927623431,0.0,0.0,4.798909193952568
S,2,accepted_complete,33,0.03587949355798108,0.0,0.0,4.824605603003874
S,2,accepted_complete,34,0.030600598170643763,0.0,0.0,4.777931870077737
S,2,accepted_complete,35,0.03911784743624074,0.0,0.0,4.718618131009862
S,2,accepted_complete,36,0.032502369955182076,0.0,0.0,4.779803154990077
S,2,accepted_complete,37,0.030971703873503776,0.0,0.0,4.769858364015818
S,2,accepted_complete,38,0.04082262764374415,0.0,0.0,4.722094533033669
S,2,accepted_complete,39,0.0337833957303138,0.0,0.0,4.819367186981253
S,2,accepted_complete,40,0.032346654417259355,0.0,0.0,4.743396283942275
S,2,accepted_complete,41,0.0409123327228285,0.0,0.0,3.0795744160423055
S,2,accepted_complete,42,0.03256940646540551,0.0,0.0,4.731189510901459
S,2,accepted_complete,43,0.030193298079428218,0.0,0.0,4.8314707989338785
S,2,accepted_complete,44,0.032661739825492815,0.0,0.0,4.740697536035441
S,2,accepted_complete,45,0.03737819026268664,0.0,0.0,4.781752395094372
S,2,accepted_complete,46,0.04106190135436399,0.0,0.0,4.730294496985152
S,2,accepted_complete,47,0.03587157855786029,0.0,0.0,4.698302531032823
S,2,accepted_complete,48,0.061096564112674626,0.0,0.0,4.530308743007481
S,2,accepted_complete,49,0.03422440623953229,0.0,0.0,2.0634134999709204
S,2,accepted_complete,50,0.028906641350615592,0.0,0.0,2.0694575919769704
S,2,accepted_complete,51,0.03381739893839473,0.0,0.0,4.691171303973533
S,2,accepted_complete,52,0.04442416858815011,0.0,0.0,4.7932784870499745
S,2,accepted_complete,53,0.038697847564305575,0.0,0.0,4.764286959078163
S,2,accepted_complete,54,0.029465808666178157,0.0,0.0,4.791793347103521
S,2,accepted_complete,55,0.0318814010492393,0.0,0.0,4.730045865988359
S,2,accepted_complete,56,0.02961586575422968,0.0,0.0,4.776510671013966
S,2,accepted_complete,57,0.03239666448817367,0.0,0.0,3.0279258510563523
S,2,accepted_complete,58,0.030153266375973112,0.0,0.0,4.743813627050258
S,2,accepted_complete,59,0.031223111209415254,0.0,0.0,4.684309252072126
S,2,accepted_complete,60,0.029982104808801695,0.0,0.0,4.725564570981078
S,2,accepted_complete,61,0.02931493263514269,0.0,0.0,4.7304916409775615
S,2,accepted_complete,62,0.04216884990178403,0.0,0.0,4.82789945800323
S,2,accepted_complete,63,0.02645434829450789,0.0,0.0,4.753096544998698
S,2,accepted_complete,64,0.027544227473082997,0.0,0.0,4.784937424934469
S,2,accepted_complete,65,0.04244737469014667,0.0,0.0,4.683145635994151
S,2,accepted_complete,66,0.025668968845691,0.0,0.0,4.761062229983509
S,2,accepted_complete,67,0.023739929089233988,0.0,0.0,4.766184462001547
S,2,accepted_complete,68,0.026436569967440197,0.0,0.0,4.746420077048242
S,2,accepted_complete,69,0.026552903421577952,0.0,0.0,4.823581301025115
S,2,accepted_complete,70,0.03424459899820033,0.0,0.0,2.5305178629932925
S,2,accepted_complete,71,0.034286363139038996,0.0,0.0,2.0358520769514143
S,2,accepted_complete,72,0.0232986110661711,0.0,0.0,3.9896496819565073
S,2,accepted_complete,73,0.023054096049496105,0.0,0.0,3.3318813600344583
S,2,accepted_complete,74,0.07554514502130803,0.0,0.0,4.677944011054933
S,2,accepted_complete,75,0.03270811365828628,0.0,0.0,4.801145884091966
S,2,accepted_complete,76,0.03071779651301248,0.0,0.0,4.738837559008971
S,2,accepted_complete,77,0.025486811640716735,0.0,0.0,4.8146659169578925
S,2,accepted_complete,78,0.025322145826759793,0.0,0.0,4.77542359707877
S,2,accepted_complete,79,0.024535727908923513,0.0,0.0,4.766713776974939
S,2,accepted_complete,80,0.02017231915323507,0.0,0.0,4.719184549991041
S,2,accepted_complete,81,0.033310686193761374,0.0,0.0,4.758959005004726
S,2,accepted_complete,82,0.028169245680882818,0.0,0.0,4.786496186978184
S,2,accepted_complete,83,0.02424999632473503,0.0,0.0,4.692792878951877
S,2,accepted_complete,84,0.0246826277247497,0.0,0.0,4.761431769002229
S,2,accepted_complete,85,0.022034469282343275,0.0,0.0,4.785724548040889
S,2,accepted_complete,86,0.030539210442276227,0.0,0.0,4.752085627987981
S,2,accepted_complete,87,0.050408643359939255,0.0,0.0,3.565141072962433
S,2,accepted_complete,88,0.03941104578829947,0.0,0.0,4.556919431081042
S,2,accepted_complete,89,0.025166677976293222,0.0,0.0,4.810998184024356
S,2,accepted_complete,90,0.023071463707657086,0.0,0.0,4.6908208089880645
S,2,accepted_complete,91,0.03751669948299726,0.0,0.0,4.343725507962517
S,2,accepted_complete,92,0.02775052429309913,0.0,0.0,2.041822280967608
S,2,accepted_complete,93,0.03506750613451004,0.0,0.0,2.605952401063405
S,2,accepted_complete,94,0.030711104649873006,0.0,0.0,4.672104522935115
S,2,accepted_complete,95,0.020677663430216767,0.0,0.0,4.816749247023836
S,2,accepted_complete,96,0.02365387213372049,0.0,0.0,4.756251413025893
S,2,accepted_complete,97,0.022772939565281074,0.0,0.0,4.782149436068721
S,2,accepted_complete,98,0.023393080481106325,0.0,0.0,4.729482857044786
S,2,accepted_complete,99,0.029491818598693327,0.0,0.0,4.772173147997819
S,2,accepted_complete,100,0.022468243592551777,0.0,0.0,4.767576828948222
A,1,accepted_complete,1,0.1587880727602169,0.0,0.0,20.471797011909075
A,1,accepted_complete,2,0.06798669067211449,0.0,0.0,13.969523355015554
A,1,accepted_complete,3,0.05055841361172497,0.0,0.0,13.844206509995274
A,1,accepted_complete,4,0.04803454817738384,0.0,0.0,18.333255834993906
A,1,accepted_complete,5,0.05270549590932205,0.0,0.0,17.77061065705493
A,1,accepted_complete,6,0.048790131346322596,0.0,0.0,16.527660508989356
A,1,accepted_complete,7,0.04695585853187367,0.0,0.0,17.782838308950886
A,1,accepted_complete,8,0.04535316157853231,0.0,0.0,18.292041386011988
A,1,accepted_complete,9,0.043620389711577445,0.0,0.0,17.959032139973715
A,1,accepted_complete,10,0.045714405830949545,0.0,0.0,18.405438913032413
A,1,accepted_complete,11,0.03907856234582141,0.0047823197273828555,0.0,19.31782229593955
A,1,accepted_complete,12,0.03484613634645939,0.002097785518344608,0.0,18.376217736979015
A,1,accepted_complete,13,0.04083455802174285,0.0027812177959276596,0.0,10.668826506938785
A,1,accepted_complete,14,0.04076656745746732,0.007502250708057545,0.0,14.358525305055082
A,1,accepted_complete,15,0.03605020191753283,0.002420480792352464,0.0,18.427361113019288
A,1,accepted_complete,16,0.035743652493692935,0.0030509019543387694,0.0,15.003099299967289
A,1,accepted_complete,17,0.044586218893527985,0.0036039742044522427,0.0,17.81924090301618
A,1,accepted_complete,18,0.0334249873412773,0.0027101524192403303,0.0,18.209923011017963
A,1,accepted_complete,19,0.03352527116658166,0.0027645701993606053,0.0,18.44799358700402
A,1,accepted_complete,20,0.03700635093264282,0.003871737360896077,0.0,17.760426328983158
A,1,accepted_complete,21,0.044320858316496015,0.0020548876618704526,0.0,19.276463781949133
A,1,accepted_complete,22,0.04970223596319556,0.003407460053495015,0.0,18.109815460047685
A,1,accepted_complete,23,0.03612897719722241,0.005768320905190194,0.0,17.762587736011483
A,1,accepted_complete,24,0.03156957705505192,0.0036095162486162735,0.0,10.805787947960198
A,1,accepted_complete,25,0.029109754541423172,0.003173414628690807,0.0,14.443910215981305
A,1,accepted_complete,26,0.025828445854131132,0.0022849377319289488,0.0,17.85753893398214
A,1,accepted_complete,27,0.029047373333014548,0.0018199581845692592,0.0,18.45753285009414
A,1,accepted_complete,28,0.02610122915939428,0.0021003005722377566,0.0,17.829928243998438
A,1,accepted_complete,29,0.04270443465793505,0.00346012384579808,0.0,18.364320625085384
A,1,accepted_complete,30,0.04154715809272602,0.004110763662538375,0.0,18.33491065900307
A,1,accepted_complete,31,0.03556309948908165,0.0025097986163018504,0.0,17.918149031931534
A,1,accepted_complete,32,0.024569044064264745,0.0027501486729306635,0.0,18.24579260998871
A,1,accepted_complete,33,0.042975849471986294,0.0025121625203610165,0.0,18.493474325048737
A,1,accepted_complete,34,0.031047130119986832,0.0034212862065032823,0.0,16.79620873706881
A,1,accepted_complete,35,0.037691961362725124,0.004174029738351237,0.0,8.868957930942997
A,1,accepted_complete,36,0.035648774239234626,0.003068439033086179,0.0,11.970084423897788
A,1,accepted_complete,37,0.023361958912573755,0.0012692574691754999,0.0,18.242295639007352
A,1,accepted_complete,38,0.027442714635981247,0.002752893146862334,0.0,18.40798175195232
A,1,accepted_complete,39,0.022110076999524608,0.0019037002421100624,0.0,17.76423029100988
A,1,accepted_complete,40,0.02578422677470371,0.0022938315978535684,0.0,17.777662580949254
A,1,accepted_complete,41,0.03138333297101781,0.0022420486066039302,0.0,19.099495846079662
A,1,accepted_complete,42,0.027618656953563914,0.0034553144450910622,0.0,18.431739141000435
A,1,accepted_complete,43,0.023832829669117928,0.003784808410273399,0.0,17.837803797097877
A,1,accepted_complete,44,0.020236166106769815,0.0012665527792705689,0.0,18.485933550051413
A,1,accepted_complete,45,0.03622990401345305,0.003683327049657237,0.0,16.154721839004196
A,1,accepted_complete,46,0.060485020047053695,0.007551784910901915,0.0,12.055288725998253
A,1,accepted_complete,47,0.03287926589837298,0.003988983535236912,0.0,13.439044678932987
A,1,accepted_complete,48,0.05119147355435416,0.005750255040766206,0.0,17.91400487907231
A,1,accepted_complete,49,0.029771592700853944,0.004875462107520434,0.0,18.150700157973915
A,1,accepted_complete,50,0.0315578302834183,0.0015451462240889668,0.0,17.916551326052286
A,1,accepted_complete,51,0.029612548038130626,0.002369530409850995,0.0,19.153699432034045
A,1,accepted_complete,52,0.021632685587974265,0.0019423940393608063,0.0,18.42784795688931
A,1,accepted_complete,53,0.02319592793355696,0.0013441572700685356,0.0,18.389913541032
A,1,accepted_complete,54,0.057553834543796256,0.0058108522721340705,0.0,17.78941687301267
A,1,accepted_complete,55,0.03922697389498353,0.005260588794044452,0.0,16.020475761964917
A,1,accepted_complete,56,0.026567709865048528,0.002145897720765788,0.0,18.14664550498128
A,1,accepted_complete,57,0.03185306902742013,0.0024311745228260406,0.0,12.103873730055057
A,1,accepted_complete,58,0.021164421690627933,0.0015749294761917554,0.0,14.371913957991637
