panel_id,seed,stage_index,domain,class_id,K,replicate,slot,matched_cosine,directional_support
B0-EMA,0,0,REFUGE,1,3,0,0,0.9991532705941892,PRESENT
B0-EMA,0,0,REFUGE,1,3,0,1,0.9998981666358638,PRESENT
B0-EMA,0,0,REFUGE,1,3,0,2,0.9998942880760984,PRESENT
B0-EMA,0,0,REFUGE,1,3,1,0,0.9093382832373265,PRESENT
B0-EMA,0,0,REFUGE,1,3,1,1,0.783769483705026,PRESENT
B0-EMA,0,0,REFUGE,1,3,1,2,0.9978139269406884,PRESENT
B0-EMA,0,0,REFUGE,1,3,2,0,0.9950839917831558,PRESENT
B0-EMA,0,0,REFUGE,1,3,2,1,0.9408246307275038,PRESENT
B0-EMA,0,0,REFUGE,1,3,2,2,0.9973036676240835,PRESENT
B0-EMA,0,0,REFUGE,1,3,3,0,0.999220227903331,PRESENT
B0-EMA,0,0,REFUGE,1,3,3,1,0.9981112512916536,PRESENT
B0-EMA,0,0,REFUGE,1,3,3,2,0.9998804921363387,PRESENT
B0-EMA,0,0,REFUGE,1,3,4,0,0.9131595045443408,PRESENT
B0-EMA,0,0,REFUGE,1,3,4,1,0.7927336367541664,PRESENT
B0-EMA,0,0,REFUGE,1,3,4,2,0.9989228025702381,PRESENT
B0-EMA,0,0,REFUGE,1,5,0,0,0.9997025686445842,PRESENT
B0-EMA,0,0,REFUGE,1,5,0,1,0.9990734142295746,PRESENT
B0-EMA,0,0,REFUGE,1,5,0,2,0.9996942832674016,PRESENT
B0-EMA,0,0,REFUGE,1,5,0,3,0.9990192643862943,PRESENT
B0-EMA,0,0,REFUGE,1,5,0,4,0.9985447330596935,PRESENT
B0-EMA,0,0,REFUGE,1,5,1,0,0.9998985068785301,PRESENT
B0-EMA,0,0,REFUGE,1,5,1,1,0.9995483977453788,PRESENT
B0-EMA,0,0,REFUGE,1,5,1,2,0.9972829367934786,PRESENT
B0-EMA,0,0,REFUGE,1,5,1,3,0.999131363725191,PRESENT
B0-EMA,0,0,REFUGE,1,5,1,4,0.999866870825086,PRESENT
B0-EMA,0,0,REFUGE,1,5,2,0,0.9998885934825796,PRESENT
B0-EMA,0,0,REFUGE,1,5,2,1,0.9996743475420597,PRESENT
B0-EMA,0,0,REFUGE,1,5,2,2,0.9989535905949037,PRESENT
B0-EMA,0,0,REFUGE,1,5,2,3,0.999827078369475,PRESENT
B0-EMA,0,0,REFUGE,1,5,2,4,0.9998147498400021,PRESENT
B0-EMA,0,0,REFUGE,1,5,3,0,0.9997792779671885,PRESENT
B0-EMA,0,0,REFUGE,1,5,3,1,0.9990995913893396,PRESENT
B0-EMA,0,0,REFUGE,1,5,3,2,0.9976566628996119,PRESENT
B0-EMA,0,0,REFUGE,1,5,3,3,0.9976438914975356,PRESENT
B0-EMA,0,0,REFUGE,1,5,3,4,0.9985211136318723,PRESENT
B0-EMA,0,0,REFUGE,1,5,4,0,0.9998500601010366,PRESENT
B0-EMA,0,0,REFUGE,1,5,4,1,0.9996491568066368,PRESENT
B0-EMA,0,0,REFUGE,1,5,4,2,0.9981025881510724,PRESENT
B0-EMA,0,0,REFUGE,1,5,4,3,0.9998564946683889,PRESENT
B0-EMA,0,0,REFUGE,1,5,4,4,0.9996850589501134,PRESENT
B0-EMA,0,0,REFUGE,2,1,0,0,0.9988872906538018,PRESENT
B0-EMA,0,0,REFUGE,2,1,1,0,0.9998514052354913,PRESENT
B0-EMA,0,0,REFUGE,2,1,2,0,0.9998314828466702,PRESENT
B0-EMA,0,0,REFUGE,2,1,3,0,0.999720631305492,PRESENT
B0-EMA,0,0,REFUGE,2,1,4,0,0.9991680504673569,PRESENT
B0-EMA,0,0,REFUGE,2,2,0,0,0.9936861146583221,PRESENT
B0-EMA,0,0,REFUGE,2,2,0,1,0.9998154623138599,PRESENT
B0-EMA,0,0,REFUGE,2,2,1,0,0.9990838594433562,PRESENT
B0-EMA,0,0,REFUGE,2,2,1,1,0.9998776213796585,PRESENT
B0-EMA,0,0,REFUGE,2,2,2,0,0.9988954682682855,PRESENT
B0-EMA,0,0,REFUGE,2,2,2,1,0.9999461744997988,PRESENT
B0-EMA,0,0,REFUGE,2,2,3,0,0.9964671848171921,PRESENT
B0-EMA,0,0,REFUGE,2,2,3,1,0.9999009795770452,PRESENT
B0-EMA,0,0,REFUGE,2,2,4,0,0.9963500811859167,PRESENT
B0-EMA,0,0,REFUGE,2,2,4,1,0.999198854099925,PRESENT
B0-EMA,0,0,REFUGE,2,3,0,0,0.9888123194051204,PRESENT
B0-EMA,0,0,REFUGE,2,3,0,1,0.8273144216250918,PRESENT
B0-EMA,0,0,REFUGE,2,3,0,2,0.9728702836294122,PRESENT
B0-EMA,0,0,REFUGE,2,3,1,0,0.9997006481907837,PRESENT
B0-EMA,0,0,REFUGE,2,3,1,1,0.999887133183868,PRESENT
B0-EMA,0,0,REFUGE,2,3,1,2,0.9980922042249742,PRESENT
B0-EMA,0,0,REFUGE,2,3,2,0,0.9999755224093198,PRESENT
B0-EMA,0,0,REFUGE,2,3,2,1,0.9996485489445338,PRESENT
B0-EMA,0,0,REFUGE,2,3,2,2,0.9988245697798193,PRESENT
B0-EMA,0,0,REFUGE,2,3,3,0,0.9998250359457731,PRESENT
B0-EMA,0,0,REFUGE,2,3,3,1,0.9990248422716645,PRESENT
B0-EMA,0,0,REFUGE,2,3,3,2,0.9890858900249434,PRESENT
B0-EMA,0,0,REFUGE,2,3,4,0,0.9997806659785097,PRESENT
B0-EMA,0,0,REFUGE,2,3,4,1,0.9953082963968981,PRESENT
B0-EMA,0,0,REFUGE,2,3,4,2,0.9861003144942218,PRESENT
B0-EMA,0,0,REFUGE,2,5,0,0,0.9980742443049461,PRESENT
B0-EMA,0,0,REFUGE,2,5,0,1,0.9995668254152852,PRESENT
B0-EMA,0,0,REFUGE,2,5,0,2,0.9999447786583501,PRESENT
B0-EMA,0,0,REFUGE,2,5,0,3,0.9998715806511851,PRESENT
B0-EMA,0,0,REFUGE,2,5,0,4,0.9889131133657334,PRESENT
B0-EMA,0,0,REFUGE,2,5,1,0,0.9998478261404887,PRESENT
B0-EMA,0,0,REFUGE,2,5,1,1,0.9992107717968216,PRESENT
B0-EMA,0,0,REFUGE,2,5,1,2,0.9999349596208027,PRESENT
B0-EMA,0,0,REFUGE,2,5,1,3,0.9997909114367473,PRESENT
B0-EMA,0,0,REFUGE,2,5,1,4,0.9975238733893305,PRESENT
B0-EMA,0,0,REFUGE,2,5,2,0,0.9998894823994738,PRESENT
B0-EMA,0,0,REFUGE,2,5,2,1,0.9998213202533647,PRESENT
B0-EMA,0,0,REFUGE,2,5,2,2,0.999930136147448,PRESENT
B0-EMA,0,0,REFUGE,2,5,2,3,0.9998345917209202,PRESENT
B0-EMA,0,0,REFUGE,2,5,2,4,0.9951018503178798,PRESENT
B0-EMA,0,0,REFUGE,2,5,3,0,0.9996148332702913,PRESENT
B0-EMA,0,0,REFUGE,2,5,3,1,0.9993272853819415,PRESENT
B0-EMA,0,0,REFUGE,2,5,3,2,0.9998321735376434,PRESENT
B0-EMA,0,0,REFUGE,2,5,3,3,0.9998305408328496,PRESENT
B0-EMA,0,0,REFUGE,2,5,3,4,0.9881260009801125,PRESENT
B0-EMA,0,0,REFUGE,2,5,4,0,0.9995454303002936,PRESENT
B0-EMA,0,0,REFUGE,2,5,4,1,0.9979993089849563,PRESENT
B0-EMA,0,0,REFUGE,2,5,4,2,0.9992996517912827,PRESENT
B0-EMA,0,0,REFUGE,2,5,4,3,0.999543455436755,PRESENT
B0-EMA,0,0,REFUGE,2,5,4,4,0.999353822334762,PRESENT
B0-EMA,0,1,RIM_ONE_r3,0,1,0,0,0.9998970343830501,PRESENT
B0-EMA,0,1,RIM_ONE_r3,0,1,1,0,0.998882850807326,PRESENT
B0-EMA,0,1,RIM_ONE_r3,0,1,2,0,0.9999031896821106,PRESENT
B0-EMA,0,1,RIM_ONE_r3,0,1,3,0,0.99975091454534,PRESENT
B0-EMA,0,1,RIM_ONE_r3,0,1,4,0,0.999329224551551,PRESENT
B0-EMA,0,1,RIM_ONE_r3,0,2,0,0,0.9997804019324682,PRESENT
B0-EMA,0,1,RIM_ONE_r3,0,2,0,1,0.9999021175780082,PRESENT
B0-EMA,0,1,RIM_ONE_r3,0,2,1,0,0.9992832968052112,PRESENT
B0-EMA,0,1,RIM_ONE_r3,0,2,1,1,0.9998346174484284,PRESENT
B0-EMA,0,1,RIM_ONE_r3,0,2,2,0,0.999672856915004,PRESENT
B0-EMA,0,1,RIM_ONE_r3,0,2,2,1,0.9999300078280015,PRESENT
B0-EMA,0,1,RIM_ONE_r3,0,2,3,0,0.999108964877965,PRESENT
B0-EMA,0,1,RIM_ONE_r3,0,2,3,1,0.9999678595524646,PRESENT
B0-EMA,0,1,RIM_ONE_r3,0,2,4,0,0.9997479631341016,PRESENT
B0-EMA,0,1,RIM_ONE_r3,0,2,4,1,0.9992658838773638,PRESENT
B0-EMA,0,1,RIM_ONE_r3,0,3,0,0,0.9998987920436728,PRESENT
B0-EMA,0,1,RIM_ONE_r3,0,3,0,1,0.9997654031395783,PRESENT
B0-EMA,0,1,RIM_ONE_r3,0,3,0,2,0.9997646711864829,PRESENT
B0-EMA,0,1,RIM_ONE_r3,0,3,1,0,0.9998869853480686,PRESENT
B0-EMA,0,1,RIM_ONE_r3,0,3,1,1,0.9995116980401487,PRESENT
B0-EMA,0,1,RIM_ONE_r3,0,3,1,2,0.9996246822659965,PRESENT
B0-EMA,0,1,RIM_ONE_r3,0,3,2,0,0.9998760272373237,PRESENT
B0-EMA,0,1,RIM_ONE_r3,0,3,2,1,0.9992186530565621,PRESENT
B0-EMA,0,1,RIM_ONE_r3,0,3,2,2,0.9995502927646036,PRESENT
B0-EMA,0,1,RIM_ONE_r3,0,3,3,0,0.9999741019295937,PRESENT
B0-EMA,0,1,RIM_ONE_r3,0,3,3,1,0.9998495907430779,PRESENT
B0-EMA,0,1,RIM_ONE_r3,0,3,3,2,0.9991346333292598,PRESENT
B0-EMA,0,1,RIM_ONE_r3,0,3,4,0,0.9993510511901778,PRESENT
B0-EMA,0,1,RIM_ONE_r3,0,3,4,1,0.9983939237260679,PRESENT
B0-EMA,0,1,RIM_ONE_r3,0,3,4,2,0.9971001198652654,PRESENT
B0-EMA,0,1,RIM_ONE_r3,0,5,0,0,0.9962414525620836,PRESENT
B0-EMA,0,1,RIM_ONE_r3,0,5,0,1,0.7650145772447584,PRESENT
B0-EMA,0,1,RIM_ONE_r3,0,5,0,2,0.9989996684109066,PRESENT
B0-EMA,0,1,RIM_ONE_r3,0,5,0,3,0.9980282938033421,PRESENT
B0-EMA,0,1,RIM_ONE_r3,0,5,0,4,0.9069537860966387,PRESENT
B0-EMA,0,1,RIM_ONE_r3,0,5,1,0,0.9968109955871365,PRESENT
B0-EMA,0,1,RIM_ONE_r3,0,5,1,1,0.7776868649396016,PRESENT
B0-EMA,0,1,RIM_ONE_r3,0,5,1,2,0.9987303798476485,PRESENT
B0-EMA,0,1,RIM_ONE_r3,0,5,1,3,0.9994330482161526,PRESENT
B0-EMA,0,1,RIM_ONE_r3,0,5,1,4,0.9051793865545378,PRESENT
B0-EMA,0,1,RIM_ONE_r3,0,5,2,0,0.9999227300831869,PRESENT
B0-EMA,0,1,RIM_ONE_r3,0,5,2,1,0.9987809528010795,PRESENT
B0-EMA,0,1,RIM_ONE_r3,0,5,2,2,0.9995796728884323,PRESENT
B0-EMA,0,1,RIM_ONE_r3,0,5,2,3,0.999471586249485,PRESENT
B0-EMA,0,1,RIM_ONE_r3,0,5,2,4,0.9996439807618147,PRESENT
B0-EMA,0,1,RIM_ONE_r3,0,5,3,0,0.9972955167059037,PRESENT
B0-EMA,0,1,RIM_ONE_r3,0,5,3,1,0.7533987760398817,PRESENT
B0-EMA,0,1,RIM_ONE_r3,0,5,3,2,0.9965146325306697,PRESENT
B0-EMA,0,1,RIM_ONE_r3,0,5,3,3,0.9985206622290409,PRESENT
B0-EMA,0,1,RIM_ONE_r3,0,5,3,4,0.966986252315379,PRESENT
B0-EMA,0,1,RIM_ONE_r3,0,5,4,0,0.9972986006112463,PRESENT
B0-EMA,0,1,RIM_ONE_r3,0,5,4,1,0.7574017681632434,PRESENT
B0-EMA,0,1,RIM_ONE_r3,0,5,4,2,0.996748176705734,PRESENT
B0-EMA,0,1,RIM_ONE_r3,0,5,4,3,0.9991694697101036,PRESENT
B0-EMA,0,1,RIM_ONE_r3,0,5,4,4,0.9088833621767617,PRESENT
B0-EMA,0,1,RIM_ONE_r3,1,1,0,0,0.9997791853201731,PRESENT
B0-EMA,0,1,RIM_ONE_r3,1,1,1,0,0.9987287396614184,PRESENT
B0-EMA,0,1,RIM_ONE_r3,1,1,2,0,0.9988232428240899,PRESENT
B0-EMA,0,1,RIM_ONE_r3,1,1,3,0,0.9991404210960233,PRESENT
B0-EMA,0,1,RIM_ONE_r3,1,1,4,0,0.9991798683408538,PRESENT
B0-EMA,0,1,RIM_ONE_r3,1,2,0,0,0.9999398572400933,PRESENT
B0-EMA,0,1,RIM_ONE_r3,1,2,0,1,0.9983535690798375,PRESENT
B0-EMA,0,1,RIM_ONE_r3,1,2,1,0,0.9995966076120505,PRESENT
B0-EMA,0,1,RIM_ONE_r3,1,2,1,1,0.9974217919260283,PRESENT
B0-EMA,0,1,RIM_ONE_r3,1,2,2,0,0.9994617832352125,PRESENT
B0-EMA,0,1,RIM_ONE_r3,1,2,2,1,0.9946530488745222,PRESENT
B0-EMA,0,1,RIM_ONE_r3,1,2,3,0,0.999742026315316,PRESENT
B0-EMA,0,1,RIM_ONE_r3,1,2,3,1,0.991890917396551,PRESENT
B0-EMA,0,1,RIM_ONE_r3,1,2,4,0,0.9991932694519114,PRESENT
B0-EMA,0,1,RIM_ONE_r3,1,2,4,1,0.9927542931629283,PRESENT
B0-EMA,0,1,RIM_ONE_r3,1,3,0,0,0.9996692292207386,PRESENT
B0-EMA,0,1,RIM_ONE_r3,1,3,0,1,0.998494944606898,PRESENT
B0-EMA,0,1,RIM_ONE_r3,1,3,0,2,0.9999420653229378,PRESENT
B0-EMA,0,1,RIM_ONE_r3,1,3,1,0,0.989971878401122,PRESENT
B0-EMA,0,1,RIM_ONE_r3,1,3,1,1,0.9873138463395954,PRESENT
B0-EMA,0,1,RIM_ONE_r3,1,3,1,2,0.9972276634063024,PRESENT
B0-EMA,0,1,RIM_ONE_r3,1,3,2,0,0.9901352781218012,PRESENT
B0-EMA,0,1,RIM_ONE_r3,1,3,2,1,0.9811628525466305,PRESENT
B0-EMA,0,1,RIM_ONE_r3,1,3,2,2,0.9963615709152717,PRESENT
B0-EMA,0,1,RIM_ONE_r3,1,3,3,0,0.9978492080981587,PRESENT
B0-EMA,0,1,RIM_ONE_r3,1,3,3,1,0.992312116936129,PRESENT
B0-EMA,0,1,RIM_ONE_r3,1,3,3,2,0.9991047548423738,PRESENT
B0-EMA,0,1,RIM_ONE_r3,1,3,4,0,0.9992371670626314,PRESENT
B0-EMA,0,1,RIM_ONE_r3,1,3,4,1,0.9942710294448708,PRESENT
B0-EMA,0,1,RIM_ONE_r3,1,3,4,2,0.9988358235644937,PRESENT
B0-EMA,0,1,RIM_ONE_r3,1,5,0,0,0.9930581151080555,PRESENT
B0-EMA,0,1,RIM_ONE_r3,1,5,0,1,0.9990842887883162,PRESENT
B0-EMA,0,1,RIM_ONE_r3,1,5,0,2,0.99776031231918,PRESENT
B0-EMA,0,1,RIM_ONE_r3,1,5,0,3,0.9527364809812277,PRESENT
B0-EMA,0,1,RIM_ONE_r3,1,5,0,4,0.9986864356475381,PRESENT
B0-EMA,0,1,RIM_ONE_r3,1,5,1,0,0.9945326591909013,PRESENT
B0-EMA,0,1,RIM_ONE_r3,1,5,1,1,0.9995166208974553,PRESENT
B0-EMA,0,1,RIM_ONE_r3,1,5,1,2,0.9972789852298437,PRESENT
B0-EMA,0,1,RIM_ONE_r3,1,5,1,3,0.953182017712008,PRESENT
B0-EMA,0,1,RIM_ONE_r3,1,5,1,4,0.9955462239758623,PRESENT
B0-EMA,0,1,RIM_ONE_r3,1,5,2,0,0.9996102530875134,PRESENT
B0-EMA,0,1,RIM_ONE_r3,1,5,2,1,0.9993700152778521,PRESENT
B0-EMA,0,1,RIM_ONE_r3,1,5,2,2,0.9922856412906537,PRESENT
B0-EMA,0,1,RIM_ONE_r3,1,5,2,3,0.9987919099044703,PRESENT
B0-EMA,0,1,RIM_ONE_r3,1,5,2,4,0.9971259309623757,PRESENT
B0-EMA,0,1,RIM_ONE_r3,1,5,3,0,0.9870657791893737,PRESENT
B0-EMA,0,1,RIM_ONE_r3,1,5,3,1,0.9995498255472843,PRESENT
B0-EMA,0,1,RIM_ONE_r3,1,5,3,2,0.9933415245967014,PRESENT
B0-EMA,0,1,RIM_ONE_r3,1,5,3,3,0.9493315907630808,PRESENT
B0-EMA,0,1,RIM_ONE_r3,1,5,3,4,0.9864703917285252,PRESENT
B0-EMA,0,1,RIM_ONE_r3,1,5,4,0,0.9888228698452857,PRESENT
B0-EMA,0,1,RIM_ONE_r3,1,5,4,1,0.9993502502387706,PRESENT
B0-EMA,0,1,RIM_ONE_r3,1,5,4,2,0.9960698091153917,PRESENT
B0-EMA,0,1,RIM_ONE_r3,1,5,4,3,0.9508955341251469,PRESENT
B0-EMA,0,1,RIM_ONE_r3,1,5,4,4,0.9883641228846222,PRESENT
B0-EMA,0,1,RIM_ONE_r3,2,1,0,0,0.9994170337653903,PRESENT
B0-EMA,0,1,RIM_ONE_r3,2,1,1,0,0.9997281246548044,PRESENT
B0-EMA,0,1,RIM_ONE_r3,2,1,2,0,0.9994487745049025,PRESENT
B0-EMA,0,1,RIM_ONE_r3,2,1,3,0,0.9991150791633194,PRESENT
B0-EMA,0,1,RIM_ONE_r3,2,1,4,0,0.9983149455736836,PRESENT
B0-EMA,0,1,RIM_ONE_r3,2,2,0,0,0.9987644782435886,PRESENT
B0-EMA,0,1,RIM_ONE_r3,2,2,0,1,0.9954325171861313,PRESENT
B0-EMA,0,1,RIM_ONE_r3,2,2,1,0,0.9991422324789747,PRESENT
B0-EMA,0,1,RIM_ONE_r3,2,2,1,1,0.9971640610063399,PRESENT
B0-EMA,0,1,RIM_ONE_r3,2,2,2,0,0.9985856159845241,PRESENT
B0-EMA,0,1,RIM_ONE_r3,2,2,2,1,0.9957201229931156,PRESENT
B0-EMA,0,1,RIM_ONE_r3,2,2,3,0,0.9963068402570107,PRESENT
B0-EMA,0,1,RIM_ONE_r3,2,2,3,1,0.9766414357545363,PRESENT
B0-EMA,0,1,RIM_ONE_r3,2,2,4,0,0.9937395397372568,PRESENT
B0-EMA,0,1,RIM_ONE_r3,2,2,4,1,0.9909493715260507,PRESENT
B0-EMA,0,1,RIM_ONE_r3,2,3,0,0,0.9987561417961468,PRESENT
B0-EMA,0,1,RIM_ONE_r3,2,3,0,1,0.999773607509295,PRESENT
B0-EMA,0,1,RIM_ONE_r3,2,3,0,2,0.9944619361562462,PRESENT
B0-EMA,0,1,RIM_ONE_r3,2,3,1,0,0.9962592571376293,PRESENT
B0-EMA,0,1,RIM_ONE_r3,2,3,1,1,0.9990999668924628,PRESENT
B0-EMA,0,1,RIM_ONE_r3,2,3,1,2,0.9788289150102973,PRESENT
B0-EMA,0,1,RIM_ONE_r3,2,3,2,0,0.9987558594794526,PRESENT
B0-EMA,0,1,RIM_ONE_r3,2,3,2,1,0.9999471155616286,PRESENT
B0-EMA,0,1,RIM_ONE_r3,2,3,2,2,0.9985417754371794,PRESENT
B0-EMA,0,1,RIM_ONE_r3,2,3,3,0,0.9935466606041492,PRESENT
B0-EMA,0,1,RIM_ONE_r3,2,3,3,1,0.9972426068737931,PRESENT
B0-EMA,0,1,RIM_ONE_r3,2,3,3,2,0.9623913374904824,PRESENT
B0-EMA,0,1,RIM_ONE_r3,2,3,4,0,0.9982722005033493,PRESENT
B0-EMA,0,1,RIM_ONE_r3,2,3,4,1,0.9988527637807735,PRESENT
B0-EMA,0,1,RIM_ONE_r3,2,3,4,2,0.9960956743468921,PRESENT
B0-EMA,0,1,RIM_ONE_r3,2,5,0,0,0.9998031737850508,PRESENT
B0-EMA,0,1,RIM_ONE_r3,2,5,0,1,0.9987588955461187,PRESENT
B0-EMA,0,1,RIM_ONE_r3,2,5,0,2,0.9989692094472357,PRESENT
B0-EMA,0,1,RIM_ONE_r3,2,5,0,3,0.9934322094051683,PRESENT
B0-EMA,0,1,RIM_ONE_r3,2,5,0,4,0.9905968182643933,PRESENT
B0-EMA,0,1,RIM_ONE_r3,2,5,1,0,0.9990356255291938,PRESENT
B0-EMA,0,1,RIM_ONE_r3,2,5,1,1,0.9998490764127909,PRESENT
B0-EMA,0,1,RIM_ONE_r3,2,5,1,2,0.9993358589013884,PRESENT
B0-EMA,0,1,RIM_ONE_r3,2,5,1,3,0.9992625369802095,PRESENT
B0-EMA,0,1,RIM_ONE_r3,2,5,1,4,0.9988408285631519,PRESENT
B0-EMA,0,1,RIM_ONE_r3,2,5,2,0,0.9997748190575841,PRESENT
B0-EMA,0,1,RIM_ONE_r3,2,5,2,1,0.9983492624743869,PRESENT
B0-EMA,0,1,RIM_ONE_r3,2,5,2,2,0.999577528415627,PRESENT
B0-EMA,0,1,RIM_ONE_r3,2,5,2,3,0.996288296585512,PRESENT
B0-EMA,0,1,RIM_ONE_r3,2,5,2,4,0.9911027406955905,PRESENT
B0-EMA,0,1,RIM_ONE_r3,2,5,3,0,0.9990200665452282,PRESENT
B0-EMA,0,1,RIM_ONE_r3,2,5,3,1,0.9993231742510362,PRESENT
B0-EMA,0,1,RIM_ONE_r3,2,5,3,2,0.9991019732610821,PRESENT
B0-EMA,0,1,RIM_ONE_r3,2,5,3,3,0.9956354034097864,PRESENT
B0-EMA,0,1,RIM_ONE_r3,2,5,3,4,0.9993810982420257,PRESENT
B0-EMA,0,1,RIM_ONE_r3,2,5,4,0,0.9918261877418629,PRESENT
B0-EMA,0,1,RIM_ONE_r3,2,5,4,1,0.9704315339046857,PRESENT
B0-EMA,0,1,RIM_ONE_r3,2,5,4,2,0.9984607386260879,PRESENT
