arm,backbone,checkpoint_sha256,code_commit,config_digest,cup,data_schedule_digest,deployment_equal,disc_union,domain,latency_ms_mean,latency_ms_p95,macro,optimization_seed,prefix_sha256,prefix_source_commit,rim,supported_images,task,training_code_commit
B2,DINOV2_VITS14_QUERY,87cdc821789dba690d40a97fa3c80b8d0eeba4266b8d66168698dfda18fd9b9e,e94413b499bcf6b348c841d80fbde93263b4c4ef,01ba70aec7ac60ff6b5b467a83f2817e27b5cd5b54d043d1e6b447bfe65c492b,0.8004170604050159,c208ea5141f2b71772b5288cbb0d9fb1a867e70c5c134e6ce7961192b7a9eac4,True,0.9548086479306221,RIM_ONE_r3,22.585816960781813,22.697405540384352,0.8233152389526367,261,18a311c4ffc6e5bcd3ae277b5073d5f4cfb6c6f2689dc3a7692ec575a17a91d0,41dfa243f15b184d728c19422a9f23ddcb346de9,0.8462134175002575,40,s261__DINOV2_VITS14_QUERY__RIM_ONE_r3__B2,e94413b499bcf6b348c841d80fbde93263b4c4ef
B3,DINOV2_VITS14_QUERY,1e2fb402ae6386b3e1cf14d03aa1f8a8578fac08a1fa1f25d125529534cabc97,e94413b499bcf6b348c841d80fbde93263b4c4ef,01ba70aec7ac60ff6b5b467a83f2817e27b5cd5b54d043d1e6b447bfe65c492b,0.7962897285819054,c208ea5141f2b71772b5288cbb0d9fb1a867e70c5c134e6ce7961192b7a9eac4,True,0.9543343096971512,RIM_ONE_r3,22.51782740931958,22.86895120050758,0.8205668892711401,261,18a311c4ffc6e5bcd3ae277b5073d5f4cfb6c6f2689dc3a7692ec575a17a91d0,41dfa243f15b184d728c19422a9f23ddcb346de9,0.8448440499603749,40,s261__DINOV2_VITS14_QUERY__RIM_ONE_r3__B3,e94413b499bcf6b348c841d80fbde93263b4c4ef
B0,DINOV2_VITS14_QUERY,49d1548847fabe1f7518a5d67f7f5b46d44863c9b0f1698ed87a53020cc54eea,e94413b499bcf6b348c841d80fbde93263b4c4ef,01ba70aec7ac60ff6b5b467a83f2817e27b5cd5b54d043d1e6b447bfe65c492b,0.8594240146875382,f0de6a35cdfcab3095a01a403be2c60d06f1af8101bb978bac059f61a9b6795f,True,0.9641436958312988,Drishti_GS,22.463561687618494,22.869352623820305,0.8512430420517921,261,739345b836028009046474e8fa8c64f05815104b41cd4506aad0e8c87f9ed993,41dfa243f15b184d728c19422a9f23ddcb346de9,0.8430620694160461,25,s261__DINOV2_VITS14_QUERY__Drishti_GS__B0,e94413b499bcf6b348c841d80fbde93263b4c4ef
B1,DINOV2_VITS14_QUERY,b340eba1a7d98bf889f365e983b7df84402089877a8366d3a5653d15d1ab866b,e94413b499bcf6b348c841d80fbde93263b4c4ef,01ba70aec7ac60ff6b5b467a83f2817e27b5cd5b54d043d1e6b447bfe65c492b,0.8640990024805069,f0de6a35cdfcab3095a01a403be2c60d06f1af8101bb978bac059f61a9b6795f,True,0.9638656878471374,Drishti_GS,23.005995573475957,24.77692444808781,0.8563428464531898,261,739345b836028009046474e8fa8c64f05815104b41cd4506aad0e8c87f9ed993,41dfa243f15b184d728c19422a9f23ddcb346de9,0.8485866904258728,25,s261__DINOV2_VITS14_QUERY__Drishti_GS__B1,e94413b499bcf6b348c841d80fbde93263b4c4ef
B2,DINOV2_VITS14_QUERY,0552d450f1022e220595ae442e53c79910a5ad2d25f5ea26ff1d061f2caa8ca1,e94413b499bcf6b348c841d80fbde93263b4c4ef,01ba70aec7ac60ff6b5b467a83f2817e27b5cd5b54d043d1e6b447bfe65c492b,0.8590811491012573,f0de6a35cdfcab3095a01a403be2c60d06f1af8101bb978bac059f61a9b6795f,True,0.9641615009307861,Drishti_GS,22.337722522206604,22.49721752014011,0.8509937882423401,261,739345b836028009046474e8fa8c64f05815104b41cd4506aad0e8c87f9ed993,41dfa243f15b184d728c19422a9f23ddcb346de9,0.8429064273834228,25,s261__DINOV2_VITS14_QUERY__Drishti_GS__B2,e94413b499bcf6b348c841d80fbde93263b4c4ef
B3,DINOV2_VITS14_QUERY,6bb8edfc9d3f126ec4f4d69f1c7d1403809ee0b2c2305d47edbbf794d59fd60f,e94413b499bcf6b348c841d80fbde93263b4c4ef,01ba70aec7ac60ff6b5b467a83f2817e27b5cd5b54d043d1e6b447bfe65c492b,0.8644846427440643,f0de6a35cdfcab3095a01a403be2c60d06f1af8101bb978bac059f61a9b6795f,True,0.9639371228218079,Drishti_GS,24.815736804157495,29.071218916215013,0.8567734295129776,261,739345b836028009046474e8fa8c64f05815104b41cd4506aad0e8c87f9ed993,41dfa243f15b184d728c19422a9f23ddcb346de9,0.8490622162818908,25,s261__DINOV2_VITS14_QUERY__Drishti_GS__B3,e94413b499bcf6b348c841d80fbde93263b4c4ef
B0,UNET_QUERY_128,f1978014d7a337fffdbd8d3bdf0240b8920929658369e5976f3af3a9bf4d2c88,e94413b499bcf6b348c841d80fbde93263b4c4ef,01ba70aec7ac60ff6b5b467a83f2817e27b5cd5b54d043d1e6b447bfe65c492b,0.6709839582443238,3a352f171b16e2cbab45375f7e501214b767aa34dc7bf911f892b6b66627cbee,True,0.8848584562540054,RIM_ONE_r3,9.339621290564537,16.758704744279388,0.7122962366789579,262,0d4f5a84115a0c9a32406ac0aff165ce818f289053e0e41287cae2b9cafcd1d7,e94413b499bcf6b348c841d80fbde93263b4c4ef,0.7536085151135922,40,s262__UNET_QUERY_128__RIM_ONE_r3__B0,e94413b499bcf6b348c841d80fbde93263b4c4ef
B1,UNET_QUERY_128,fd8aaefd1e678002adb2ac7d5a0a2a545bfbb314130154dd80955dd2246d72fa,e94413b499bcf6b348c841d80fbde93263b4c4ef,01ba70aec7ac60ff6b5b467a83f2817e27b5cd5b54d043d1e6b447bfe65c492b,0.6705438375473023,3a352f171b16e2cbab45375f7e501214b767aa34dc7bf911f892b6b66627cbee,True,0.8851718490943312,RIM_ONE_r3,7.819606154225767,7.853658706881106,0.710990022495389,262,0d4f5a84115a0c9a32406ac0aff165ce818f289053e0e41287cae2b9cafcd1d7,e94413b499bcf6b348c841d80fbde93263b4c4ef,0.7514362074434757,40,s262__UNET_QUERY_128__RIM_ONE_r3__B1,e94413b499bcf6b348c841d80fbde93263b4c4ef
B2,UNET_QUERY_128,223ed78d4f870f8c2e1adf112e614762c056a3434301b573fe036e8741288a0b,e94413b499bcf6b348c841d80fbde93263b4c4ef,01ba70aec7ac60ff6b5b467a83f2817e27b5cd5b54d043d1e6b447bfe65c492b,0.6687466107308865,3a352f171b16e2cbab45375f7e501214b767aa34dc7bf911f892b6b66627cbee,True,0.8823233475908637,RIM_ONE_r3,7.958655175752938,8.070063265040517,0.7101392589509488,262,0d4f5a84115a0c9a32406ac0aff165ce818f289053e0e41287cae2b9cafcd1d7,e94413b499bcf6b348c841d80fbde93263b4c4ef,0.7515319071710109,40,s262__UNET_QUERY_128__RIM_ONE_r3__B2,e94413b499bcf6b348c841d80fbde93263b4c4ef
B3,UNET_QUERY_128,7b7b0694df10989c50a0ebf53538621f880efabf23a6e8724053a6646033dd30,e94413b499bcf6b348c841d80fbde93263b4c4ef,01ba70aec7ac60ff6b5b467a83f2817e27b5cd5b54d043d1e6b447bfe65c492b,0.6746742818504572,3a352f171b16e2cbab45375f7e501214b767aa34dc7bf911f892b6b66627cbee,True,0.8839238878339529,RIM_ONE_r3,7.7422574162483215,7.7697087079286575,0.7129386020824313,262,0d4f5a84115a0c9a32406ac0aff165ce818f289053e0e41287cae2b9cafcd1d7,e94413b499bcf6b348c841d80fbde93263b4c4ef,0.7512029223144054,40,s262__UNET_QUERY_128__RIM_ONE_r3__B3,e94413b499bcf6b348c841d80fbde93263b4c4ef
B0,UNET_QUERY_128,067216119614eab2d7831d49614d2f71b69d67f816037a469c8f4243bcced193,e94413b499bcf6b348c841d80fbde93263b4c4ef,01ba70aec7ac60ff6b5b467a83f2817e27b5cd5b54d043d1e6b447bfe65c492b,0.7759417158365249,b7164918a295e12e1122f00d3b46714143c796b7c4fd5192c2d7b25c85ce59dc,True,0.9400094652175903,Drishti_GS,7.7689394587650895,7.855467591434717,0.7435079750418663,262,9e661f47135dd6eb9b580db698d33038a740923429ec9bedc8d5d5f4cf1d4e8e,e94413b499bcf6b348c841d80fbde93263b4c4ef,0.7110742342472076,25,s262__UNET_QUERY_128__Drishti_GS__B0,e94413b499bcf6b348c841d80fbde93263b4c4ef
B1,UNET_QUERY_128,be419586f313655de8e0b4c167225fcca7225ce91e89a5833e39e20fcf9f0b1d,e94413b499bcf6b348c841d80fbde93263b4c4ef,01ba70aec7ac60ff6b5b467a83f2817e27b5cd5b54d043d1e6b447bfe65c492b,0.7792755478620529,b7164918a295e12e1122f00d3b46714143c796b7c4fd5192c2d7b25c85ce59dc,True,0.9399103260040284,Drishti_GS,7.741205766797066,7.797293504700065,0.7465502443909645,262,9e661f47135dd6eb9b580db698d33038a740923429ec9bedc8d5d5f4cf1d4e8e,e94413b499bcf6b348c841d80fbde93263b4c4ef,0.7138249409198761,25,s262__UNET_QUERY_128__Drishti_GS__B1,e94413b499bcf6b348c841d80fbde93263b4c4ef
B2,UNET_QUERY_128,9ba9f436bcf9b920b6f406ad4c0c2dbd84ee1a679d0daa00fffe26e09e67e1ce,e94413b499bcf6b348c841d80fbde93263b4c4ef,01ba70aec7ac60ff6b5b467a83f2817e27b5cd5b54d043d1e6b447bfe65c492b,0.77431038916111,b7164918a295e12e1122f00d3b46714143c796b7c4fd5192c2d7b25c85ce59dc,True,0.9391013956069947,Drishti_GS,9.25925534684211,13.756834110245109,0.7415333554148674,262,9e661f47135dd6eb9b580db698d33038a740923429ec9bedc8d5d5f4cf1d4e8e,e94413b499bcf6b348c841d80fbde93263b4c4ef,0.7087563216686249,25,s262__UNET_QUERY_128__Drishti_GS__B2,e94413b499bcf6b348c841d80fbde93263b4c4ef
B3,UNET_QUERY_128,0c6e2962bba1c43428ab236c389a061dbd189873560c57ae2cb7f58f0f112669,e94413b499bcf6b348c841d80fbde93263b4c4ef,01ba70aec7ac60ff6b5b467a83f2817e27b5cd5b54d043d1e6b447bfe65c492b,0.7804564243555069,b7164918a295e12e1122f00d3b46714143c796b7c4fd5192c2d7b25c85ce59dc,True,0.9385738706588745,Drishti_GS,7.637986587360501,7.672963920049369,0.7478351816534996,262,9e661f47135dd6eb9b580db698d33038a740923429ec9bedc8d5d5f4cf1d4e8e,e94413b499bcf6b348c841d80fbde93263b4c4ef,0.7152139389514923,25,s262__UNET_QUERY_128__Drishti_GS__B3,e94413b499bcf6b348c841d80fbde93263b4c4ef
B0,DINOV2_VITS14_QUERY,afd8a524c6d238c07fa4b014db6b8902248b79ba30d04e7bb5f3122f8099e988,e94413b499bcf6b348c841d80fbde93263b4c4ef,01ba70aec7ac60ff6b5b467a83f2817e27b5cd5b54d043d1e6b447bfe65c492b,0.814520639181137,3a352f171b16e2cbab45375f7e501214b767aa34dc7bf911f892b6b66627cbee,True,0.9551202997565269,RIM_ONE_r3,22.231848817318678,22.470396850258112,0.8338002495467662,262,045a806cefa813db50d9cd40ae6c3e3c0d2cf98b7881a4dfbf775a762bcf37d9,e94413b499bcf6b348c841d80fbde93263b4c4ef,0.8530798599123954,40,s262__DINOV2_VITS14_QUERY__RIM_ONE_r3__B0,e94413b499bcf6b348c841d80fbde93263b4c4ef
B1,DINOV2_VITS14_QUERY,c8be2c59b2b2a4ade0cf75a72c02463bc4bab1c29371c4e4b1c1fca27d00fc68,e94413b499bcf6b348c841d80fbde93263b4c4ef,01ba70aec7ac60ff6b5b467a83f2817e27b5cd5b54d043d1e6b447bfe65c492b,0.8055348515510559,3a352f171b16e2cbab45375f7e501214b767aa34dc7bf911f892b6b66627cbee,True,0.955700010061264,RIM_ONE_r3,22.287679882720113,22.403830499388278,0.8287669397890568,262,045a806cefa813db50d9cd40ae6c3e3c0d2cf98b7881a4dfbf775a762bcf37d9,e94413b499bcf6b348c841d80fbde93263b4c4ef,0.8519990280270576,40,s262__DINOV2_VITS14_QUERY__RIM_ONE_r3__B1,e94413b499bcf6b348c841d80fbde93263b4c4ef
B2,DINOV2_VITS14_QUERY,3fc53da89c0652d095daa6faafeb607ca8ce27d27c8e70eba1ecc8ecfa90ca7e,e94413b499bcf6b348c841d80fbde93263b4c4ef,01ba70aec7ac60ff6b5b467a83f2817e27b5cd5b54d043d1e6b447bfe65c492b,0.8148212671279907,3a352f171b16e2cbab45375f7e501214b767aa34dc7bf911f892b6b66627cbee,True,0.9551929756999016,RIM_ONE_r3,23.78127803094685,26.125563052482903,0.8341391418129206,262,045a806cefa813db50d9cd40ae6c3e3c0d2cf98b7881a4dfbf775a762bcf37d9,e94413b499bcf6b348c841d80fbde93263b4c4ef,0.8534570164978504,40,s262__DINOV2_VITS14_QUERY__RIM_ONE_r3__B2,e94413b499bcf6b348c841d80fbde93263b4c4ef
B3,DINOV2_VITS14_QUERY,c9a82fd6502bf45be0cbcb48be22459256d21574481a4bed932e098a75dca3f1,e94413b499bcf6b348c841d80fbde93263b4c4ef,01ba70aec7ac60ff6b5b467a83f2817e27b5cd5b54d043d1e6b447bfe65c492b,0.8093571543693543,3a352f171b16e2cbab45375f7e501214b767aa34dc7bf911f892b6b66627cbee,True,0.9563413724303246,RIM_ONE_r3,27.67633644398302,38.435967336408794,0.8316923689097167,262,045a806cefa813db50d9cd40ae6c3e3c0d2cf98b7881a4dfbf775a762bcf37d9,e94413b499bcf6b348c841d80fbde93263b4c4ef,0.854027583450079,40,s262__DINOV2_VITS14_QUERY__RIM_ONE_r3__B3,e94413b499bcf6b348c841d80fbde93263b4c4ef
B0,DINOV2_VITS14_QUERY,7c02878696397ef1ce594974c49f5d65debf65ed2e8a9b07a7f7c300f75ccbb3,e94413b499bcf6b348c841d80fbde93263b4c4ef,01ba70aec7ac60ff6b5b467a83f2817e27b5cd5b54d043d1e6b447bfe65c492b,0.8582321220636367,b7164918a295e12e1122f00d3b46714143c796b7c4fd5192c2d7b25c85ce59dc,True,0.9642689490318298,Drishti_GS,22.84701019525528,23.134387750178576,0.8492852452397347,262,5d5c4fdab3a2f0a93080d638336494ee8dc2df60c7ea478df7051c077f1529f4,e94413b499bcf6b348c841d80fbde93263b4c4ef,0.8403383684158325,25,s262__DINOV2_VITS14_QUERY__Drishti_GS__B0,e94413b499bcf6b348c841d80fbde93263b4c4ef
B1,DINOV2_VITS14_QUERY,479bf4a0950949f3e2052b39ac816f4b5f4dd9fc7b0e8ca6b2375d83745d43f3,e94413b499bcf6b348c841d80fbde93263b4c4ef,01ba70aec7ac60ff6b5b467a83f2817e27b5cd5b54d043d1e6b447bfe65c492b,0.8620799022912979,b7164918a295e12e1122f00d3b46714143c796b7c4fd5192c2d7b25c85ce59dc,True,0.9642176747322082,Drishti_GS,24.086351180449128,28.230275912210345,0.8544909873604775,262,5d5c4fdab3a2f0a93080d638336494ee8dc2df60c7ea478df7051c077f1529f4,e94413b499bcf6b348c841d80fbde93263b4c4ef,0.846902072429657,25,s262__DINOV2_VITS14_QUERY__Drishti_GS__B1,e94413b499bcf6b348c841d80fbde93263b4c4ef
B2,DINOV2_VITS14_QUERY,2da3cf3007c2d175fe554ab1869eb7eb5a6123adaa9e69b774275fc05e95252a,e94413b499bcf6b348c841d80fbde93263b4c4ef,01ba70aec7ac60ff6b5b467a83f2817e27b5cd5b54d043d1e6b447bfe65c492b,0.8582189363241196,b7164918a295e12e1122f00d3b46714143c796b7c4fd5192c2d7b25c85ce59dc,True,0.9643957257270813,Drishti_GS,22.35487571451813,22.490448178723454,0.8495859000086784,262,5d5c4fdab3a2f0a93080d638336494ee8dc2df60c7ea478df7051c077f1529f4,e94413b499bcf6b348c841d80fbde93263b4c4ef,0.8409528636932373,25,s262__DINOV2_VITS14_QUERY__Drishti_GS__B2,e94413b499bcf6b348c841d80fbde93263b4c4ef
B3,DINOV2_VITS14_QUERY,5c496982a1537502b42a84568b7c38dd76185ecde6d583da329991567eaef884,e94413b499bcf6b348c841d80fbde93263b4c4ef,01ba70aec7ac60ff6b5b467a83f2817e27b5cd5b54d043d1e6b447bfe65c492b,0.8617960953712464,b7164918a295e12e1122f00d3b46714143c796b7c4fd5192c2d7b25c85ce59dc,True,0.9643255209922791,Drishti_GS,23.9813782973215,26.944562955759466,0.8542256271839141,262,5d5c4fdab3a2f0a93080d638336494ee8dc2df60c7ea478df7051c077f1529f4,e94413b499bcf6b348c841d80fbde93263b4c4ef,0.8466551589965821,25,s262__DINOV2_VITS14_QUERY__Drishti_GS__B3,e94413b499bcf6b348c841d80fbde93263b4c4ef
B0,UNET_QUERY_128,d48fea8a9c8f94e6bd645162f09babdb1e06fe50ac64d1071f1999356af38f9e,e94413b499bcf6b348c841d80fbde93263b4c4ef,01ba70aec7ac60ff6b5b467a83f2817e27b5cd5b54d043d1e6b447bfe65c492b,0.6347991833463311,522c2beb577b49145aeb2c75807d744ee4d3f02807f75fff090dbcab448fe775,True,0.8547408007085323,RIM_ONE_r3,13.184190005995333,22.979753115214407,0.679362541809678,263,96345e17ed2dc2666850c4845079b443f96586562096db9567c5df5ad5c266df,e94413b499bcf6b348c841d80fbde93263b4c4ef,0.7239259002730251,40,s263__UNET_QUERY_128__RIM_ONE_r3__B0,e94413b499bcf6b348c841d80fbde93263b4c4ef
B1,UNET_QUERY_128,0ba03402be873bb9f5eccded339ac2492bf90ec4080e1621b9214e1ffc3a88d1,e94413b499bcf6b348c841d80fbde93263b4c4ef,01ba70aec7ac60ff6b5b467a83f2817e27b5cd5b54d043d1e6b447bfe65c492b,0.6486576426774263,522c2beb577b49145aeb2c75807d744ee4d3f02807f75fff090dbcab448fe775,True,0.8543047450482846,RIM_ONE_r3,7.864970061928034,7.984335720539093,0.6865912477485836,263,96345e17ed2dc2666850c4845079b443f96586562096db9567c5df5ad5c266df,e94413b499bcf6b348c841d80fbde93263b4c4ef,0.7245248528197408,40,s263__UNET_QUERY_128__RIM_ONE_r3__B1,e94413b499bcf6b348c841d80fbde93263b4c4ef
B2,UNET_QUERY_128,930f18c7daf9c4c55d69a94ecca920da140bcc34dd7bb94af19c4b4bbbe84d09,e94413b499bcf6b348c841d80fbde93263b4c4ef,01ba70aec7ac60ff6b5b467a83f2817e27b5cd5b54d043d1e6b447bfe65c492b,0.6385726321488618,522c2beb577b49145aeb2c75807d744ee4d3f02807f75fff090dbcab448fe775,True,0.8535242805257439,RIM_ONE_r3,8.979269466362894,12.058145622722805,0.6810356984380632,263,96345e17ed2dc2666850c4845079b443f96586562096db9567c5df5ad5c266df,e94413b499bcf6b348c841d80fbde93263b4c4ef,0.7234987647272646,40,s263__UNET_QUERY_128__RIM_ONE_r3__B2,e94413b499bcf6b348c841d80fbde93263b4c4ef
B3,UNET_QUERY_128,50229fbf84284b8bb2017fed073f4b7a6c6d48e5c3fe94ac30c42532c1759d32,e94413b499bcf6b348c841d80fbde93263b4c4ef,01ba70aec7ac60ff6b5b467a83f2817e27b5cd5b54d043d1e6b447bfe65c492b,0.6439940485171973,522c2beb577b49145aeb2c75807d744ee4d3f02807f75fff090dbcab448fe775,True,0.8530650243163109,RIM_ONE_r3,9.611409553326666,13.77891511656344,0.6836022019386292,263,96345e17ed2dc2666850c4845079b443f96586562096db9567c5df5ad5c266df,e94413b499bcf6b348c841d80fbde93263b4c4ef,0.723210355360061,40,s263__UNET_QUERY_128__RIM_ONE_r3__B3,e94413b499bcf6b348c841d80fbde93263b4c4ef
B0,UNET_QUERY_128,72dd614a6fb48d2069ce5d230d1cc947f7c91376d10f067a83b8abdc8a17227f,e94413b499bcf6b348c841d80fbde93263b4c4ef,01ba70aec7ac60ff6b5b467a83f2817e27b5cd5b54d043d1e6b447bfe65c492b,0.7507891076803207,79692ff73e45595c6063eb33f0a65e0a08b57be4a0d760c3109b49cc260ec962,True,0.9050875163078308,Drishti_GS,12.995908805169165,22.382431151345372,0.7101999278366565,263,bbc5085fd4cee6077406d1562a560c4e882764eb6190648a5ef3f03d8d4c360b,e94413b499bcf6b348c841d80fbde93263b4c4ef,0.6696107479929924,25,s263__UNET_QUERY_128__Drishti_GS__B0,e94413b499bcf6b348c841d80fbde93263b4c4ef
