seed,variant,site,eval_step,phase,dice,delta_vs_l0
0,L3,RIM_ONE_r3,200,early,0.7127524636439576,-0.006076889449528111
0,L3,REFUGE,250,early,0.7091722468237822,2.280572225132893e-05
0,L3,RIM_ONE_r3,250,early,0.7042488839149824,-0.008695321148977198
0,L3,REFUGE,300,early,0.7283127482961913,0.019881069092820614
0,L3,RIM_ONE_r3,300,early,0.7254484139097809,0.006466860716089484
0,L3,REFUGE,350,middle,0.7131168313389317,-0.016947882399404257
0,L3,RIM_ONE_r3,350,middle,0.7273775401818392,0.003994086824597565
0,L3,REFUGE,400,middle,0.7110118835953544,0.043990064699245934
0,L3,RIM_ONE_r3,400,middle,0.728464585232578,0.01432188705058346
0,L3,REFUGE,450,middle,0.7185869341046143,0.03837206401595428
0,L3,RIM_ONE_r3,450,middle,0.7266361420739171,0.01569400748416694
0,L3,REFUGE,500,middle,0.6823843085083817,0.014260669173017493
0,L3,RIM_ONE_r3,500,middle,0.7170716391993339,0.008930591591337245
0,L3,REFUGE,550,middle,0.649011592152769,0.02478328963985421
0,L3,RIM_ONE_r3,550,middle,0.709790713076589,0.01619341660901119
0,L3,REFUGE,600,middle,0.6406575983343362,0.022112611404133453
0,L3,RIM_ONE_r3,600,middle,0.7088963223158954,0.0006345557707646554
0,L3,REFUGE,650,middle,0.6448928060701826,0.029808761262424266
0,L3,RIM_ONE_r3,650,middle,0.712645705752853,0.009431501428226241
0,L3,REFUGE,700,late,0.6553155237410228,0.036265704532563614
0,L3,RIM_ONE_r3,700,late,0.7187275408626521,0.006391246305049947
0,L3,REFUGE,750,late,0.6400383356143,0.02222820026842043
0,L3,RIM_ONE_r3,750,late,0.7099546367726948,0.0007025945346766926
0,L3,REFUGE,800,late,0.6430146487743775,0.03086184006099646
0,L3,RIM_ONE_r3,800,late,0.7091830418844565,0.0029561174982208893
0,L3,REFUGE,850,late,0.6403383831214665,0.025278341629446754
0,L3,RIM_ONE_r3,850,late,0.7098676192156872,0.0022478961958746213
0,L3,REFUGE,900,late,0.6411836480059536,0.024189898358924045
0,L3,RIM_ONE_r3,900,late,0.7103169696055193,0.001300081786625773
0,L3,REFUGE,950,late,0.636916945785389,0.023500916770500035
0,L3,RIM_ONE_r3,950,late,0.7087458081868955,0.0007153944568829562
0,L3,REFUGE,1000,late,0.6373188141089565,0.023224913984026374
0,L3,RIM_ONE_r3,1000,late,0.7088356177582746,0.00036013478325758186
0,L4,REFUGE,50,early,0.7342581023491641,0.0017521353471527945
0,L4,RIM_ONE_r3,50,early,0.6830567332717328,0.0007519910023396914
0,L4,REFUGE,100,early,0.7343623677030894,0.003540076000868142
0,L4,RIM_ONE_r3,100,early,0.6950958730242274,0.005645980342312673
0,L4,REFUGE,150,early,0.7132918028050128,0.011359336486416849
0,L4,RIM_ONE_r3,150,early,0.6984188491235745,0.013330894287137518
0,L4,REFUGE,200,early,0.7651779091704713,0.026429523343240335
0,L4,RIM_ONE_r3,200,early,0.7200807461055904,0.0012513930121046402
0,L4,REFUGE,250,early,0.7162386438267909,0.007089202725260035
0,L4,RIM_ONE_r3,250,early,0.7167455487792834,0.0038013437153238128
0,L4,REFUGE,300,early,0.7032787872584377,-0.005152891944932958
0,L4,RIM_ONE_r3,300,early,0.7200524887673551,0.0010709355736636672
0,L4,REFUGE,350,middle,0.6836868710752347,-0.04637784266310119
0,L4,RIM_ONE_r3,350,middle,0.722698303322186,-0.0006851500350556483
0,L4,REFUGE,400,middle,0.7075785214941426,0.04055670259803412
0,L4,RIM_ONE_r3,400,middle,0.7293888600845876,0.015246161902593092
0,L4,REFUGE,450,middle,0.6847909646943684,0.004576094605708403
0,L4,RIM_ONE_r3,450,middle,0.7188882681546044,0.007946133564854185
0,L4,REFUGE,500,middle,0.6707896736394927,0.002666034304128484
0,L4,RIM_ONE_r3,500,middle,0.716033581340772,0.00789253373277532
0,L4,REFUGE,550,middle,0.6487211467928519,0.02449284427993703
0,L4,RIM_ONE_r3,550,middle,0.7072210364765831,0.013623740009005236
0,L4,REFUGE,600,middle,0.636531615602303,0.017986628672100213
0,L4,RIM_ONE_r3,600,middle,0.714540929434573,0.006279162889442302
0,L4,REFUGE,650,middle,0.6360141364272012,0.020930091619442814
0,L4,RIM_ONE_r3,650,middle,0.7122824422653894,0.009068237940762613
0,L4,REFUGE,700,late,0.6483588915732506,0.02930907236479141
0,L4,RIM_ONE_r3,700,late,0.7194286009123715,0.007092306354769318
0,L4,REFUGE,750,late,0.6496834891169638,0.031873353771084245
0,L4,RIM_ONE_r3,750,late,0.7159599408994518,0.006707898661433731
0,L4,REFUGE,800,late,0.6462515613094755,0.034098752596094406
0,L4,RIM_ONE_r3,800,late,0.7104165762043652,0.0041896518181295805
0,L4,REFUGE,850,late,0.6439297387826024,0.02886969729058264
0,L4,RIM_ONE_r3,850,late,0.7129307577121632,0.0053110346923506135
0,L4,REFUGE,900,late,0.644007279768966,0.027013530121936413
0,L4,RIM_ONE_r3,900,late,0.7139820803822963,0.004965192563402776
0,L4,REFUGE,950,late,0.6409883749006042,0.02757234588571522
0,L4,RIM_ONE_r3,950,late,0.7132277938678312,0.005197380137818675
0,L4,REFUGE,1000,late,0.6418472231588146,0.027753323033884447
0,L4,RIM_ONE_r3,1000,late,0.7138307144825913,0.005355231507574221
0,D1,REFUGE,50,early,0.7353913429716408,0.0028853759696294556
0,D1,RIM_ONE_r3,50,early,0.6825555012091242,0.0002507589397311438
0,D1,REFUGE,100,early,0.731086713187468,0.00026442148524674636
0,D1,RIM_ONE_r3,100,early,0.6893257888576783,-0.0001241038242364434
0,D1,REFUGE,150,early,0.7304613315159465,0.02852886519735054
0,D1,RIM_ONE_r3,150,early,0.6984901286803981,0.01340217384396103
0,D1,REFUGE,200,early,0.7597921235707346,0.021043737743503543
0,D1,RIM_ONE_r3,200,early,0.7232613610047238,0.0044320079112381006
0,D1,REFUGE,250,early,0.730646800602377,0.02149735950084608
0,D1,RIM_ONE_r3,250,early,0.7156426933212916,0.002698488257331988
0,D1,REFUGE,300,early,0.7083983772715109,-3.330193185979713e-05
0,D1,RIM_ONE_r3,300,early,0.7130390488433083,-0.0059425043503831265
0,D1,REFUGE,350,middle,0.706024345772808,-0.024040367965527887
0,D1,RIM_ONE_r3,350,middle,0.7289220297376003,0.005538576380358706
0,D1,REFUGE,400,middle,0.6655588527775913,-0.0014629661185171505
0,D1,RIM_ONE_r3,400,middle,0.7083259649047056,-0.005816733277288932
0,D1,REFUGE,450,middle,0.6796739410269972,-0.0005409290616628093
0,D1,RIM_ONE_r3,450,middle,0.7259202884508167,0.01497815386106649
0,D1,REFUGE,500,middle,0.6642532232333419,-0.0038704161020223227
0,D1,RIM_ONE_r3,500,middle,0.7211250242214879,0.012983976613491266
0,D1,REFUGE,550,middle,0.6472882482168884,0.023059945703973517
0,D1,RIM_ONE_r3,550,middle,0.7192728680441718,0.025675571576593947
0,D1,REFUGE,600,middle,0.6349391443131727,0.0163941573829699
0,D1,RIM_ONE_r3,600,middle,0.714659604599007,0.006397838053876281
0,D1,REFUGE,650,middle,0.6245247868229091,0.009440742015150771
0,D1,RIM_ONE_r3,650,middle,0.7123123160122761,0.00909811168764929
0,D1,REFUGE,700,late,0.6333797236594311,0.014329904450971931
0,D1,RIM_ONE_r3,700,late,0.7120342084259624,-0.00030208613163973386
0,D1,REFUGE,750,late,0.6295883791849968,0.011778243839117186
0,D1,RIM_ONE_r3,750,late,0.7072572187017172,-0.0019948235363008715
0,D1,REFUGE,800,late,0.6126362503645736,0.0004834416511925177
0,D1,RIM_ONE_r3,800,late,0.7038792236266692,-0.0023477007595663624
0,D1,REFUGE,850,late,0.6211330509666966,0.006073009474676816
0,D1,RIM_ONE_r3,850,late,0.7047220215345174,-0.002897701485295223
0,D1,REFUGE,900,late,0.6209280167255807,0.003934267078551157
0,D1,RIM_ONE_r3,900,late,0.7055087904008579,-0.003508097418035594
0,D1,REFUGE,950,late,0.6170819029356897,0.003665873920800644
0,D1,RIM_ONE_r3,950,late,0.7041291577346162,-0.003901255995396369
0,D1,REFUGE,1000,late,0.6169459096602369,0.002852009535306732
0,D1,RIM_ONE_r3,1000,late,0.7040670307335392,-0.0044084522414779
0,D2,REFUGE,50,early,0.7349082000717552,0.002402233069743853
0,D2,RIM_ONE_r3,50,early,0.6823923979470761,8.76556776829851e-05
0,D2,REFUGE,100,early,0.7314325783446077,0.0006102866423864928
0,D2,RIM_ONE_r3,100,early,0.6962939267289773,0.006844034047062575
0,D2,REFUGE,150,early,0.7232785751306372,0.021346108812041242
0,D2,RIM_ONE_r3,150,early,0.7157465734753501,0.03065861863891306
0,D2,REFUGE,200,early,0.7002976978113279,-0.03845068801590312
0,D2,RIM_ONE_r3,200,early,0.6888578802702534,-0.029971472823232315
0,D2,REFUGE,250,early,0.7040006346761745,-0.0051488064253564225
0,D2,RIM_ONE_r3,250,early,0.6969893512532319,-0.015954853810727698
0,D2,REFUGE,300,early,0.7262047442983408,0.01777306509497012
0,D2,RIM_ONE_r3,300,early,0.7238650733597025,0.004883520166011124
0,D2,REFUGE,350,middle,0.6997208494947909,-0.03034386424354507
0,D2,RIM_ONE_r3,350,middle,0.7090905092648832,-0.014292944092358484
0,D2,REFUGE,400,middle,0.7289172166039856,0.06189539770787711
0,D2,RIM_ONE_r3,400,middle,0.7228566819437008,0.00871398376170629
0,D2,REFUGE,450,middle,0.695904544260332,0.015689674171671997
0,D2,RIM_ONE_r3,450,middle,0.7251137624492079,0.014171627859457692
0,D2,REFUGE,500,middle,0.6347915287761746,-0.03333211055918961
0,D2,RIM_ONE_r3,500,middle,0.7102518808515317,0.002110833243535004
0,D2,REFUGE,550,middle,0.6447967716221147,0.02056846910919985
0,D2,RIM_ONE_r3,550,middle,0.7157716855245848,0.02217438905700697
0,D2,REFUGE,600,middle,0.6302767585050019,0.0117317715747991
0,D2,RIM_ONE_r3,600,middle,0.718384436989808,0.010122670444677295
0,D2,REFUGE,650,middle,0.6273617408734087,0.012277696065650323
0,D2,RIM_ONE_r3,650,middle,0.7090821861870398,0.0058679818624129965
0,D2,REFUGE,700,late,0.6351737587432826,0.016123939534823495
0,D2,RIM_ONE_r3,700,late,0.7138107942307637,0.001474499673161489
0,D2,REFUGE,750,late,0.6406043064152682,0.022794171069388636
0,D2,RIM_ONE_r3,750,late,0.7152916640285284,0.006039621790510319
0,D2,REFUGE,800,late,0.6259453149805408,0.013792506267159776
0,D2,RIM_ONE_r3,800,late,0.7083720420325873,0.002145117646351724
0,D2,REFUGE,850,late,0.6247050175418037,0.009644976049783982
0,D2,RIM_ONE_r3,850,late,0.7093268077652464,0.0017070847454337956
0,D2,REFUGE,900,late,0.6254946226424393,0.008500872995409692
0,D2,RIM_ONE_r3,900,late,0.7097044670096728,0.0006875791907793305
0,D2,REFUGE,950,late,0.6238163384890395,0.010400309474150493
0,D2,RIM_ONE_r3,950,late,0.7085425899824209,0.0005121762524084028
0,D2,REFUGE,1000,late,0.6238868855464011,0.009792985421471001
0,D2,RIM_ONE_r3,1000,late,0.708683979103909,0.00020849612889195512
