seed,variant,site_step,sensitivity_timing,cos_s_t_s_t_minus_1,temporal_cosine_reason,lagged_l1_to_current,s_sup_cv_within_step,s_r2c_cv_within_step,s_sup_s_r2c_cosine,sensitivity_p10,sensitivity_p50,sensitivity_p90
0,L2,150,lagged,unavailable,full sensitivity tensors were not persisted at the 50-step evaluation grid,0.004485877230763435,unavailable,unavailable,0.0,1.6126840591823566e-06,0.0004028802504763007,0.00479523791000247
0,L2,200,lagged,unavailable,full sensitivity tensors were not persisted at the 50-step evaluation grid,0.0072730607353150845,unavailable,unavailable,0.0,9.636359209252987e-06,0.00258757546544075,0.08215401321649551
0,L2,250,lagged,unavailable,full sensitivity tensors were not persisted at the 50-step evaluation grid,0.0029956221114844084,unavailable,unavailable,0.0,1.1700723916874267e-05,0.00039836758514866233,0.010597393848001957
0,L2,300,lagged,unavailable,full sensitivity tensors were not persisted at the 50-step evaluation grid,0.0007325760088860989,unavailable,unavailable,0.0,5.692165359505452e-06,0.00036379494122229517,0.008335732854902744
0,L2,350,lagged,unavailable,full sensitivity tensors were not persisted at the 50-step evaluation grid,0.0014391470467671752,unavailable,unavailable,0.0,2.5862016173050506e-07,6.924181070644408e-05,0.005099618807435036
0,L2,400,lagged,unavailable,full sensitivity tensors were not persisted at the 50-step evaluation grid,0.004493683110922575,unavailable,unavailable,0.0,2.3374255420094414e-07,0.0004098971257917583,0.01884632557630539
0,L2,450,lagged,unavailable,full sensitivity tensors were not persisted at the 50-step evaluation grid,0.00034707755548879504,unavailable,unavailable,0.0,3.1669362670072587e-06,5.971627979306504e-05,0.0012561099138110876
0,L2,500,lagged,unavailable,full sensitivity tensors were not persisted at the 50-step evaluation grid,0.000677308242302388,unavailable,unavailable,0.0,3.951323833462084e-06,6.767423474229872e-05,0.003165248781442642
0,L2,550,lagged,unavailable,full sensitivity tensors were not persisted at the 50-step evaluation grid,0.0025594551116228104,unavailable,unavailable,0.0,8.771091302151035e-07,0.00012607892858795822,0.003403617534786463
0,L2,600,lagged,unavailable,full sensitivity tensors were not persisted at the 50-step evaluation grid,0.0005606013583019376,unavailable,unavailable,0.0,2.1000096239731647e-07,8.942626300267875e-05,0.0015033372910693288
0,L2,650,lagged,unavailable,full sensitivity tensors were not persisted at the 50-step evaluation grid,0.00012612671707756817,unavailable,unavailable,0.0,9.750173148859176e-07,8.099597835098393e-06,8.217011782107875e-05
0,L2,700,lagged,unavailable,full sensitivity tensors were not persisted at the 50-step evaluation grid,4.435066875885241e-05,unavailable,unavailable,0.0,1.2370688473595237e-08,1.8190501123171998e-06,4.8955938837025315e-05
0,L2,750,lagged,unavailable,full sensitivity tensors were not persisted at the 50-step evaluation grid,0.00010494977323105559,unavailable,unavailable,0.0,3.201049025847169e-08,5.750751370214857e-06,0.0002665144857019186
0,L2,800,lagged,unavailable,full sensitivity tensors were not persisted at the 50-step evaluation grid,7.387298683170229e-05,unavailable,unavailable,0.0,3.9568607235196396e-07,2.069516631308943e-05,0.0003628211561590433
0,L2,850,lagged,unavailable,full sensitivity tensors were not persisted at the 50-step evaluation grid,0.0001991839671973139,unavailable,unavailable,0.0,3.6942847003729185e-08,3.5762232073466294e-06,7.1756549004931e-05
0,L2,900,lagged,unavailable,full sensitivity tensors were not persisted at the 50-step evaluation grid,0.0001780310267349705,unavailable,unavailable,0.0,4.36480291909902e-07,1.0363465662521776e-05,0.0007108977297320962
0,L2,950,lagged,unavailable,full sensitivity tensors were not persisted at the 50-step evaluation grid,2.84170382656157e-05,unavailable,unavailable,0.0,3.7146886455730055e-08,1.9538454125722637e-06,2.6246882043778896e-05
0,L2,1000,lagged,unavailable,full sensitivity tensors were not persisted at the 50-step evaluation grid,3.0055705792619847e-05,unavailable,unavailable,0.0,1.5752810611502355e-07,5.653924745274708e-06,5.5992270063143224e-05
0,L3,50,lagged,unavailable,full sensitivity tensors were not persisted at the 50-step evaluation grid,0.0449506938457489,1.566721961647633,unavailable,0.0,7.732329322607256e-06,0.0034625898115336895,0.1659202128648758
0,L3,100,lagged,unavailable,full sensitivity tensors were not persisted at the 50-step evaluation grid,0.0029945396818220615,1.6107066976298579,unavailable,0.0,1.4977026694396045e-05,0.0012167004169896245,0.00806452427059412
0,L3,150,lagged,unavailable,full sensitivity tensors were not persisted at the 50-step evaluation grid,0.007168645970523357,1.5506556296242033,unavailable,0.0,3.23080416819721e-06,0.0006340140243992209,0.012931164354085922
0,L3,200,lagged,unavailable,full sensitivity tensors were not persisted at the 50-step evaluation grid,0.005542898550629616,1.8575439182593068,unavailable,0.0,4.920689661958022e-06,0.0021302374079823494,0.05607981979846954
0,L3,250,lagged,unavailable,full sensitivity tensors were not persisted at the 50-step evaluation grid,0.005448946263641119,1.697899155517102,unavailable,0.0,1.0821001524163876e-05,0.0002468460297677666,0.003503114450722933
0,L3,300,lagged,unavailable,full sensitivity tensors were not persisted at the 50-step evaluation grid,0.0017732190899550915,1.7261230345133147,unavailable,0.0,5.122469133311824e-07,0.00013874385331291705,0.007448291871696711
0,L3,350,lagged,unavailable,full sensitivity tensors were not persisted at the 50-step evaluation grid,0.0006955640274100006,1.739900233375711,unavailable,0.0,6.654385288129561e-06,0.00023436594347003847,0.0023794020526111126
0,L3,400,lagged,unavailable,full sensitivity tensors were not persisted at the 50-step evaluation grid,0.004534510895609856,1.9758709361123803,unavailable,0.0,1.455426399843418e-06,0.0003370812919456512,0.015317401848733425
0,L3,450,lagged,unavailable,full sensitivity tensors were not persisted at the 50-step evaluation grid,0.00025643385015428066,2.0891469911314737,unavailable,0.0,5.728007295147108e-07,4.046026151627302e-05,0.0008094393415376544
0,L3,500,lagged,unavailable,full sensitivity tensors were not persisted at the 50-step evaluation grid,0.001408332958817482,1.9445129830687917,unavailable,0.0,3.571640831978584e-07,3.777294477913529e-05,0.0005697888555005193
0,L3,550,lagged,unavailable,full sensitivity tensors were not persisted at the 50-step evaluation grid,0.0006895945407450199,1.7138257937241939,unavailable,0.0,3.382256863915245e-06,9.55313298618421e-05,0.0023693228140473366
0,L3,600,lagged,unavailable,full sensitivity tensors were not persisted at the 50-step evaluation grid,0.000818661181256175,1.7966453788592747,unavailable,0.0,6.980522471167205e-07,4.9835733079817146e-05,0.0008644069312140346
0,L3,650,lagged,unavailable,full sensitivity tensors were not persisted at the 50-step evaluation grid,0.00011962838470935822,1.8987383409717877,unavailable,0.0,3.9622619851797936e-08,1.2410559065756388e-05,0.00039607027429156005
0,L3,700,lagged,unavailable,full sensitivity tensors were not persisted at the 50-step evaluation grid,0.00032246802584268153,1.5052216060276824,unavailable,0.0,1.0545658142291359e-06,3.618234404711984e-05,0.0006919079460203648
0,L3,750,lagged,unavailable,full sensitivity tensors were not persisted at the 50-step evaluation grid,5.912587948841974e-05,1.5228482809242834,unavailable,0.0,1.2685815065083261e-08,1.325116841144336e-06,3.542588819982484e-05
0,L3,800,lagged,unavailable,full sensitivity tensors were not persisted at the 50-step evaluation grid,2.880413012462668e-05,1.5213080031338053,unavailable,0.0,5.817219417281194e-08,1.0671989002730697e-05,0.0002162395539926365
0,L3,850,lagged,unavailable,full sensitivity tensors were not persisted at the 50-step evaluation grid,2.5651468604337424e-05,1.7158829619868494,unavailable,0.0,1.4857218388897309e-07,7.814694072294515e-06,7.253801595652476e-05
0,L3,900,lagged,unavailable,full sensitivity tensors were not persisted at the 50-step evaluation grid,0.00014875721535645425,1.4043573725578795,unavailable,0.0,3.526203613546386e-07,2.7829046302940696e-05,0.0006871938821859658
0,L3,950,lagged,unavailable,full sensitivity tensors were not persisted at the 50-step evaluation grid,1.7824568203650415e-05,1.9169947410208938,unavailable,0.0,1.1387466969381421e-07,5.004452759749256e-06,5.1113616791553795e-05
0,L3,1000,lagged,unavailable,full sensitivity tensors were not persisted at the 50-step evaluation grid,3.613533772295341e-05,1.6833706978421215,unavailable,0.0,3.057340336454217e-08,4.111023827135796e-06,0.00011891251779161394
0,L4,50,lagged,unavailable,full sensitivity tensors were not persisted at the 50-step evaluation grid,0.6389293074607849,1.5131661346949699,1.606409526697236,0.47280561923980713,0.0066524590365588665,0.17161890864372253,2.742445468902588
0,L4,100,lagged,unavailable,full sensitivity tensors were not persisted at the 50-step evaluation grid,0.7668251991271973,1.6725709658163679,1.4767692084247401,0.7753081321716309,0.02344198152422905,0.5895041227340698,2.106931447982788
0,L4,150,lagged,unavailable,full sensitivity tensors were not persisted at the 50-step evaluation grid,0.9865362048149109,1.5730539363343041,1.75844537320503,0.761927604675293,0.0064260708168148994,0.5121791958808899,2.6223886013031006
0,L4,200,lagged,unavailable,full sensitivity tensors were not persisted at the 50-step evaluation grid,1.0044912099838257,1.6655249207177056,1.531543641076458,0.3371947109699249,0.008906838484108448,0.22698888182640076,2.001230239868164
0,L4,250,lagged,unavailable,full sensitivity tensors were not persisted at the 50-step evaluation grid,0.8489681482315063,1.5719961831128884,1.3420483397108136,0.678489089012146,0.013583444058895111,0.5669373273849487,3.1122255325317383
0,L4,300,lagged,unavailable,full sensitivity tensors were not persisted at the 50-step evaluation grid,0.9072073698043823,1.6945859665807688,1.352009925942412,0.7000018358230591,0.012038450688123703,0.720553994178772,2.14249849319458
0,L4,350,lagged,unavailable,full sensitivity tensors were not persisted at the 50-step evaluation grid,0.7702655792236328,1.8432773380380678,1.6421559154717762,0.6407696008682251,0.03683923929929733,0.7879805564880371,2.257908582687378
0,L4,400,lagged,unavailable,full sensitivity tensors were not persisted at the 50-step evaluation grid,0.7087252140045166,1.8321423723458026,1.4657513334380412,0.22918909788131714,0.0031585549004375935,0.20475003123283386,3.1790871620178223
0,L4,450,lagged,unavailable,full sensitivity tensors were not persisted at the 50-step evaluation grid,0.9132970571517944,2.195415348352937,1.8229633634618747,0.6164620518684387,0.01708717830479145,0.18584054708480835,2.846511125564575
0,L4,500,lagged,unavailable,full sensitivity tensors were not persisted at the 50-step evaluation grid,0.7163824439048767,1.8678231782649566,1.8762574042343716,0.6258589029312134,0.006142077501863241,0.4640241265296936,3.369859218597412
0,L4,550,lagged,unavailable,full sensitivity tensors were not persisted at the 50-step evaluation grid,1.2331640720367432,1.8689144272338207,2.0313125141442323,0.5070875883102417,0.026316417381167412,0.6515025496482849,2.1946828365325928
0,L4,600,lagged,unavailable,full sensitivity tensors were not persisted at the 50-step evaluation grid,0.8023058176040649,1.6572881679163352,1.9139185431392085,0.7892237901687622,0.013447878882288933,0.43091583251953125,2.5600197315216064
0,L4,650,lagged,unavailable,full sensitivity tensors were not persisted at the 50-step evaluation grid,0.9801396131515503,1.5235870561179574,1.687779434777703,0.705605149269104,0.002059726743027568,0.14157602190971375,4.358828067779541
0,L4,700,lagged,unavailable,full sensitivity tensors were not persisted at the 50-step evaluation grid,1.2991218566894531,1.6971137152140257,1.8510546547335989,0.6476974487304688,0.004950348753482103,0.16326390206813812,3.5908660888671875
0,L4,750,lagged,unavailable,full sensitivity tensors were not persisted at the 50-step evaluation grid,0.5097048282623291,2.066146450520296,1.9587484057540119,0.7398048043251038,0.022225625813007355,0.29242533445358276,3.6139163970947266
0,L4,800,lagged,unavailable,full sensitivity tensors were not persisted at the 50-step evaluation grid,0.5659654140472412,1.8849810315301494,1.7748828943108768,0.5088677406311035,0.023650696501135826,0.5377204418182373,2.891812562942505
0,L4,850,lagged,unavailable,full sensitivity tensors were not persisted at the 50-step evaluation grid,0.5438535213470459,1.8212512203397413,1.3744935898713746,0.536054253578186,0.0130086001008749,0.41379380226135254,2.2353248596191406
0,L4,900,lagged,unavailable,full sensitivity tensors were not persisted at the 50-step evaluation grid,0.5410170555114746,1.4311336155864065,1.4957592187084898,0.33005690574645996,0.011359168216586113,0.2504330575466156,2.9971375465393066
0,L4,950,lagged,unavailable,full sensitivity tensors were not persisted at the 50-step evaluation grid,0.6099355220794678,1.6748365288719236,1.7627064253593456,0.6680638790130615,0.01756446063518524,0.32745131850242615,2.1142992973327637
0,L4,1000,lagged,unavailable,full sensitivity tensors were not persisted at the 50-step evaluation grid,0.7010970115661621,1.9749156106674144,1.3183772579778017,0.4055929481983185,0.015190040692687035,0.47062477469444275,3.1625823974609375
0,D1,50,same_step,unavailable,full sensitivity tensors were not persisted at the 50-step evaluation grid,unavailable,1.5710206125591832,1.6014478516915038,0.4441109299659729,0.003540402976796031,0.36068880558013916,3.3405802249908447
0,D1,100,same_step,unavailable,full sensitivity tensors were not persisted at the 50-step evaluation grid,unavailable,1.385228701742167,1.4635996071044972,0.7228739857673645,0.014630488120019436,0.28792309761047363,2.6993093490600586
0,D1,150,same_step,unavailable,full sensitivity tensors were not persisted at the 50-step evaluation grid,unavailable,1.6661351940578497,1.7749648432651592,0.5993009805679321,0.013682112097740173,0.2954097390174866,2.8983869552612305
0,D1,200,same_step,unavailable,full sensitivity tensors were not persisted at the 50-step evaluation grid,unavailable,1.7855021407003038,1.6343550121085384,0.23773908615112305,0.02078765258193016,0.5474655628204346,2.2681219577789307
0,D1,250,same_step,unavailable,full sensitivity tensors were not persisted at the 50-step evaluation grid,unavailable,1.6610472324927716,1.4841969160757131,0.6368498802185059,0.005127037409693003,0.2703893780708313,2.694054365158081
0,D1,300,same_step,unavailable,full sensitivity tensors were not persisted at the 50-step evaluation grid,unavailable,1.6452621986792795,1.2742218061494557,0.6045700311660767,0.007184468675404787,0.31840991973876953,2.614903450012207
0,D1,350,same_step,unavailable,full sensitivity tensors were not persisted at the 50-step evaluation grid,unavailable,1.9588050517670095,1.7525775104493786,0.77413409948349,0.006644767243415117,0.20179107785224915,3.694920539855957
0,D1,400,same_step,unavailable,full sensitivity tensors were not persisted at the 50-step evaluation grid,unavailable,1.8561129213932819,1.3248164721154578,0.4070589244365692,0.01465111318975687,0.43217775225639343,2.9131250381469727
0,D1,450,same_step,unavailable,full sensitivity tensors were not persisted at the 50-step evaluation grid,unavailable,1.4795614111390434,1.9398764685682386,0.4447733163833618,0.007570912130177021,0.22920294106006622,3.229543685913086
0,D1,500,same_step,unavailable,full sensitivity tensors were not persisted at the 50-step evaluation grid,unavailable,1.9626394757973413,1.8938362909949844,0.7431526184082031,0.006943734362721443,0.2170279324054718,4.473292827606201
0,D1,550,same_step,unavailable,full sensitivity tensors were not persisted at the 50-step evaluation grid,unavailable,1.7046757389002838,2.225791451467616,0.08447308838367462,0.029310859739780426,0.503594160079956,2.642547845840454
0,D1,600,same_step,unavailable,full sensitivity tensors were not persisted at the 50-step evaluation grid,unavailable,1.8632762883869505,1.9347090136420682,0.3139081597328186,0.013241368345916271,0.2506246268749237,3.3629395961761475
0,D1,650,same_step,unavailable,full sensitivity tensors were not persisted at the 50-step evaluation grid,unavailable,1.5522950410309428,1.6421164793265697,0.7490479350090027,0.01260863896459341,0.3100060224533081,2.1600492000579834
0,D1,700,same_step,unavailable,full sensitivity tensors were not persisted at the 50-step evaluation grid,unavailable,1.725213723849643,1.8535238793142492,0.5665982961654663,0.026255695149302483,0.35305315256118774,2.5747182369232178
0,D1,750,same_step,unavailable,full sensitivity tensors were not persisted at the 50-step evaluation grid,unavailable,1.4479434275721719,1.9950850788254786,0.7283626794815063,0.018367208540439606,0.25978878140449524,3.5028417110443115
0,D1,800,same_step,unavailable,full sensitivity tensors were not persisted at the 50-step evaluation grid,unavailable,1.9128178128848043,1.7542016984460223,0.33556926250457764,0.01113892812281847,0.3899877667427063,3.560648202896118
0,D1,850,same_step,unavailable,full sensitivity tensors were not persisted at the 50-step evaluation grid,unavailable,1.8896227662462597,1.3602023629039408,0.31900331377983093,0.03018992953002453,0.459380567073822,2.96124529838562
0,D1,900,same_step,unavailable,full sensitivity tensors were not persisted at the 50-step evaluation grid,unavailable,1.5021768793234842,1.5130790075469331,0.4320222735404968,0.006359387654811144,0.5837984085083008,2.686986207962036
0,D1,950,same_step,unavailable,full sensitivity tensors were not persisted at the 50-step evaluation grid,unavailable,2.017831687068051,1.8168455026211363,0.2940027713775635,0.02009318210184574,0.3420717716217041,3.2883317470550537
0,D1,1000,same_step,unavailable,full sensitivity tensors were not persisted at the 50-step evaluation grid,unavailable,2.0007140598421604,1.3143312668144693,0.3106571435928345,0.01584857702255249,0.4294687509536743,2.9813098907470703
0,D2,50,lagged,unavailable,full sensitivity tensors were not persisted at the 50-step evaluation grid,0.6914228200912476,1.5476101463544565,1.6066727288884393,0.4492003917694092,0.007302259560674429,0.1728595495223999,2.779250383377075
0,D2,100,lagged,unavailable,full sensitivity tensors were not persisted at the 50-step evaluation grid,0.7988783121109009,1.4422458071343303,1.4482388754182813,0.7715805172920227,0.023488849401474,0.4766680896282196,2.451860189437866
0,D2,150,lagged,unavailable,full sensitivity tensors were not persisted at the 50-step evaluation grid,0.6334140300750732,1.305899766263549,1.8177795765708968,0.8637104034423828,0.006896830163896084,0.45923835039138794,2.7330923080444336
0,D2,200,lagged,unavailable,full sensitivity tensors were not persisted at the 50-step evaluation grid,0.5208418965339661,1.827809490092127,1.4828159967360395,0.3343605101108551,0.026237767189741135,0.41137295961380005,2.8832998275756836
0,D2,250,lagged,unavailable,full sensitivity tensors were not persisted at the 50-step evaluation grid,0.9587754011154175,1.4809355308778605,1.4042889190525782,0.8517462015151978,0.00562407448887825,0.6445358395576477,2.486154317855835
0,D2,300,lagged,unavailable,full sensitivity tensors were not persisted at the 50-step evaluation grid,0.6498589515686035,1.700164799678246,1.3164957501443364,0.6924566626548767,0.013363967649638653,0.45670562982559204,2.4026477336883545
0,D2,350,lagged,unavailable,full sensitivity tensors were not persisted at the 50-step evaluation grid,0.6338063478469849,1.723761608709618,1.6213834557300297,0.6879621744155884,0.0037721525877714157,0.22212845087051392,3.0791475772857666
0,D2,400,lagged,unavailable,full sensitivity tensors were not persisted at the 50-step evaluation grid,0.6783055067062378,1.7206578090747988,1.4548673468217885,0.34391969442367554,0.013557899743318558,0.35580721497535706,2.7585766315460205
0,D2,450,lagged,unavailable,full sensitivity tensors were not persisted at the 50-step evaluation grid,0.40403521060943604,1.4894519747791577,1.9058101981540427,0.3677256107330322,0.0033794017508625984,0.24234962463378906,3.457447052001953
0,D2,500,lagged,unavailable,full sensitivity tensors were not persisted at the 50-step evaluation grid,0.6070719957351685,1.8182100371115713,1.8227517598372287,0.4542524814605713,0.015813704580068588,0.30937981605529785,3.184522867202759
0,D2,550,lagged,unavailable,full sensitivity tensors were not persisted at the 50-step evaluation grid,0.7163163423538208,1.6259319913343668,2.1892720113777626,0.10898198932409286,0.03185812383890152,0.3906087279319763,3.0341312885284424
0,D2,600,lagged,unavailable,full sensitivity tensors were not persisted at the 50-step evaluation grid,1.3102680444717407,1.8588223106102195,1.9514317972311257,0.8824824094772339,0.012124829925596714,0.2876981496810913,3.389130115509033
0,D2,650,lagged,unavailable,full sensitivity tensors were not persisted at the 50-step evaluation grid,0.6932017803192139,1.7331278991371957,1.6674502830556905,0.6301456093788147,0.023478122428059578,0.2608899474143982,2.8481457233428955
0,D2,700,lagged,unavailable,full sensitivity tensors were not persisted at the 50-step evaluation grid,1.1832741498947144,1.60661692907069,1.8657702062321395,0.5507825613021851,0.004120754078030586,0.24070177972316742,3.042820930480957
0,D2,750,lagged,unavailable,full sensitivity tensors were not persisted at the 50-step evaluation grid,0.6864422559738159,1.8348008657461843,1.96345339442135,0.61069655418396,0.018432680517435074,0.5247437953948975,2.535054922103882
0,D2,800,lagged,unavailable,full sensitivity tensors were not persisted at the 50-step evaluation grid,0.36941808462142944,1.9212520027926954,1.764263435071406,0.5039366483688354,0.007625068537890911,0.39168781042099,3.163224697113037
0,D2,850,lagged,unavailable,full sensitivity tensors were not persisted at the 50-step evaluation grid,0.4847777783870697,1.88027056107963,1.3274884784274603,0.3882269561290741,0.015516475774347782,0.4131997227668762,2.10368013381958
0,D2,900,lagged,unavailable,full sensitivity tensors were not persisted at the 50-step evaluation grid,0.6592435240745544,1.392364982459957,1.4865405572776043,0.6679345369338989,0.0058482252061367035,0.19021497666835785,3.355717658996582
0,D2,950,lagged,unavailable,full sensitivity tensors were not persisted at the 50-step evaluation grid,0.6598223447799683,1.5683843734689966,1.7476540631836046,0.6619375944137573,0.015841582790017128,0.3457614779472351,2.466799259185791
0,D2,1000,lagged,unavailable,full sensitivity tensors were not persisted at the 50-step evaluation grid,0.8696366548538208,2.2147749718063885,1.3216145769678338,0.16386869549751282,0.01111303735524416,0.3036726713180542,3.531275749206543
