seed,stage_index,domain,case_id,class_id,candidate,level,newly_selected,deselected,new_nonignore_count,removed_nonignore_count,new_correct,removed_correct,newly_selected_precision,removed_precision
0,0,REFUGE,REFUGE_test_n0275,0,Q2,case,17460,17460,17460,17460,17460,17377,1.0,0.9952462772050401
0,0,REFUGE,REFUGE_test_n0275,1,Q1,case,1996,1996,1996,1996,1452,1438,0.7274549098196392,0.720440881763527
0,0,REFUGE,REFUGE_test_n0275,1,Q2,case,1996,1996,1996,1996,1452,1438,0.7274549098196392,0.720440881763527
0,0,REFUGE,REFUGE_test_n0275,2,Q1,case,966,966,966,966,182,181,0.18840579710144928,0.1873706004140787
0,0,REFUGE,REFUGE_test_n0275,2,Q2,case,966,966,966,966,182,181,0.18840579710144928,0.1873706004140787
0,0,REFUGE,REFUGE_test_n0277,0,Q1,case,13967,13967,13967,13967,13917,13416,0.996420133171046,0.9605498675449273
0,0,REFUGE,REFUGE_test_n0277,0,Q2,case,13967,13967,13967,13967,13917,13416,0.996420133171046,0.9605498675449273
0,0,REFUGE,REFUGE_test_n0277,1,Q1,case,1108,1108,1108,1108,766,610,0.6913357400722022,0.5505415162454874
0,0,REFUGE,REFUGE_test_n0277,1,Q2,case,1108,1108,1108,1108,766,610,0.6913357400722022,0.5505415162454874
0,0,REFUGE,REFUGE_test_n0277,2,Q1,case,229,229,229,229,33,126,0.14410480349344978,0.5502183406113537
0,0,REFUGE,REFUGE_test_n0277,2,Q2,case,229,229,229,229,33,126,0.14410480349344978,0.5502183406113537
0,0,REFUGE,REFUGE_test_n0301,0,Q1,case,14405,14405,14405,14405,14306,14348,0.993127386324193,0.996043040610899
0,0,REFUGE,REFUGE_test_n0301,0,Q2,case,14405,14405,14405,14405,14306,14348,0.993127386324193,0.996043040610899
0,0,REFUGE,REFUGE_test_n0301,1,Q1,case,2597,2597,2597,2597,947,1733,0.36465152098575276,0.6673084328070851
0,0,REFUGE,REFUGE_test_n0301,1,Q2,case,2597,2597,2597,2597,947,1733,0.36465152098575276,0.6673084328070851
0,0,REFUGE,REFUGE_test_n0301,2,Q1,case,528,528,528,528,39,148,0.07386363636363637,0.2803030303030303
0,0,REFUGE,REFUGE_test_n0301,2,Q2,case,528,528,528,528,39,148,0.07386363636363637,0.2803030303030303
0,0,REFUGE,REFUGE_test_n0316,0,Q1,case,15797,15797,15797,15797,15622,15698,0.9889219472051656,0.9937329872760651
0,0,REFUGE,REFUGE_test_n0316,0,Q2,case,15797,15797,15797,15797,15622,15698,0.9889219472051656,0.9937329872760651
0,0,REFUGE,REFUGE_test_n0316,1,Q1,case,3675,3675,3675,3675,470,2209,0.12789115646258503,0.6010884353741497
0,0,REFUGE,REFUGE_test_n0316,1,Q2,case,3675,3675,3675,3675,470,2209,0.12789115646258503,0.6010884353741497
0,0,REFUGE,REFUGE_test_n0316,2,Q1,case,107,107,107,107,41,74,0.38317757009345793,0.6915887850467289
0,0,REFUGE,REFUGE_test_n0316,2,Q2,case,107,107,107,107,41,74,0.38317757009345793,0.6915887850467289
0,0,REFUGE,REFUGE_test_n0328,0,Q1,case,11037,11037,11037,11037,10923,10798,0.9896711062788801,0.9783455649180031
0,0,REFUGE,REFUGE_test_n0328,0,Q2,case,11037,11037,11037,11037,10923,10798,0.9896711062788801,0.9783455649180031
0,0,REFUGE,REFUGE_test_n0328,1,Q1,case,2354,2354,2354,2354,573,1554,0.24341546304163125,0.6601529311809685
0,0,REFUGE,REFUGE_test_n0328,1,Q2,case,2354,2354,2354,2354,573,1554,0.24341546304163125,0.6601529311809685
0,0,REFUGE,REFUGE_test_n0328,2,Q1,case,658,658,658,658,608,11,0.9240121580547113,0.016717325227963525
0,0,REFUGE,REFUGE_test_n0328,2,Q2,case,658,658,658,658,608,11,0.9240121580547113,0.016717325227963525
0,0,REFUGE,REFUGE_test_n0332,0,Q1,case,9907,9907,9907,9907,9825,9860,0.9917230241243565,0.9952558796810336
0,0,REFUGE,REFUGE_test_n0332,0,Q2,case,9907,9907,9907,9907,9825,9860,0.9917230241243565,0.9952558796810336
0,0,REFUGE,REFUGE_test_n0332,1,Q1,case,3956,3956,3956,3956,562,3036,0.14206268958543983,0.7674418604651163
0,0,REFUGE,REFUGE_test_n0332,1,Q2,case,3956,3956,3956,3956,562,3036,0.14206268958543983,0.7674418604651163
0,0,REFUGE,REFUGE_test_n0332,2,Q1,case,1088,1088,1088,1088,12,165,0.011029411764705883,0.15165441176470587
0,0,REFUGE,REFUGE_test_n0332,2,Q2,case,1088,1088,1088,1088,12,165,0.011029411764705883,0.15165441176470587
0,0,REFUGE,REFUGE_test_n0356,0,Q1,case,23088,23088,23088,23088,22830,22717,0.9888253638253638,0.9839310464310465
0,0,REFUGE,REFUGE_test_n0356,0,Q2,case,23088,23088,23088,23088,22830,22717,0.9888253638253638,0.9839310464310465
0,0,REFUGE,REFUGE_test_n0356,1,Q1,case,1381,1381,1381,1381,942,1134,0.6821144098479363,0.8211440984793628
0,0,REFUGE,REFUGE_test_n0356,1,Q2,case,1381,1381,1381,1381,942,1134,0.6821144098479363,0.8211440984793628
0,0,REFUGE,REFUGE_test_n0356,2,Q1,case,859,859,859,859,303,62,0.35273573923166474,0.07217694994179279
0,0,REFUGE,REFUGE_test_n0356,2,Q2,case,859,859,859,859,303,62,0.35273573923166474,0.07217694994179279
0,0,REFUGE,REFUGE_train_g0005,0,Q1,case,14234,14234,14234,14234,13883,13887,0.9753407334551075,0.9756217507376703
0,0,REFUGE,REFUGE_train_g0005,0,Q2,case,14234,14234,14234,14234,13883,13887,0.9753407334551075,0.9756217507376703
0,0,REFUGE,REFUGE_train_g0005,1,Q1,case,5611,5611,5611,5611,1533,2886,0.27321333095704864,0.5143468187488861
0,0,REFUGE,REFUGE_train_g0005,1,Q2,case,5611,5611,5611,5611,1533,2886,0.27321333095704864,0.5143468187488861
0,0,REFUGE,REFUGE_train_g0005,2,Q1,case,647,647,647,647,29,121,0.04482225656877898,0.18701700154559506
0,0,REFUGE,REFUGE_train_g0005,2,Q2,case,647,647,647,647,29,121,0.04482225656877898,0.18701700154559506
0,0,REFUGE,REFUGE_train_g0012,0,Q1,case,15681,15681,15681,15681,15593,15299,0.9943881130029972,0.9756393087175563
0,0,REFUGE,REFUGE_train_g0012,0,Q2,case,15681,15681,15681,15681,15593,15299,0.9943881130029972,0.9756393087175563
0,0,REFUGE,REFUGE_train_g0012,1,Q1,case,1422,1422,1422,1422,1249,988,0.8783403656821378,0.6947960618846695
0,0,REFUGE,REFUGE_train_g0012,1,Q2,case,1422,1422,1422,1422,1249,988,0.8783403656821378,0.6947960618846695
0,0,REFUGE,REFUGE_train_g0012,2,Q1,case,192,192,192,192,122,39,0.6354166666666666,0.203125
0,0,REFUGE,REFUGE_train_g0012,2,Q2,case,192,192,192,192,122,39,0.6354166666666666,0.203125
0,0,REFUGE,REFUGE_train_g0022,0,Q1,case,20109,20109,20109,20109,19758,19079,0.9825451290466956,0.9487791536128102
0,0,REFUGE,REFUGE_train_g0022,0,Q2,case,20109,20109,20109,20109,19758,19079,0.9825451290466956,0.9487791536128102
0,0,REFUGE,REFUGE_train_g0022,1,Q1,case,557,557,557,557,340,480,0.6104129263913824,0.8617594254937163
0,0,REFUGE,REFUGE_train_g0022,1,Q2,case,557,557,557,557,340,480,0.6104129263913824,0.8617594254937163
0,0,REFUGE,REFUGE_train_g0022,2,Q1,case,752,752,752,752,561,435,0.7460106382978723,0.5784574468085106
0,0,REFUGE,REFUGE_train_g0022,2,Q2,case,752,752,752,752,561,435,0.7460106382978723,0.5784574468085106
0,0,REFUGE,REFUGE_train_g0023,0,Q1,case,16441,16441,16441,16441,16327,15682,0.9930661151998054,0.9538349248829147
0,0,REFUGE,REFUGE_train_g0023,0,Q2,case,16441,16441,16441,16441,16327,15682,0.9930661151998054,0.9538349248829147
0,0,REFUGE,REFUGE_train_g0023,1,Q1,case,1949,1949,1949,1949,1622,1324,0.8322216521292971,0.6793227296049256
0,0,REFUGE,REFUGE_train_g0023,1,Q2,case,1949,1949,1949,1949,1622,1324,0.8322216521292971,0.6793227296049256
0,0,REFUGE,REFUGE_train_g0023,2,Q1,case,917,917,917,917,665,720,0.7251908396946565,0.7851690294438386
0,0,REFUGE,REFUGE_train_g0023,2,Q2,case,917,917,917,917,665,720,0.7251908396946565,0.7851690294438386
0,0,REFUGE,REFUGE_train_g0025,0,Q1,case,22667,22667,22667,22667,22382,22667,0.9874266554903605,1.0
0,0,REFUGE,REFUGE_train_g0025,0,Q2,case,22667,22667,22667,22667,22382,22667,0.9874266554903605,1.0
0,0,REFUGE,REFUGE_train_g0025,1,Q1,case,682,682,682,682,535,0,0.7844574780058651,0.0
0,0,REFUGE,REFUGE_train_g0025,1,Q2,case,682,682,682,682,535,0,0.7844574780058651,0.0
0,0,REFUGE,REFUGE_train_g0025,2,Q1,case,853,853,853,853,833,845,0.9765533411488863,0.9906213364595545
0,0,REFUGE,REFUGE_train_g0025,2,Q2,case,853,853,853,853,833,845,0.9765533411488863,0.9906213364595545
0,0,REFUGE,REFUGE_train_g0026,0,Q1,case,33970,33970,33970,33970,33948,33960,0.9993523697380041,0.9997056226081837
0,0,REFUGE,REFUGE_train_g0026,0,Q2,case,33970,33970,33970,33970,33948,33960,0.9993523697380041,0.9997056226081837
0,0,REFUGE,REFUGE_train_g0026,1,Q1,case,1902,1902,1902,1902,1252,874,0.658254468980021,0.45951629863301785
0,0,REFUGE,REFUGE_train_g0026,1,Q2,case,1902,1902,1902,1902,1252,874,0.658254468980021,0.45951629863301785
0,0,REFUGE,REFUGE_train_g0026,2,Q1,case,548,548,548,548,523,517,0.9543795620437956,0.9434306569343066
0,0,REFUGE,REFUGE_train_g0026,2,Q2,case,548,548,548,548,523,517,0.9543795620437956,0.9434306569343066
0,0,REFUGE,REFUGE_train_g0027,0,Q1,case,14103,14103,14103,14103,14009,14034,0.9933347514713181,0.9951074239523505
0,0,REFUGE,REFUGE_train_g0027,0,Q2,case,14103,14103,14103,14103,14009,14034,0.9933347514713181,0.9951074239523505
0,0,REFUGE,REFUGE_train_g0027,1,Q1,case,1937,1937,1937,1937,285,821,0.14713474445018068,0.4238513164687661
0,0,REFUGE,REFUGE_train_g0027,1,Q2,case,1937,1937,1937,1937,285,821,0.14713474445018068,0.4238513164687661
0,0,REFUGE,REFUGE_train_g0027,2,Q1,case,1316,1316,1316,1316,136,454,0.1033434650455927,0.34498480243161095
0,0,REFUGE,REFUGE_train_g0027,2,Q2,case,1316,1316,1316,1316,136,454,0.1033434650455927,0.34498480243161095
0,0,REFUGE,REFUGE_train_g0029,0,Q1,case,15655,15655,15655,15655,15482,15428,0.9889492175023954,0.9854998403066113
0,0,REFUGE,REFUGE_train_g0029,0,Q2,case,15655,15655,15655,15655,15482,15428,0.9889492175023954,0.9854998403066113
0,0,REFUGE,REFUGE_train_g0029,1,Q1,case,2617,2617,2617,2617,76,1837,0.02904088651127245,0.7019487963316775
0,0,REFUGE,REFUGE_train_g0029,1,Q2,case,2617,2617,2617,2617,76,1837,0.02904088651127245,0.7019487963316775
0,0,REFUGE,REFUGE_train_g0029,2,Q1,case,330,330,330,330,139,65,0.4212121212121212,0.19696969696969696
0,0,REFUGE,REFUGE_train_g0029,2,Q2,case,330,330,330,330,139,65,0.4212121212121212,0.19696969696969696
0,0,REFUGE,REFUGE_train_g0035,0,Q1,case,30511,30511,30511,30511,30481,30348,0.9990167480580774,0.9946576644488873
0,0,REFUGE,REFUGE_train_g0035,0,Q2,case,30511,30511,30511,30511,30481,30348,0.9990167480580774,0.9946576644488873
0,0,REFUGE,REFUGE_train_g0035,1,Q1,case,2357,2357,2357,2357,1313,673,0.5570640644887569,0.2855324565125159
0,0,REFUGE,REFUGE_train_g0035,1,Q2,case,2357,2357,2357,2357,1313,673,0.5570640644887569,0.2855324565125159
0,0,REFUGE,REFUGE_train_g0035,2,Q1,case,478,478,478,478,326,364,0.6820083682008368,0.7615062761506276
0,0,REFUGE,REFUGE_train_g0035,2,Q2,case,478,478,478,478,326,364,0.6820083682008368,0.7615062761506276
0,0,REFUGE,REFUGE_train_g0036,0,Q1,case,21473,21473,21473,21473,21170,21465,0.9858892562753225,0.9996274391095795
0,0,REFUGE,REFUGE_train_g0036,0,Q2,case,21473,21473,21473,21473,21170,21465,0.9858892562753225,0.9996274391095795
0,0,REFUGE,REFUGE_train_g0036,1,Q1,case,2299,2299,2299,2299,1305,400,0.567638103523271,0.17398869073510223
0,0,REFUGE,REFUGE_train_g0036,1,Q2,case,2299,2299,2299,2299,1305,400,0.567638103523271,0.17398869073510223
0,0,REFUGE,REFUGE_train_g0036,2,Q1,case,514,514,514,514,475,460,0.9241245136186771,0.8949416342412452
0,0,REFUGE,REFUGE_train_g0036,2,Q2,case,514,514,514,514,475,460,0.9241245136186771,0.8949416342412452
0,0,REFUGE,REFUGE_train_n0002,0,Q1,case,20953,20953,20953,20953,20938,20926,0.9992841120603255,0.9987114017085859
0,0,REFUGE,REFUGE_train_n0002,0,Q2,case,20953,20953,20953,20953,20938,20926,0.9992841120603255,0.9987114017085859
0,0,REFUGE,REFUGE_train_n0002,1,Q1,case,2202,2202,2202,2202,1485,1873,0.6743869209809265,0.8505903723887375
0,0,REFUGE,REFUGE_train_n0002,1,Q2,case,2202,2202,2202,2202,1485,1873,0.6743869209809265,0.8505903723887375
0,0,REFUGE,REFUGE_train_n0002,2,Q1,case,259,259,259,259,168,39,0.6486486486486487,0.15057915057915058
0,0,REFUGE,REFUGE_train_n0002,2,Q2,case,259,259,259,259,168,39,0.6486486486486487,0.15057915057915058
0,0,REFUGE,REFUGE_train_n0009,0,Q1,case,15020,15020,15020,15020,14584,14942,0.9709720372836218,0.9948069241011984
0,0,REFUGE,REFUGE_train_n0009,0,Q2,case,15020,15020,15020,15020,14584,14942,0.9709720372836218,0.9948069241011984
0,0,REFUGE,REFUGE_train_n0009,1,Q1,case,1837,1837,1837,1837,832,1003,0.4529123571039739,0.5459989112683723
0,0,REFUGE,REFUGE_train_n0009,1,Q2,case,1837,1837,1837,1837,832,1003,0.4529123571039739,0.5459989112683723
0,0,REFUGE,REFUGE_train_n0009,2,Q1,case,498,498,498,498,101,193,0.20281124497991967,0.38755020080321284
0,0,REFUGE,REFUGE_train_n0009,2,Q2,case,498,498,498,498,101,193,0.20281124497991967,0.38755020080321284
0,0,REFUGE,REFUGE_train_n0011,0,Q1,case,15917,15917,15917,15917,15601,14822,0.9801470126280077,0.9312056292014826
0,0,REFUGE,REFUGE_train_n0011,0,Q2,case,15917,15917,15917,15917,15601,14822,0.9801470126280077,0.9312056292014826
0,0,REFUGE,REFUGE_train_n0011,1,Q1,case,398,398,398,398,318,213,0.7989949748743719,0.535175879396985
0,0,REFUGE,REFUGE_train_n0011,1,Q2,case,398,398,398,398,318,213,0.7989949748743719,0.535175879396985
0,0,REFUGE,REFUGE_train_n0011,2,Q1,case,272,272,272,272,160,180,0.5882352941176471,0.6617647058823529
0,0,REFUGE,REFUGE_train_n0011,2,Q2,case,272,272,272,272,160,180,0.5882352941176471,0.6617647058823529
0,0,REFUGE,REFUGE_train_n0014,0,Q1,case,18457,18457,18457,18457,18355,18107,0.9944736414368532,0.9810370049303787
0,0,REFUGE,REFUGE_train_n0014,0,Q2,case,18457,18457,18457,18457,18355,18107,0.9944736414368532,0.9810370049303787
0,0,REFUGE,REFUGE_train_n0014,1,Q1,case,4288,4288,4288,4288,164,3401,0.03824626865671642,0.793143656716418
0,0,REFUGE,REFUGE_train_n0014,1,Q2,case,4288,4288,4288,4288,164,3401,0.03824626865671642,0.793143656716418
0,0,REFUGE,REFUGE_train_n0014,2,Q1,case,1568,1568,1568,1568,1192,182,0.7602040816326531,0.11607142857142858
0,0,REFUGE,REFUGE_train_n0014,2,Q2,case,1568,1568,1568,1568,1192,182,0.7602040816326531,0.11607142857142858
0,0,REFUGE,REFUGE_train_n0023,0,Q1,case,16107,16107,16107,16107,16035,15819,0.9955298938349786,0.9821195753399143
0,0,REFUGE,REFUGE_train_n0023,0,Q2,case,16107,16107,16107,16107,16035,15819,0.9955298938349786,0.9821195753399143
0,0,REFUGE,REFUGE_train_n0023,1,Q1,case,1427,1427,1427,1427,984,866,0.6895585143658024,0.6068675543097407
0,0,REFUGE,REFUGE_train_n0023,1,Q2,case,1427,1427,1427,1427,984,866,0.6895585143658024,0.6068675543097407
