GT_received_by_builder,MMPR_mass,MMPR_null_mass,R1_mass,R1_null_mass,active_pixels,case_id,class_id,cutoff_score,cutoff_tie_rows,deselected,hash_collisions,mass_difference,newly_selected,null_pixels,pixels,seed,selected_active_count,stage_index,stratum_mask_sha256,target_active_count,tied_score_groups,tied_score_rows
False,4001,0,4001,0,8002,REFUGE_test_n0199,1,0.4416922466129757,1,1939,0,0,1939,0,8002,0,4001,0,cbe02ed26bf85d25f6f2f10ebc8d7e5488e2208b364d04c11f23a8914c72b55c,4001,0,0
False,2398,0,2398,0,5995,REFUGE_test_n0199,2,0.6726737074498199,1,614,0,0,614,0,5995,0,2398,0,5a1d5c418e5ab748fb10fa38d1214b47f133b9fee0f12b012a7b96bad0e62718,2398,0,0
False,20495,0,20495,0,140312,REFUGE_train_n0315,0,0.999406165442171,1,13674,0,0,13674,0,140312,0,20495,0,210337b5ea64d5f03b5c3faa5d26452f6b57d78f48d7c14df4cb562e9a29bb4f,20495,3268,8289
False,1320,0,1320,0,4402,REFUGE_train_n0315,1,0.3921222217451594,1,570,0,0,570,0,4402,0,1320,0,7a912d80fc0204f6a59d5040cb1664d4afc1620eff11c4b06465d60424c84f5c,1320,0,0
False,807,0,807,0,2742,REFUGE_train_n0315,2,0.7821380678253309,1,127,0,0,127,0,2742,0,807,0,f2ab1c73e05277937ff1ea776e717048f8e7e97120e7eee96810387f10f47736,807,0,0
False,22118,0,22118,0,109537,REFUGE_train_n0194,0,0.9927951693534851,1,12505,0,0,12505,0,109537,0,22118,0,6797d4c42d41c28ad967fcf7eb96d3cd9930ee1dd8ea20cbe0df448793f7e0a8,22118,536,1085
False,8422,0,8422,0,22152,REFUGE_train_n0194,1,0.7815309588046438,1,3322,0,0,3322,0,22152,0,8422,0,0fba5e1fa9d9a68fc8f5379757ad67d6518b8b214ef860eabf7d24056f421171,8422,0,0
False,347,0,347,0,15767,REFUGE_train_n0194,2,0.7113633139535009,1,81,0,0,81,0,15767,0,347,0,68afd5592586b97fc3687580faad451c0a9ca127adf2dba92da9274b175ad693,347,0,0
False,21583,0,21583,0,105094,REFUGE_train_n0071,0,0.997850865145044,1,13234,0,0,13234,0,105094,0,21583,0,82626d216d2b751f370a3dc4f60d54d41a14700bdeef0712aa268e339aeeb3a5,21583,1271,2677
False,8213,0,8213,0,29273,REFUGE_train_n0071,1,0.8462265587418597,1,5195,0,0,5195,0,29273,0,8213,0,d653742adef7189627765399809c302adb490e7775a9351069ad024a92f6328a,8213,0,0
False,1236,0,1236,0,13089,REFUGE_train_n0071,2,0.6119569853975139,1,347,0,0,347,0,13089,0,1236,0,02fe34ada7cc332eb0f5ccf75b159c03cbb4b65ed580cfbd5e19d3cf442623b1,1236,0,0
False,23964,0,23964,0,138329,REFUGE_train_n0078,0,0.9999147653579712,9,15017,0,0,15017,0,138329,0,23964,0,81b79e65f62afea63ddad7385556e6640b26cb457489697e3e5040965e33c88b,23964,6146,26412
False,2821,0,2821,0,7052,REFUGE_train_n0078,1,0.5827812908925388,1,1704,0,0,1704,0,7052,0,2821,0,efd0917642fbb052bd57ce2fbf9272a490bef011138b4e8291d20aab6d1d85af,2821,0,0
False,1000,0,1000,0,2075,REFUGE_train_n0078,2,0.7566797463012629,1,235,0,0,235,0,2075,0,1000,0,00c22680df0d80b162224d09ecad14390f3297cf23b8dc07446868fea85456b1,1000,0,0
False,21428,0,21428,0,135715,REFUGE_test_n0222,0,0.9999308586120605,5,14741,0,0,14741,0,135715,0,21428,0,ccc853bbe18f9cb9011ab2794fb0ab7eec14278e8e2e15126de8348457eb5c90,21428,5916,24665
False,4394,0,4394,0,8908,REFUGE_test_n0222,1,0.5132579450316499,1,2388,0,0,2388,0,8908,0,4394,0,b34b337cc11ea7932fb85c072d8c4ea7f0d4585363fc29b23863e573b7373c96,4394,0,0
False,1868,0,1868,0,2833,REFUGE_test_n0222,2,0.6014877403325146,1,195,0,0,195,0,2833,0,1868,0,92e2b788c8f464a89335717f5bdcaa30584294c790d3bf5e9616361d68ae5e2f,1868,0,0
False,45696,0,45696,0,131241,RIM_ONE_r3_train_G-32-L,0,0.9999554356895138,1,28508,0,0,28508,0,131241,0,45696,1,89d200dba59a35d376a3ff02bfe645fc9d0a4055cad12dc0c5d66a1bfeab1cb0,45696,5318,44426
False,5199,0,5199,0,13576,RIM_ONE_r3_train_G-32-L,1,0.016535751106298846,1,3909,0,0,3909,0,13576,0,5199,1,759cf99dd1b64da1d9826a43f06d3e701ee06b54c12332100d04d0a2ed2aad67,5199,0,0
False,818,0,818,0,2639,RIM_ONE_r3_train_G-32-L,2,0.6327829613086519,1,297,0,0,297,0,2639,0,818,1,95a7fb40e75049ff1861b04bee4ef267dbba7631bfd59c45f271aa1da7f7273c,818,0,0
False,43573,0,43573,0,131783,RIM_ONE_r3_train_N-74-L,0,0.999970515495372,1,28234,0,0,28234,0,131783,0,43573,1,cd559ee01a94d9f5b06f264925c6b71ca1cc7cc8cf4f0327be99990fd27a4fcb,43573,4442,44784
False,5974,0,5974,0,13862,RIM_ONE_r3_train_N-74-L,1,0.004791928513687647,1,3072,0,0,3072,0,13862,0,5974,1,8e5b96aebe45390ced358642329f02b08e4b918b7f903ba9a3494abf7f22130e,5974,0,0
False,197,0,197,0,1811,RIM_ONE_r3_train_N-74-L,2,0.6351021361534775,1,109,0,0,109,0,1811,0,197,1,146c97568038c0d95b5defd2a84b7005377e221b9fa17d7b6f820571650e0c00,197,0,0
False,40474,0,40474,0,142441,RIM_ONE_r3_train_N-66-R,0,0.9999975124818313,1,21487,0,0,21487,0,142441,0,40474,1,bedd26151faba2598fa97aee93061eefc12a713f9daa269787b10f6134fe02a7,40474,2410,35247
False,1115,0,1115,0,4571,RIM_ONE_r3_train_N-66-R,1,0.02883046593793783,1,684,0,0,684,0,4571,0,1115,1,014c7cbdfed518d442ca1f0f4568bc12a131524889df0ed24c1878bd117faf14,1115,0,0
False,2,0,2,0,444,RIM_ONE_r3_train_N-66-R,2,0.6963892005583758,1,2,0,0,2,0,444,0,2,1,f4592e814c6727f1051231796c1e35f5696630537459899b4c6fe792ac3423c9,2,0,0
False,49960,0,49960,0,138488,RIM_ONE_r3_train_N-72-R,0,0.9999926090240479,63,28349,0,0,28349,0,138488,0,49960,1,138a7470a8e94a50e0ac6255414935e7ef419cb4f1aa6375bc1aba12d2b24737,49960,4025,44384
False,2849,0,2849,0,4946,RIM_ONE_r3_train_N-72-R,1,0.00040085990035437216,1,1215,0,0,1215,0,4946,0,2849,1,66a34ead55902c6548013ce9488dc70ffe8e3b515c7a8d1db53bf967c35c9633,2849,0,0
False,2558,0,2558,0,4022,RIM_ONE_r3_train_N-72-R,2,0.5854631610083308,1,430,0,0,430,0,4022,0,2558,1,8d64d8e5fa4bb988d52e26642d7932bd68bb18fdeae16bf09292133f9459a7e4,2558,0,0
False,48606,0,48606,0,127209,RIM_ONE_r3_train_N-26-R,0,0.9998888569722194,1,29435,0,0,29435,0,127209,0,48606,1,ac72d584d704ec7798c17bdeb16d90f1a922cd28c7a0e6843b1b9b48e73ca259,48606,6452,46994
False,6050,0,6050,0,14774,RIM_ONE_r3_train_N-26-R,1,0.006755333601171992,1,4131,0,0,4131,0,14774,0,6050,1,39b00fb9fc8643aa0e081728b79cc635d0e891ff215b1ceb2c4281a5bdff14c0,6050,0,0
False,1262,0,1262,0,5473,RIM_ONE_r3_train_N-26-R,2,0.660551994706033,1,787,0,0,787,0,5473,0,1262,1,75f9a419f58fb0a74ddbe7a6a454863cf0c61c2f46ab20c4e788e0457ec56ea4,1262,0,0
False,34769,0,34769,0,119660,RIM_ONE_r3_test_N-38-R,0,0.9999574422836304,28,21471,0,0,21471,0,119660,0,34769,1,0d8778ee5fb6ce33d46210fa2a8d8df56ed9c42c9a7c0e8437316e678344c13f,34769,4581,53446
False,8656,0,8656,0,24908,RIM_ONE_r3_test_N-38-R,1,0.5079497071747032,1,8302,0,0,8302,0,24908,0,8656,1,77fdb92ab4e861414e0ae4c7a5f581bd383610885f7aa38369f7969b5ae44399,8656,0,0
False,1090,0,1090,0,2888,RIM_ONE_r3_test_N-38-R,2,0.25990183279946216,1,538,0,0,538,0,2888,0,1090,1,005d0e53584db167ccfb9a413992ef6f7610a964514a66edf6dbec497600dbb9,1090,0,0
False,51857,0,51857,0,128695,RIM_ONE_r3_test_N-34-R,0,0.9998005423311676,1,22033,0,0,22033,0,128695,0,51857,1,b8c2d9515b5edd65118956d4cce5bc059824aa9ab774130030751f84fb0f27f8,51857,7854,27672
False,7757,0,7757,0,13312,RIM_ONE_r3_test_N-34-R,1,0.0037109650566067532,1,3122,0,0,3122,0,13312,0,7757,1,fc5fc7f4608c0612a4d5ad44314c5a83c553a58e1ec5c978b5e08916c3bef5ce,7757,0,0
False,2121,0,2121,0,5449,RIM_ONE_r3_test_N-34-R,2,0.48114758384793804,1,481,0,0,481,0,5449,0,2121,1,e45727d622290736959b931f1dd58cbdc3aa6de8f7ff548f0c1ca7da1dcd8adc,2121,0,0
False,47788,0,47788,0,129713,RIM_ONE_r3_test_N-3-L,0,0.999727547168731,1,18204,0,0,18204,0,129713,0,47788,1,bcc02edcb7b34354f40c643cb9d10e44d82e8762f961cd5cb0e21e5d9d2d2146,47788,5060,13513
False,6121,0,6121,0,12182,RIM_ONE_r3_test_N-3-L,1,0.0058331341080955995,1,2840,0,0,2840,0,12182,0,6121,1,39f7a91a3be0df3916ee53a631747e9112317b10c28ec5924d4fca8a123588d5,6121,0,0
False,403,0,403,0,5561,RIM_ONE_r3_test_N-3-L,2,0.5758733486719079,1,205,0,0,205,0,5561,0,403,1,593c9131b4df667e8807a2ffb3167ce8b1db50122f4924a179f0ec4c2ca5e24f,403,0,0
False,35014,0,35014,0,127111,RIM_ONE_r3_train_G-3-R,0,0.9998410940170288,13,27471,0,0,27471,0,127111,0,35014,1,59b29013180b3004fcf8ff0da4e0f102dccfd08ff277f1f12879c125508b2a03,35014,8587,53824
False,3689,0,3689,0,13771,RIM_ONE_r3_train_G-3-R,1,0.6873301564366776,1,3651,0,0,3651,0,13771,0,3689,1,86cf447e1100d0e31bd3cfadf623626705bb0ad7f8a70b1eb42dbdb24777adb0,3689,0,0
False,3263,0,3263,0,6574,RIM_ONE_r3_train_G-3-R,2,0.5467156650258573,1,1255,0,0,1255,0,6574,0,3263,1,6cda48ccde83495840b050e4cd3a3813be8a1b9c936ce8181d1fa5323940f166,3263,0,0
False,35332,0,35332,0,130173,RIM_ONE_r3_train_N-69-L,0,0.9997493624687195,6,26827,0,0,26827,0,130173,0,35332,1,d9f3027aac9ab4a0b3a9455f4817811f15597021943032ebfdcf7e58eda40bbf,35332,8596,43698
False,5620,0,5620,0,12419,RIM_ONE_r3_train_N-69-L,1,0.018242726512435994,1,3848,0,0,3848,0,12419,0,5620,1,b4c5c685529dd0613d35768e9cc7a15673fe4e0867f4054f415189316a8bab87,5620,0,0
False,2386,0,2386,0,4864,RIM_ONE_r3_train_N-69-L,2,0.5315346317720946,1,773,0,0,773,0,4864,0,2386,1,c0ff2b7480e87d7e28bd5a9265ca63a622ea1662be6791d3c0ed25e5fd30928d,2386,0,0
False,51503,0,51503,0,130376,RIM_ONE_r3_test_N-28-R,0,0.9999818801879883,55,27695,0,0,27695,0,130376,0,51503,1,b7759c36173cd5520320fa9b36d35d22d45fb10ef1b3605c37cffb378833580b,51503,4313,49256
False,4685,0,4685,0,11139,RIM_ONE_r3_test_N-28-R,1,0.005702846761239216,1,2908,0,0,2908,0,11139,0,4685,1,a3b54a24898fd7aa18c4bc690351bab6994e33edd90e0129acf394726edca2da,4685,0,0
False,1937,0,1937,0,5941,RIM_ONE_r3_test_N-28-R,2,0.6779617834426915,1,861,0,0,861,0,5941,0,1937,1,867fa99ff064fb4cccd3eaaaeaea3be6b56386c4b8785898905a9a7f8b44d2ed,1937,0,0
False,38531,0,38531,0,127693,RIM_ONE_r3_train_N-82-R,0,0.9999935626983643,209,24146,0,0,24146,0,127693,0,38531,1,5738f291001007e49d8df1c992ecc7a60fe6d58fe046eaa158204e01d0795caf,38531,3293,60363
False,9146,0,9146,0,15231,RIM_ONE_r3_train_N-82-R,1,0.003360088982511872,1,3726,0,0,3726,0,15231,0,9146,1,6bdfd8aa8a70d54c3b5b7c07a12366429fc30327a3cacb2f007305cbe89b96d2,9146,0,0
False,1306,0,1306,0,4532,RIM_ONE_r3_train_N-82-R,2,0.6637931860432362,1,804,0,0,804,0,4532,0,1306,1,950300f90f1c75480bcdf5573a1ffe40df1055c292e6d7db696d4527d77d8649,1306,0,0
False,41742,0,41742,0,142920,RIM_ONE_r3_test_S-30-L,0,0.9999462366104126,20,24595,0,0,24595,0,142920,0,41742,1,a07f3dfe38f0387dd14be9f5ea2918d051da2b91512865fdd37ad15c48dbc4c9,41742,4671,40256
False,161,0,161,0,882,RIM_ONE_r3_test_S-30-L,1,0.09626666374191557,1,131,0,0,131,0,882,0,161,1,0f535acf73bdb7da4a8cfaacf50c9235d4b1ee9a571bdf80f454c7b9b2f9e9f2,161,0,0
False,1012,0,1012,0,3654,RIM_ONE_r3_test_S-30-L,2,0.880098562516211,1,784,0,0,784,0,3654,0,1012,1,119316a40f2c43e5ebaf1041d296fb756693f9990a931991a0e57100a29e215f,1012,0,0
False,61075,0,61075,0,145804,RIM_ONE_r3_train_S-1-L,0,0.9998110292196807,1,23834,0,0,23834,0,145804,0,61075,1,60561cc9dc5d2eb78e68b5e1d8137388ffeb857e7ee5297301471e3ec3ffe3c4,61075,3852,23061
False,68,0,68,0,609,RIM_ONE_r3_train_S-1-L,1,0.007241425918294287,1,50,0,0,50,0,609,0,68,1,35c96e334f87972027cc1c1657e1f76b6e062967467cd049485bc0aaf196177d,68,0,0
False,1,0,1,0,1043,RIM_ONE_r3_train_S-1-L,2,0.9796068054614595,1,1,0,0,1,0,1043,0,1,1,4e3418050aa3cdbea6623165f2b4c603d943f1d12e046defe805ae0e709cb403,1,0,0
False,54326,0,54326,0,136211,RIM_ONE_r3_train_N-70-R,0,0.9998860359191895,9,29061,0,0,29061,0,136211,0,54326,1,4c27f2176802f4dd0d05973c599c97fa1a737088f7e72ea4dd474e4903d7beac,54326,3616,32502
False,4972,0,4972,0,10716,RIM_ONE_r3_train_N-70-R,1,0.011582521335982586,1,2954,0,0,2954,0,10716,0,4972,1,bb180d385d01047c895ae2b9d709e4e559f94618469cb163e2583fdba6e6e2eb,4972,0,0
False,190,0,190,0,529,RIM_ONE_r3_train_N-70-R,2,0.39658657440287587,1,65,0,0,65,0,529,0,190,1,3168a47147617eef557e8a5b421f0dc24234e93b27ede876b8ecbb367a064d90,190,0,0
False,60812,0,60812,0,130060,RIM_ONE_r3_test_N-36-R,0,0.9999578813945516,1,37123,0,0,37123,0,130060,0,60812,1,2158d9486ea7de096f79baf090a4724af5f00d0ee124c07a259b41ea2b20a323,60812,2973,49579
False,6392,0,6392,0,12292,RIM_ONE_r3_test_N-36-R,1,0.010086660492220074,1,3498,0,0,3498,0,12292,0,6392,1,629a1a9e4b4a5f0012af6f57b9413ffecf52c91a394adbbcde8eae317f088b74,6392,0,0
False,3546,0,3546,0,5104,RIM_ONE_r3_test_N-36-R,2,0.40927902308754976,1,863,0,0,863,0,5104,0,3546,1,7f088f39c255b9e61ebacff7d3f5f72cb000f5ef44d368bcad923f7b61838f42,3546,0,0
False,39671,0,39671,0,123024,Drishti_GS_train_ndrishtiGS_092,0,0.9938448667517588,1,24402,0,0,24402,0,123024,0,39671,2,ccc00190fa9fd3ff341434ae10e48654d2dea5ee1802f75334b95b31b048e6f9,39671,1557,3211
False,4597,0,4597,0,10465,Drishti_GS_train_ndrishtiGS_092,1,5.616122183523127e-07,1,3332,0,0,3332,0,10465,0,4597,2,9f8d00d59dcf62179b50d5b7d7e96eaf7aa609a00902afbd34ead3676c1a0d47,4597,0,0
False,1483,0,1483,0,13967,Drishti_GS_train_ndrishtiGS_092,2,0.6537299797871103,1,73,0,0,73,0,13967,0,1483,2,bf10b5b272bfa4dfa18d983aafa484f9216cb286e3a36d46bd83627ddf330ccd,1483,0,0
False,50114,0,50114,0,114013,Drishti_GS_test_gdrishtiGS_014,0,0.9988284239938688,1,27972,0,0,27972,0,114013,0,50114,2,87d58a5c01f564b47f66c66f6befe8cca899b21fa127d5a388f5278aed199652,50114,1056,2186
False,6702,0,6702,0,12936,Drishti_GS_test_gdrishtiGS_014,1,2.641796059331345e-10,1,4480,0,0,4480,0,12936,0,6702,2,425d1ac74a77f0327472650807de301fe876b801303f0f342a95f5c325a66427,6702,0,0
False,2286,0,2286,0,20507,Drishti_GS_test_gdrishtiGS_014,2,0.672306070249536,1,84,0,0,84,0,20507,0,2286,2,6a3e2e3c0e29e015f99a16268c504afbcb1d8174d43a62b178f767a5fc0b8dc7,2286,0,0
False,46493,0,46493,0,144647,Drishti_GS_test_gdrishtiGS_073,0,0.999999740805226,1,17377,0,0,17377,0,144647,0,46493,2,f4f3478432ba853cbf2c750728d47abacd6cd426af592e78e46f5257640ea16e,46493,1539,52691
False,597,0,597,0,2103,Drishti_GS_test_gdrishtiGS_073,1,0.0003012971384254718,1,474,0,0,474,0,2103,0,597,2,b0bfcb716862f3c739321f61cee50c2e052b3a91ba867ae13daeba373fbc5d22,597,0,0
False,343,0,343,0,706,Drishti_GS_test_gdrishtiGS_073,2,0.686848151713095,1,12,0,0,12,0,706,0,343,2,5f34031b8a0150ce4676218c93dffa5917d07cf0bfbaf7e4fe228b8d35492b6b,343,0,0
False,40358,0,40358,0,147418,Drishti_GS_train_gdrishtiGS_004,0,0.9999998807907104,4836,15676,0,0,15676,0,147418,0,40358,2,2ec4f33c9df8da362802e51dd01bc53b6dda36a36dd0668758ad865d945c826f,40358,1452,45927
False,0,0,0,0,1,Drishti_GS_train_gdrishtiGS_004,1,,0,0,0,0,0,0,1,0,0,2,a444fbc532241a647fda3250f5a255068ea97ca3d13d84007eafa0d42ab72c7e,0,0,0
False,1,0,1,0,37,Drishti_GS_train_gdrishtiGS_004,2,0.9105675913050939,1,0,0,0,0,0,37,0,1,2,17343308e2baf339651071ff84963d160d5ff3ecf20227e67b615f847ab9a7ac,1,0,0
False,42895,0,42895,0,132071,Drishti_GS_test_gdrishtiGS_006,0,0.9999804496765137,77,19223,0,0,19223,0,132071,0,42895,2,d2ac69eba8eaca61d17cb6b361f7d420ffd54001720a78c292116a25f1f7436e,42895,3323,53965
False,7309,0,7309,0,14005,Drishti_GS_test_gdrishtiGS_006,1,1.4961168006483292e-10,1,3836,0,0,3836,0,14005,0,7309,2,9fbbeb6c5018dffed94a64237c3b24041a73a604d8016716ab420fe2d5320b17,7309,0,0
False,514,0,514,0,1380,Drishti_GS_test_gdrishtiGS_006,2,0.7032571364951994,1,72,0,0,72,0,1380,0,514,2,fcb83abc6a6e56df9a1d9c8a6d0ad437b0dc105175299bd2f6fb21d686b7250d,514,0,0
False,44244,0,44244,0,139898,Drishti_GS_test_gdrishtiGS_011,0,0.9999861717224121,23,20315,0,0,20315,0,139898,0,44244,2,2ac96ff96e369fffd20c3aa122eded2b1f03c57d6b9c90635bfcb628a0a3806f,44244,5296,36721
False,3537,0,3537,0,6824,Drishti_GS_test_gdrishtiGS_011,1,3.542548872590843e-07,1,2357,0,0,2357,0,6824,0,3537,2,ce665726cac7a727c9210ba7ac0d5a11ff823ea3b4652967e52921e48b64a7c9,3537,0,0
False,403,0,403,0,734,Drishti_GS_test_gdrishtiGS_011,2,0.6870155269142684,1,7,0,0,7,0,734,0,403,2,073c9526ee2ac22605298de359aeb0e68ad1bc0ff62932348aa1a609b16c4950,403,0,0
False,42988,0,42988,0,144546,Drishti_GS_test_gdrishtiGS_027,0,0.9999923964576016,1,20253,0,0,20253,0,144546,0,42988,2,26544b9d526dc335bc8edd478e5109717d9f8111128b5a67987315c011924674,42988,3410,47155
False,844,0,844,0,2144,Drishti_GS_test_gdrishtiGS_027,1,0.0006473818598648077,1,707,0,0,707,0,2144,0,844,2,285a758ff6edeeb944a7e2556f331ef16075a5eafd13bdbad46f1f09ce7007e9,844,0,0
False,423,0,423,0,766,Drishti_GS_test_gdrishtiGS_027,2,0.7349393979829921,1,35,0,0,35,0,766,0,423,2,15451f921c27985190bbdaa3ed57ea945ba0b9b25293199d5f3b5368b34ebccc,423,0,0
False,58846,0,58846,0,134676,Drishti_GS_train_gdrishtiGS_012,0,0.9999912977218628,125,27573,0,0,27573,0,134676,0,58846,2,0522301f03cc30907da8703b611c0d99cf900d37bcce0bd49a0c0f9be7af40e1,58846,3935,52436
