level,key,policy,cases,foreground_dice,rim_dice,cup_dice,mean_iou
seed_domain,2:Drishti_GS,C6,10,0.8682095318176108,0.857084142992384,0.8793349206428376,0.8456769497307205
seed_domain,2:Drishti_GS,C7,10,0.8682095318176108,0.857084142992384,0.8793349206428376,0.8456769497307205
seed_domain,2:Drishti_GS,C8,10,0.8745041580874945,0.8591190386724665,0.8898892775025222,0.8515314528307496
seed_domain,2:REFUGE,C0,40,0.6854520909803159,0.7275839338115245,0.6433202481491073,0.6904289620175535
seed_domain,2:REFUGE,C1,40,0.8837489004564176,0.8943428224460259,0.873154978466809,0.8604784217595596
seed_domain,2:REFUGE,C2,40,0.8821099049305291,0.8955552794284116,0.8686645304326465,0.8591906728559684
seed_domain,2:REFUGE,C3,40,0.8837489004564176,0.8943428224460259,0.873154978466809,0.8604784217595596
seed_domain,2:REFUGE,C4,40,0.8787524080988005,0.8901834468033023,0.8673213693942987,0.85621651729229
seed_domain,2:REFUGE,C5,40,0.8787524080988005,0.8901834468033023,0.8673213693942987,0.85621651729229
seed_domain,2:REFUGE,C6,40,0.8787524080988005,0.8901834468033023,0.8673213693942987,0.85621651729229
seed_domain,2:REFUGE,C7,40,0.8837489004564176,0.8943428224460259,0.873154978466809,0.8604784217595596
seed_domain,2:REFUGE,C8,40,0.8837489004564176,0.8943428224460259,0.873154978466809,0.8604784217595596
seed_domain,2:RIM_ONE_r3,C0,16,0.4752142158559525,0.42054260163421475,0.5298858300776903,0.5386625043731058
seed_domain,2:RIM_ONE_r3,C1,16,0.8132057415734569,0.8505398127887573,0.7758716703581564,0.8024722911813821
seed_domain,2:RIM_ONE_r3,C2,16,0.8034234711336541,0.8420731099101928,0.7647738323571154,0.7939066870470924
seed_domain,2:RIM_ONE_r3,C3,16,0.6873827308422663,0.6605651157689175,0.7142003459156152,0.7012971292059285
seed_domain,2:RIM_ONE_r3,C4,16,0.7494691266685534,0.7474342537524495,0.7515039995846573,0.749207867439449
seed_domain,2:RIM_ONE_r3,C5,16,0.7284452863338204,0.7197844419228357,0.7371061307448051,0.7313219749063457
seed_domain,2:RIM_ONE_r3,C6,16,0.7107694154743134,0.6900907209061831,0.7314481100424437,0.7211405042743645
seed_domain,2:RIM_ONE_r3,C7,16,0.8132057415734569,0.8505398127887573,0.7758716703581564,0.8024722911813821
seed_domain,2:RIM_ONE_r3,C8,16,0.8132057415734569,0.8505398127887573,0.7758716703581564,0.8024722911813821
